Receptor	Ligand	Score(pK)	stdev	Best	NN#1	NN#2	NN#3	NN#4	NN#5	NN#6	NN#7	NN#8	NN#9	NN#10	NN#11	NN#12	NN#13	NN#14	NN#15	NN#16	NN#17	NN#18	NN#19	NN#20
5j6m_protein	5j6m_ligand	7.671	1.338	8.825	8.191	8.226	8.82	3.006	8.029	8.409	8.341	8.825	7.166	6.338	6.325	8.696	6.827	7.894	8.365	8.731	8.101	8.117	7.828		
5j8u_protein	5j8u_ligand	7.73	1.617	12.319	7.617	7.871	8.337	5.381	8.174	5.81	5.642	8.168	7.849	6.141	7.667	8.522	6.126	8.254	12.319	10.147	6.662	7.953	7.242		
5j27_protein	5j27_ligand	7.227	2.226	11.197	3.258	8.357	8.403	7.968	10.079	2.839	8.353	7.515	5.947	6.695	11.197	8.572	3.397	5.828	8.687	9.232	5.392	7.991	7.727		
5j20_protein	5j20_ligand	7.732	1.607	10.919	7.257	8.174	7.084	3.0	8.079	7.982	8.333	7.663	7.616	6.386	6.705	8.676	6.829	7.53	9.849	10.919	6.636	8.099	7.944		
5j9x_protein	5j9x_ligand	7.206	1.9	9.85	8.068	8.248	7.567	7.276	9.338	3.491	8.342	9.85	7.849	5.155	8.411	3.769	3.067	6.663	7.17	8.294	7.968	8.104	8.615		
5j7w_protein	5j7w_ligand	7.659	2.187	12.587	5.018	8.889	5.824	9.177	6.578	8.391	8.058	6.198	10.522	4.475	6.294	8.588	9.352	7.253	7.865	6.688	12.587	7.143	10.494		
5j6a_protein	5j6a_ligand	5.585	1.908	8.147	4.445	1.922	6.92	7.507	0.539	6.072	5.214	4.621	4.841	8.147	7.554	5.942	7.485	3.719	7.016	5.648	5.67	5.439	6.112		
5j64_protein	5j64_ligand	7.893	1.695	10.208	8.572	8.14	5.219	4.944	8.146	9.725	4.903	8.248	9.022	7.805	7.815	7.587	5.236	9.388	10.208	10.076	7.952	8.005	6.953		
5isz_protein	5isz_ligand	10.14	3.662	18.484	9.237	7.355	11.779	5.413	10.686	12.248	4.936	18.443	10.819	18.484	8.925	13.891	6.811	7.164	8.421	10.448	7.664	8.299	11.67		
5j41_protein	5j41_ligand	5.129	1.466	9.285	5.794	4.928	9.285	4.786	4.98	4.971	7.581	5.165	5.552	4.782	5.606	2.97	2.592	5.314	5.628	5.508	4.158	5.456	3.916		
5j82_protein	5j82_ligand	8.171	1.813	10.913	5.762	8.467	10.294	7.759	9.669	3.728	8.32	9.227	4.919	8.198	8.997	8.664	8.013	7.466	10.854	8.782	8.351	8.121	10.913		
5j86_protein	5j86_ligand	5.888	2.789	9.678	1.512	8.086	7.597	-1.207	2.826	8.592	9.075	5.675	7.566	8.345	6.178	2.788	7.165	6.76	6.447	9.678	3.248	6.565	5.78		
5jfp_protein	5jfp_ligand	10.734	1.272	12.61	9.551	9.95	12.452	9.691	11.144	12.44	9.33	11.752	11.452	10.507	9.709	9.345	11.593	12.61	10.541	10.925	10.982	10.797	12.134		
5jgi_protein	5jgi_ligand	2.87	2.026	6.648	0.33	0.621	0.444	4.73	2.253	4.158	1.026	2.891	2.764	3.494	6.648	6.037	3.911	5.233	0.519	3.459	2.473	4.986	1.227		
5ji8_protein	5ji8_ligand	4.435	1.193	6.094	1.661	6.094	4.406	4.538	5.825	5.064	3.87	6.02	4.699	4.155	3.256	3.641	5.532	3.731	2.785	5.486	5.164	5.22	4.7		
5jgq_protein	5jgq_ligand	3.139	1.98	6.803	1.253	0.66	0.392	5.353	2.293	2.73	2.053	3.349	2.781	2.813	6.803	6.158	3.729	5.823	0.594	3.421	4.205	5.263	2.717		
5jfu_protein	5jfu_ligand	10.78	2.016	14.088	9.227	10.226	13.436	8.208	12.127	14.088	9.491	11.816	13.252	11.295	12.652	8.764	7.738	10.724	11.742	11.173	10.881	10.109	12.189		
5jg1_protein	5jg1_ligand	10.451	1.752	13.662	9.214	9.914	11.751	9.263	11.988	13.662	9.901	12.018	9.944	10.494	11.509	9.258	6.788	12.917	10.712	10.358	11.6	9.818	11.115		
5jhk_protein	5jhk_ligand	4.596	2.005	8.013	1.497	5.866	5.273	4.692	3.626	3.37	1.805	3.535	2.378	3.39	8.013	7.732	5.222	6.212	2.655	5.547	7.047	5.398	1.994		
5ja0_protein	5ja0_ligand	6.775	1.747	10.634	8.114	4.427	9.066	6.046	6.012	10.634	5.709	5.283	10.228	4.85	6.796	6.207	6.954	7.025	7.686	4.158	7.541	5.525	6.345		
5jsg_protein	5jsg_ligand	7.626	3.331	15.494	6.063	8.545	3.379	9.828	8.472	8.306	10.947	4.943	15.494	2.354	4.113	3.941	8.347	11.237	4.871	5.531	11.268	8.087	10.575		
5jq5_protein	5jq5_ligand	6.559	1.28	8.798	5.285	5.927	7.066	7.661	6.33	8.798	8.36	7.428	6.007	3.729	5.945	6.001	7.586	4.81	7.946	7.415	7.086	5.47	5.443		
5jsj_protein	5jsj_ligand	10.08	2.439	14.64	8.778	8.893	9.994	6.263	12.478	8.345	14.64	10.345	8.063	11.276	4.852	11.692	9.41	11.532	9.013	12.72	13.02	8.142	12.692		
5jsq_protein	5jsq_ligand	5.153	2.214	9.452	1.665	3.421	3.157	2.444	5.968	3.346	7.899	6.704	7.823	4.071	4.754	5.925	2.571	9.452	6.158	6.389	6.581	7.909	3.038		
5jox_protein	5jox_ligand	3.217	2.773	10.641	6.156	0.621	5.3	0.149	5.482	3.613	0.452	10.641	1.979	6.291	1.895	5.284	4.97	3.449	1.472	-0.069	1.244	0.493	1.351		
5jy3_protein	5jy3_ligand	7.405	4.474	18.484	1.661	3.974	8.804	8.286	8.488	4.458	3.342	8.123	7.012	5.083	11.142	3.546	5.129	13.948	8.63	9.028	-0.35	13.294	6.016		
5jhb_protein	5jhb_ligand	9.042	3.978	15.428	8.992	8.804	9.754	13.49	10.241	6.117	8.532	7.339	15.428	14.953	6.805	8.436	10.043	15.095	4.618	6.229	3.176	0.533	12.775		
5k03_protein	5k03_ligand	2.45	3.011	11.407	5.077	4.783	0.663	3.234	0.432	0.835	-0.182	3.72	1.251	2.482	3.568	3.381	-1.179	-2.084	6.066	2.441	-0.582	1.379	11.407		
5k8s_protein	5k8s_ligand	5.622	1.96	8.788	7.087	1.898	5.597	3.898	4.64	8.788	2.397	4.309	4.189	7.577	6.737	3.244	5.407	5.83	8.734	7.142	7.574	5.238	5.173		
5ka1_protein	5ka1_ligand	5.839	1.421	9.998	5.906	4.862	4.231	6.406	4.08	5.417	4.868	3.862	5.224	5.878	7.518	5.704	5.939	6.258	5.183	6.816	7.817	5.306	5.511		
5k9w_protein	5k9w_ligand	5.292	0.911	6.843	5.411	5.144	4.79	6.077	3.915	5.54	4.987	3.241	5.194	5.837	6.843	5.579	5.821	6.155	3.793	6.499	4.568	5.242	5.172		
5k0m_protein	5k0m_ligand	7.865	1.973	12.061	8.621	8.319	8.264	8.92	8.488	8.684	8.204	7.381	7.052	4.966	5.154	4.175	8.726	12.061	9.649	5.547	11.183	8.063	6.314		
5k0h_protein	5k0h_ligand	7.136	1.059	9.484	7.784	8.689	6.786	6.757	8.373	6.315	8.351	7.606	6.253	7.583	6.293	6.347	9.484	6.935	7.918	6.178	7.026	5.651	5.51		
5kab_protein	5kab_ligand	4.609	3.464	12.533	6.556	5.168	6.645	5.0	5.996	1.354	6.724	2.391	4.336	2.352	12.533	5.164	2.401	0.578	2.658	-2.807	3.263	10.464	8.041		
5ka9_protein	5ka9_ligand	5.26	0.967	6.996	5.417	4.946	5.951	5.119	4.024	5.342	4.961	3.112	5.693	4.426	5.316	5.905	6.497	6.273	3.883	4.219	5.534	5.343	6.251		
5kad_protein	5kad_ligand	5.405	1.569	9.268	4.537	5.39	5.188	5.362	3.72	5.251	4.927	3.635	4.972	2.825	6.33	5.008	7.21	7.974	4.646	4.106	9.268	4.727	5.523		
5ka7_protein	5ka7_ligand	5.472	0.881	7.619	5.249	5.264	4.845	6.409	4.209	5.309	4.872	3.558	5.343	6.099	4.964	5.231	5.19	6.481	5.638	6.239	6.27	5.263	5.384		
5jop_protein	5jop_ligand	2.07	1.763	5.059	1.351	3.689	2.551	0.328	0.086	5.059	0.695	-0.188	4.538	3.767	1.232	2.296	3.281	-0.656	1.282	3.989	4.325	1.136	0.145		
5kat_protein	5kat_ligand	8.104	2.982	14.697	9.499	7.5	5.683	8.223	8.079	-0.231	9.092	8.683	11.541	10.218	7.086	9.933	5.827	6.999	11.349	7.875	14.697	5.408	7.69		
5kax_protein	5kax_ligand	7.108	1.336	9.49	7.722	5.925	9.49	8.219	5.392	6.523	7.281	6.709	6.92	4.482	8.561	6.816	6.763	7.542	7.459	4.461	8.174	7.906	8.939		
5kcb_protein	5kcb_ligand	6.809	2.709	11.565	4.731	9.375	4.365	7.691	5.391	8.061	8.395	5.403	3.917	8.446	9.781	11.565	7.453	6.548	6.451	0.991	11.233	3.687	8.218		
5khm_protein	5khm_ligand	7.663	2.085	11.179	11.179	7.209	8.741	4.752	10.703	8.864	10.406	6.326	7.264	6.952	6.156	4.411	9.417	7.037	7.8	10.664	4.43	8.054	5.791		
5km9_protein	5km9_ligand	5.704	4.815	18.45	3.501	10.036	7.327	0.299	3.572	5.248	0.665	4.086	13.39	4.784	2.911	4.87	3.815	11.518	10.688	3.817	-0.489	2.421	3.166		
5kej_protein	5kej_ligand	5.513	2.445	8.789	4.08	8.789	-0.495	7.481	3.831	6.945	8.472	4.665	7.018	4.514	1.228	8.382	4.814	6.996	5.484	5.716	7.983	5.434	2.791		
5kly_protein	5kly_ligand	5.867	1.775	10.909	7.068	5.211	5.525	3.302	5.903	5.504	3.46	4.625	5.906	10.909	3.715	6.939	6.227	6.662	5.326	7.625	5.439	5.581	8.204		
5ko1_protein	5ko1_ligand	6.26	2.073	12.372	6.238	4.707	5.531	8.041	4.182	4.798	5.077	6.632	12.372	5.531	2.484	8.631	6.731	6.96	7.531	3.685	5.922	6.897	6.472		
5kma_protein	5kma_ligand	6.293	2.388	13.881	13.881	6.543	4.626	3.161	4.594	5.428	6.328	4.55	4.085	7.123	6.326	7.322	7.226	9.367	5.485	8.339	5.763	5.188	3.519		
5kqx_protein	5kqx_ligand	7.453	1.279	9.892	7.188	8.69	8.077	8.246	8.419	6.292	7.839	6.011	6.477	7.712	8.844	6.278	9.492	6.844	5.707	6.467	8.12	5.313	7.146		
5kr0_protein	5kr0_ligand	8.151	1.409	11.413	7.933	8.686	9.293	8.13	8.318	8.76	6.233	7.825	11.413	8.174	9.494	6.639	6.34	7.462	7.631	5.402	7.806	7.896	9.959		
5kr1_protein	5kr1_ligand	9.039	2.062	15.464	9.183	8.593	10.018	9.833	9.653	11.074	9.48	5.069	15.464	10.367	7.637	9.546	7.605	8.039	7.494	8.35	9.051	8.11	6.571		
5kqy_protein	5kqy_ligand	8.625	2.129	12.275	8.648	6.848	10.08	8.347	9.509	12.275	7.36	4.889	11.96	10.732	10.737	7.705	4.774	9.83	9.348	7.668	8.99	7.453	5.526		
5kby_protein	5kby_ligand	6.833	1.849	10.522	10.522	6.63	8.173	7.58	4.84	6.169	6.786	4.527	2.974	4.081	8.638	8.381	6.751	6.741	8.66	8.614	7.232	7.695	4.922		
5kr2_protein	5kr2_ligand	7.67	1.827	10.311	6.61	9.557	7.282	9.039	8.349	7.064	8.569	5.872	6.32	9.485	8.3	3.237	10.311	8.464	5.727	6.007	8.977	5.614	8.522		
5kz0_protein	5kz0_ligand	6.769	1.897	11.449	6.75	4.901	4.872	7.252	6.992	8.369	6.575	6.791	7.061	3.463	7.06	6.145	11.449	8.99	7.89	6.281	2.701	8.186	6.773		
5kva_protein	5kva_ligand	5.874	2.688	11.577	9.495	4.399	6.177	3.05	9.015	5.088	2.057	4.285	6.637	11.577	5.727	2.318	7.28	10.495	5.649	6.339	2.039	6.187	4.968		
5ko5_protein	5ko5_ligand	3.489	1.783	6.23	2.593	4.015	5.642	3.55	-0.838	2.63	3.478	0.557	4.971	3.374	5.39	1.598	3.661	4.529	6.23	4.878	2.506	1.933	3.797		
5l2s_protein	5l2s_ligand	7.149	2.294	11.521	8.007	4.241	9.451	7.0	6.362	6.791	7.684	6.646	4.531	8.693	6.793	4.365	4.407	10.435	8.88	11.521	4.731	3.887	8.509		
5l3a_protein	5l3a_ligand	3.611	2.89	12.477	6.853	0.726	2.609	3.834	2.649	3.195	5.678	1.672	7.183	1.971	12.477	1.79	2.378	-0.668	0.379	3.37	3.062	4.194	4.369		
5l8a_protein	5l8a_ligand	5.682	1.694	10.265	4.989	7.185	4.959	4.978	4.714	6.085	6.738	5.304	4.742	6.734	3.907	10.265	4.286	6.725	8.18	5.395	2.16	5.541	5.74		
5l7e_protein	5l7e_ligand	8.358	2.198	12.104	6.936	1.996	5.669	9.547	8.046	8.339	8.307	9.719	7.891	7.455	8.822	8.429	9.788	6.898	6.48	9.418	10.178	12.104	11.45		
5l7h_protein	5l7h_ligand	9.429	2.917	15.089	8.907	1.966	10.896	7.012	10.81	8.868	8.359	13.423	8.265	8.467	11.878	8.598	10.674	9.461	5.282	9.486	10.902	15.089	12.91		
5l7g_protein	5l7g_ligand	7.16	2.521	10.881	9.312	8.007	5.438	7.425	8.903	-0.142	8.288	7.378	8.328	8.482	7.784	8.656	5.134	6.132	10.788	6.715	5.991	3.337	10.881		
5l4i_protein	5l4i_ligand	6.302	1.885	8.991	7.223	6.342	8.567	8.585	8.991	2.397	5.452	8.812	6.17	6.539	6.224	4.674	6.807	5.573	5.28	6.183	3.421	8.87	6.334		
5l4m_protein	5l4m_ligand	4.326	3.282	10.96	8.799	4.678	5.505	-0.33	1.696	9.103	3.478	5.004	4.502	3.914	5.573	0.474	-0.391	4.712	7.432	0.226	2.338	1.499	10.96		
5l4j_protein	5l4j_ligand	6.337	4.351	18.112	6.896	6.078	5.186	2.161	3.512	4.131	5.417	2.334	16.682	2.053	18.112	5.656	4.893	4.593	9.748	2.317	9.022	5.955	7.717		
5l9g_protein	5l9g_ligand	4.488	1.751	7.754	4.241	2.862	6.17	6.94	3.499	3.877	4.278	4.545	5.233	3.979	1.728	1.758	5.061	7.754	1.512	3.913	5.457	4.458	7.277		
5l9i_protein	5l9i_ligand	5.707	1.244	7.93	4.693	4.732	7.176	7.93	5.984	5.598	4.713	4.678	6.252	3.98	6.642	3.262	7.368	6.637	7.323	5.608	5.515	4.546	6.221		
5l9l_protein	5l9l_ligand	5.487	1.301	7.334	5.423	2.851	4.501	6.864	7.252	4.968	4.794	4.552	5.052	5.802	6.153	4.493	6.675	6.85	3.184	5.416	7.334	4.357	6.344		
5l9o_protein	5l9o_ligand	5.941	1.336	7.855	4.948	7.855	6.177	6.782	2.735	7.0	6.167	4.75	6.039	7.428	4.21	4.165	7.4	6.575	4.673	5.632	6.699	7.113	5.555		
5l30_protein	5l30_ligand	8.875	2.118	12.488	6.746	9.532	6.618	11.239	10.24	10.208	7.043	7.87	8.809	11.189	8.214	9.189	7.331	6.928	9.254	6.756	11.124	4.746	11.986		
5ldm_protein	5ldm_ligand	5.443	1.761	8.871	7.588	4.862	8.871	8.662	5.561	2.936	5.628	4.314	6.331	5.336	3.885	3.999	6.055	1.631	6.113	7.009	5.127	5.042	5.395		
5ldp_protein	5ldp_ligand	5.209	2.672	9.885	3.359	4.94	7.004	3.77	5.18	4.333	0.828	7.779	8.354	2.213	6.165	2.725	4.242	0.401	6.518	3.678	9.567	5.792	7.457		
5lne_protein	5lne_ligand	2.896	2.513	8.447	2.4	3.142	5.935	0.526	0.197	3.98	3.293	-0.092	8.447	1.896	3.311	4.704	1.158	5.808	1.0	0.405	3.108	-1.248	6.534		
5lny_protein	5lny_ligand	9.161	1.394	12.711	9.052	8.872	9.437	8.365	10.417	8.555	9.252	7.55	8.493	10.346	9.795	8.265	10.824	8.254	7.283	9.785	8.281	6.917	12.711		
5lli_protein	5lli_ligand	7.145	2.472	10.713	8.555	9.36	4.66	7.565	9.372	7.692	5.812	3.92	2.63	10.331	10.713	4.439	7.649	7.757	8.828	9.775	7.192	5.521	8.473		
5lsg_protein	5lsg_ligand	0.733	1.984	8.321	2.859	-1.501	0.295	-0.124	0.159	0.081	0.073	0.105	0.17	0.168	0.244	0.211	1.19	0.045	0.024	0.344	0.014	-0.022	8.321		
5lsh_protein	5lsh_ligand	1.993	1.695	4.252	1.531	3.229	-1.851	3.312	1.019	3.108	-0.575	1.651	3.4	3.145	-0.298	0.497	4.252	0.556	2.085	4.096	3.214	2.737	3.534		
5lso_protein	5lso_ligand	8.582	4.452	18.484	18.484	10.408	13.79	3.614	7.22	5.022	5.46	5.166	5.796	13.299	7.703	8.504	7.297	6.583	5.69	6.916	7.076	3.233	11.9		
5lom_protein	5lom_ligand	7.299	3.041	16.076	5.36	11.438	6.472	4.062	10.971	8.246	6.276	5.205	9.932	16.076	6.428	3.084	7.386	6.454	7.72	5.99	4.194	7.73	8.42		
5lud_protein	5lud_ligand	0.897	1.809	5.036	2.308	-0.938	-0.384	-0.668	0.529	-0.549	2.808	1.399	-0.201	0.186	-0.992	0.105	3.248	5.036	1.791	-0.702	3.666	0.418	2.217		
5ltn_protein	5ltn_ligand	0.951	3.953	13.85	2.04	0.6	0.408	2.085	-2.447	7.342	-2.206	1.593	-1.127	1.16	-0.701	-0.3	-2.331	-2.469	13.85	-2.48	-0.332	-1.698	4.547		
5ld8_protein	5ld8_ligand	6.153	1.747	9.28	4.871	7.959	5.057	4.786	5.854	5.416	5.308	8.492	7.732	7.545	4.142	3.63	6.962	9.28	5.495	6.988	7.558	6.842	6.732		
5lvq_protein	5lvq_ligand	3.247	1.196	5.502	2.409	5.047	4.439	5.502	1.994	3.043	3.496	3.84	1.424	3.641	3.499	1.53	3.344	3.051	1.67	3.616	5.175	2.067	2.651		
5lvr_protein	5lvr_ligand	1.976	2.237	8.31	2.707	2.428	1.667	0.472	1.466	2.812	3.201	-3.262	3.019	0.944	1.101	-0.121	3.222	3.268	0.275	1.829	4.072	8.31	2.148		
5lvl_protein	5lvl_ligand	5.412	1.584	7.416	4.044	6.064	3.953	6.067	5.998	5.683	7.416	4.666	5.196	6.186	5.937	6.049	2.92	5.788	0.964	7.409	6.505	6.479	4.032		
5lwm_protein	5lwm_ligand	7.75	1.564	12.34	4.466	9.246	6.182	7.864	8.999	8.399	7.53	7.292	8.192	6.558	12.34	7.645	7.897	7.101	7.53	6.246	8.678	8.656	7.706		
5lyr_protein	5lyr_ligand	3.726	2.632	9.125	5.879	0.626	6.467	-2.303	1.305	5.735	2.673	4.812	6.476	1.844	4.876	5.248	9.125	0.086	5.112	3.248	3.235	2.585	3.237		
5lz4_protein	5lz4_ligand	6.177	1.571	8.849	3.768	5.407	6.462	4.858	6.236	5.657	8.849	4.638	6.356	4.162	8.507	8.236	4.24	6.691	7.139	4.911	6.437	7.757	8.296		
5lz5_protein	5lz5_ligand	6.081	1.601	8.559	4.039	6.143	8.215	5.913	7.58	5.31	6.823	4.746	6.914	4.911	5.677	8.559	3.68	5.793	7.673	3.43	7.225	7.322	3.836		
5m5d_protein	5m5d_ligand	3.2	2.356	7.653	5.807	-0.592	5.372	3.936	-0.615	4.802	2.772	2.448	4.776	7.653	3.793	4.243	1.147	-1.089	3.626	3.309	2.849	1.102	2.399		
5lz7_protein	5lz7_ligand	6.299	1.528	8.604	4.429	6.779	7.852	5.743	6.141	5.591	8.604	4.648	6.464	4.585	8.151	8.317	5.576	4.526	7.565	3.376	7.733	7.818	5.504		
5m04_protein	5m04_ligand	6.159	2.169	12.975	8.238	12.975	4.444	3.948	3.142	7.577	4.166	7.078	5.506	7.158	6.659	5.925	6.089	5.43	4.389	5.055	5.781	5.736	8.77		
5m17_protein	5m17_ligand	3.598	2.288	8.09	8.09	0.433	4.775	2.335	1.719	4.909	1.918	3.092	4.467	7.06	4.69	3.925	1.723	-0.999	3.868	3.362	4.87	0.959	3.941		
5m25_protein	5m25_ligand	6.395	2.008	9.844	5.275	3.78	5.611	3.71	4.899	6.155	7.973	4.572	9.586	3.626	8.899	7.888	7.261	6.552	5.683	6.295	5.255	5.367	9.844		
5m23_protein	5m23_ligand	6.481	3.137	17.297	4.545	4.802	5.632	6.575	5.374	5.636	1.879	4.349	10.043	3.666	8.984	5.819	6.734	6.404	5.68	8.634	6.415	4.973	6.171		
5m28_protein	5m28_ligand	2.829	1.809	7.083	1.423	2.254	2.454	2.061	-0.188	3.666	7.083	4.661	3.739	3.887	5.666	3.653	0.344	0.792	2.404	4.109	2.864	1.666	3.121		
5m77_protein	5m77_ligand	3.654	2.285	8.331	4.593	6.372	5.757	4.918	2.719	2.869	5.426	-0.445	3.969	1.635	8.331	2.486	1.724	4.536	1.797	1.78	5.301	-0.571	5.547		
5meh_protein	5meh_ligand	2.697	2.615	7.465	7.465	1.401	0.062	0.684	0.215	2.579	1.821	6.95	3.339	1.944	1.021	1.152	4.394	-1.03	7.072	5.455	4.152	1.662	4.536		
5mg2_protein	5mg2_ligand	5.404	1.814	8.208	5.037	8.208	5.961	7.727	5.297	5.273	5.975	6.316	1.127	7.647	3.736	5.624	5.851	5.719	1.55	6.004	3.904	5.031	4.877		
5mge_protein	5mge_ligand	2.551	1.71	6.404	6.404	2.322	-0.2	1.664	2.512	3.752	2.812	2.543	1.388	5.106	1.627	0.265	2.016	3.258	4.881	2.746	0.374	0.955	2.265		
5mgf_protein	5mgf_ligand	1.907	1.386	5.03	1.043	0.646	-0.747	1.623	2.498	1.833	2.614	2.95	1.578	2.556	1.541	0.951	4.846	5.03	1.999	2.375	1.764	0.745	2.232		
5mek_protein	5mek_ligand	7.004	3.447	18.484	5.243	7.939	5.696	4.301	7.456	6.787	6.157	4.551	10.165	7.231	6.931	8.665	2.572	5.505	7.671	1.844	9.307	8.635	4.945		
5m7s_protein	5m7s_ligand	6.247	1.066	8.467	8.172	5.45	6.008	5.624	5.713	5.704	5.5	6.86	4.954	6.595	7.72	6.056	7.512	8.467	6.011	5.54	7.239	5.732	5.144		
5mgj_protein	5mgj_ligand	3.356	1.664	6.935	6.385	4.58	3.124	1.677	3.006	3.383	2.739	1.882	1.565	4.967	2.171	2.543	4.595	4.233	6.935	4.373	0.779	1.439	2.366		
5mgk_protein	5mgk_ligand	1.657	1.324	4.303	4.303	1.651	-0.905	-0.33	1.425	0.945	2.193	2.484	1.187	1.203	2.287	-0.067	3.004	3.766	2.546	2.225	1.281	1.462	2.368		
5m7u_protein	5m7u_ligand	7.192	1.973	12.125	7.67	8.328	5.725	7.597	7.163	6.865	6.835	9.897	7.489	7.707	8.998	8.956	4.59	12.125	6.086	7.557	6.903	4.511	5.004		
5mes_protein	5mes_ligand	7.992	3.521	18.475	6.247	8.888	8.686	7.701	7.338	8.989	3.35	8.82	8.625	18.475	8.6	6.906	1.285	11.073	9.881	9.945	2.992	8.131	8.768		
5mlj_protein	5mlj_ligand	8.415	1.928	12.554	7.62	7.693	6.755	8.463	7.968	7.178	6.96	9.579	8.922	11.481	12.554	4.04	7.91	6.8	9.352	7.676	11.309	7.581	9.889		
5mkr_protein	5mkr_ligand	6.914	2.103	10.419	2.593	6.2	8.713	7.241	6.154	8.482	7.978	6.768	4.623	3.501	7.719	5.179	8.454	4.267	10.419	8.076	5.85	7.493	8.558		
5mks_protein	5mks_ligand	5.239	2.827	8.799	2.936	5.752	8.781	1.815	5.532	7.299	7.968	3.917	3.826	0.817	4.614	4.318	8.52	-1.515	8.799	8.354	5.352	5.326	4.576		
5mby_protein	5mby_ligand	4.276	1.957	8.604	6.291	4.564	3.15	4.609	7.724	2.813	3.011	3.233	6.842	4.207	4.713	3.616	3.801	8.604	0.141	2.714	4.976	2.668	3.065		
5mme_protein	5mme_ligand	4.442	1.323	7.156	2.946	5.478	3.2	2.977	6.298	4.128	5.999	7.156	5.633	2.612	4.074	3.976	4.172	4.039	5.528	4.74	5.51	4.671	2.975		
5mmg_protein	5mmg_ligand	2.878	1.529	5.256	3.912	4.497	0.819	3.859	2.543	1.04	3.32	4.167	2.797	-0.387	2.664	2.939	3.461	2.576	5.256	2.016	3.634	4.639	3.783		
5mn1_protein	5mn1_ligand	1.377	1.265	3.8	3.01	3.8	0.956	0.377	1.156	-0.357	2.52	1.574	1.774	-0.237	0.483	1.56	1.681	2.996	0.987	-0.403	2.002	-0.77	2.558		
5mnn_protein	5mnn_ligand	2.58	1.732	6.447	4.217	0.368	3.678	1.553	1.964	0.635	0.416	3.763	6.447	3.164	3.897	0.915	0.596	2.505	2.5	4.363	5.305	2.253	1.856		
5mpz_protein	5mpz_ligand	1.76	1.643	4.993	3.063	3.724	-0.966	-0.066	2.014	1.186	2.731	1.096	2.69	0.259	2.57	-0.075	3.316	2.306	-0.028	1.989	0.489	4.993	3.945		
5mpk_protein	5mpk_ligand	3.929	1.661	6.682	0.426	4.488	6.507	2.104	4.142	5.457	5.381	3.501	1.732	6.257	3.032	4.391	6.682	5.044	4.006	2.717	2.688	3.815	3.699		
5mpn_protein	5mpn_ligand	3.616	1.944	6.553	-0.426	4.476	0.273	3.291	5.97	2.796	2.942	3.488	4.949	6.037	1.04	3.184	6.553	1.053	4.143	5.299	3.853	3.566	5.448		
5mod_protein	5mod_ligand	4.849	2.031	9.589	7.129	4.896	2.104	3.323	5.965	4.638	4.865	7.446	3.441	9.589	3.548	5.871	3.498	3.528	1.998	5.924	4.186	7.418	2.075		
5mqe_protein	5mqe_ligand	0.775	1.704	4.122	1.963	-1.607	0.009	-0.684	0.655	0.494	4.122	-1.436	2.501	-0.263	2.128	-0.465	1.838	2.959	-0.214	0.242	-0.857	2.324	3.081		
5mo8_protein	5mo8_ligand	8.005	2.15	13.453	10.157	10.455	7.339	8.361	8.277	8.337	6.634	8.838	8.218	4.907	10.039	8.722	13.453	6.208	9.533	6.936	4.315	7.269	5.225		
5mrb_protein	5mrb_ligand	8.147	1.58	11.147	6.766	8.122	9.834	7.865	11.147	8.118	7.654	7.728	7.9	4.254	9.62	5.956	7.399	8.152	9.184	6.807	8.272	8.01	10.27		
5mwh_protein	5mwh_ligand	6.023	1.92	9.774	5.218	9.774	7.854	7.372	5.714	4.278	4.759	4.532	6.754	5.444	8.305	7.289	6.992	2.621	7.8	7.314	2.825	5.895	6.49		
5mwy_protein	5mwy_ligand	9.555	1.239	11.988	9.094	9.438	10.444	8.323	10.904	9.172	8.287	10.923	9.27	11.988	8.837	8.884	10.028	10.614	9.127	11.678	7.104	8.19	9.047		
5mwp_protein	5mwp_ligand	8.083	1.376	10.034	8.2	7.616	8.005	9.519	9.35	7.132	4.855	9.406	8.143	8.038	9.49	8.855	9.621	6.678	9.232	6.035	6.863	7.424	7.16		
5my8_protein	5my8_ligand	8.753	2.308	15.314	8.617	8.82	10.115	6.622	7.66	15.314	9.794	7.27	9.227	11.036	7.968	8.551	7.992	7.717	10.503	9.612	7.497	2.946	8.46		
5n0f_protein	5n0f_ligand	4.198	1.502	7.918	4.939	4.842	4.321	2.422	2.133	3.073	4.502	4.649	5.509	2.574	5.016	5.029	4.018	7.918	3.754	2.109	4.986	5.08	5.346		
5n17_protein	5n17_ligand	4.768	1.854	7.848	6.124	4.894	2.879	5.088	3.191	4.899	7.715	4.496	4.763	3.343	5.93	2.929	7.848	6.838	4.832	6.184	4.761	2.565	5.797		
5n18_protein	5n18_ligand	6.095	1.126	9.049	5.514	3.912	6.865	6.72	6.669	5.269	5.724	5.784	6.257	9.049	4.627	6.427	4.6	6.274	6.952	6.453	5.989	7.561	5.515		
5n1z_protein	5n1z_ligand	4.552	3.255	9.265	4.611	7.948	2.79	2.063	9.265	8.154	1.098	8.122	3.92	7.426	9.004	0.795	-0.257	8.62	5.414	2.628	0.474	1.986	5.549		
5n84_protein	5n84_ligand	7.713	1.493	11.3	8.227	6.159	5.208	7.924	8.808	5.389	7.796	9.748	6.621	7.327	9.167	8.211	6.725	9.322	7.399	7.855	7.773	6.422	11.3		
