Receptor	Ligand	DSAS_Score_pK	buried%	ligand_sasa	protein_sasa	complex_sasa
6gue_protein	6gue_ligand	391.279022	75.474533	518.425232	28037.406250	27773.273438
6gw4_protein	6gw4_ligand	322.189880	52.818024	609.999878	14789.355469	14754.975586
6gxg_protein	6gxg_ligand	190.401596	50.475315	377.217255	7805.309570	7801.723633
6gzd_protein	6gzd_ligand	332.794128	68.610663	485.047241	17252.417969	17071.876953
6gwr_protein	6gwr_ligand	536.434448	66.256370	809.634521	33567.933594	33304.699219
6gwe_protein	6gwe_ligand	509.322510	62.933155	809.307129	29065.085938	28855.748047
6h1d_protein	6h1d_ligand	431.359985	81.008910	532.484619	16631.615234	16301.379883
6gvf_protein	6gvf_ligand	346.124588	73.566008	470.495270	49640.972656	49419.218750
6h1u_protein	6h1u_ligand	154.665810	65.961728	234.478104	14198.201172	14123.347656
6h2t_protein	6h2t_ligand	170.819237	67.839621	251.798630	14323.956055	14234.116211
6gzm_protein	6gzm_ligand	358.924667	72.852721	492.671600	32351.593750	32126.416016
6h8s_protein	6h8s_ligand	278.989960	63.338848	440.472107	15597.240234	15479.732422
6hai_protein	6hai_ligand	847.902710	76.275112	1111.637451	13365.181641	12781.013672
6hax_protein	6hax_ligand	751.751648	65.356312	1150.235718	25983.181641	25629.914062
6hgf_protein	6hgf_ligand	337.539230	70.719456	477.293304	18755.789062	18558.003906
6hgr_protein	6hgr_ligand	280.123581	63.926778	438.194427	17629.341797	17507.289062
6hgg_protein	6hgg_ligand	334.691864	69.396677	482.288025	18541.150391	18354.054688
6hgi_protein	6hgi_ligand	313.825470	66.457570	472.219299	18843.876953	18688.445312
6hay_protein	6hay_ligand	777.925598	66.737940	1165.642212	27389.318359	26999.109375
6hgs_protein	6hgs_ligand	294.566147	64.838692	454.306122	17568.388672	17433.562500
6hhr_protein	6hhr_ligand	310.807632	74.176525	419.010773	11896.213867	11693.609375
6hh3_protein	6hh3_ligand	425.004852	64.266308	661.318298	15767.357422	15578.666016
6hh5_protein	6hh5_ligand	437.651520	68.340993	640.393860	15679.599609	15444.690430
6hk3_protein	6hk3_ligand	386.502411	59.511180	649.461853	19218.824219	19095.281250
6hk4_protein	6hk4_ligand	372.708069	63.027299	591.343872	19089.250000	18935.177734
6hly_protein	6hly_ligand	307.912003	72.287306	425.955841	15617.395508	15427.527344
6hpw_protein	6hpw_ligand	334.560303	56.176482	595.552246	9400.048828	9326.480469
6hni_protein	6hni_ligand	230.457443	72.241757	319.008636	15090.901367	14948.995117
6hm1_protein	6hm1_ligand	432.154633	54.945959	786.508484	19269.457031	19191.656250
6hmg_protein	6hmg_ligand	279.725281	62.294282	449.038452	16193.450195	16083.038086
6hoq_protein	6hoq_ligand	237.500443	71.587466	331.762604	18141.367188	17998.128906
6ht1_protein	6ht1_ligand	323.767029	53.905119	600.623901	9381.910156	9335.000000
6hr2_protein	6hr2_ligand	753.227600	66.221442	1137.437622	26914.175781	26545.158203
6hza_protein	6hza_ligand	595.055664	54.636024	1089.126953	20381.646484	20280.662109
6hzb_protein	6hzb_ligand	579.220154	54.345663	1065.807495	20505.669922	20413.037109
6hq7_protein	6hq7_ligand	341.433624	79.993223	426.828186	40645.792969	40389.753906
6i0z_protein	6i0z_ligand	271.800446	81.495253	333.516907	25213.371094	25003.287109
6i5g_protein	6i5g_ligand	374.207825	66.651777	561.437134	15529.073242	15342.094727
6i8m_protein	6i8m_ligand	366.405396	68.274349	536.666260	18687.550781	18491.406250
6i8y_protein	6i8y_ligand	250.352295	50.124450	499.461426	12099.673828	12098.430664
6i8t_protein	6i8t_ligand	350.322418	65.324584	536.279602	18534.001953	18369.636719
6hzy_protein	6hzy_ligand	242.626511	52.702926	460.366302	42719.351562	42694.464844
6i11_protein	6i11_ligand	363.489075	67.890130	535.407837	24866.517578	24674.947266
6i12_protein	6i12_ligand	359.099579	65.824495	545.540955	25248.835938	25076.177734
6i13_protein	6i13_ligand	346.741913	63.721313	544.153748	25141.009766	24991.679688
6i14_protein	6i14_ligand	387.214264	66.918956	578.631653	25063.501953	24867.705078
6i17_protein	6i17_ligand	457.026855	65.247042	700.456055	24904.535156	24690.937500
6i18_protein	6i18_ligand	426.093201	64.626046	659.321167	25173.726562	24980.861328
6i61_protein	6i61_ligand	333.974945	83.518064	399.883484	23622.660156	23354.593750
6i62_protein	6i62_ligand	335.134811	81.188660	412.785248	23996.103516	23738.619141
6i63_protein	6i63_ligand	324.275070	84.400411	384.210297	24190.656250	23926.316406
6i64_protein	6i64_ligand	305.689346	82.967847	368.443146	24406.492188	24163.556641
6i65_protein	6i65_ligand	224.535995	79.307483	283.120819	24013.162109	23847.210938
6i66_protein	6i66_ligand	239.570435	79.564596	301.101807	23855.898438	23677.859375
6i67_protein	6i67_ligand	230.697357	80.665563	285.992371	23804.185547	23628.783203
6iez_protein	6iez_ligand	486.409790	74.982415	648.698486	13469.010742	13144.889648
6idb_protein	6idb_ligand	343.772491	45.225083	760.136780	18065.990234	18138.582031
6if0_protein	6if0_ligand	494.119659	74.186043	666.054749	13570.643555	13248.458984
6idg_protein	6idg_ligand	352.645203	61.843064	570.225952	22369.521484	22234.457031
6ift_protein	6ift_ligand	448.683441	80.387316	558.152039	15845.549805	15506.334961
6iht_protein	6iht_ligand	262.057419	59.697547	438.975189	12865.448242	12780.308594
6ibk_protein	6ibk_ligand	215.756104	65.328729	330.262207	34936.285156	34835.035156
6im4_protein	6im4_ligand	593.343811	73.118669	811.480591	21480.353516	21105.146484
6ixd_protein	6ixd_ligand	703.080139	62.009831	1133.820435	11176.398438	10904.058594
6iou_protein	6iou_ligand	143.625923	66.778219	215.078995	13189.600586	13117.427734
6ior_protein	6ior_ligand	182.694557	73.969955	246.984818	26618.800781	26500.396484
6ios_protein	6ios_ligand	177.247993	76.078512	232.980362	25690.679688	25569.164062
6j0g_protein	6j0g_ligand	201.647644	54.642087	369.033569	10778.875000	10744.613281
6j3o_protein	6j3o_ligand	295.478821	70.106995	421.468384	7219.528320	7050.039062
6j0o_protein	6j0o_ligand	424.375275	72.242308	587.433167	13608.893555	13347.576172
6j3p_protein	6j3p_ligand	338.495209	58.584398	577.790710	7471.703125	7372.503418
6j1l_protein	6j1l_ligand	555.838959	79.379963	700.225769	14107.337891	13695.885742
6j7e_protein	6j7e_ligand	415.236145	69.649767	596.177368	14509.743164	14275.448242
6j9w_protein	6j9w_ligand	348.254959	77.312451	450.451324	18986.412109	18740.353516
6j9y_protein	6j9y_ligand	347.888885	78.722079	441.920349	19147.919922	18894.062500
6jad_protein	6jad_ligand	348.699814	76.626267	455.065643	19242.007812	18999.673828
6jag_protein	6jag_ligand	338.756973	74.114805	457.070587	19082.347656	18861.904297
6j72_protein	6j72_ligand	397.295319	67.994226	584.307434	31803.111328	31592.828125
6jam_protein	6jam_ligand	354.855209	78.906463	449.716278	19245.824219	18985.830078
6jan_protein	6jan_ligand	355.935577	79.779271	446.150452	19087.968750	18822.248047
6jao_protein	6jao_ligand	356.275604	78.242474	455.348083	19211.498047	18954.294922
6jap_protein	6jap_ligand	345.124664	75.771998	455.477844	19272.966797	19038.195312
6jaq_protein	6jaq_ligand	200.865280	69.993596	286.976654	19121.041016	19006.287109
6jav_protein	6jav_ligand	294.073395	47.625608	617.469055	17189.345703	17218.667969
6jaw_protein	6jaw_ligand	261.499405	54.019344	484.084747	16864.791016	16825.876953
6jay_protein	6jay_ligand	303.741730	50.026217	607.165100	17139.601562	17139.283203
6jb0_protein	6jb0_ligand	338.677368	75.237595	450.143799	19139.632812	18912.421875
6jdi_protein	6jdi_ligand	427.539276	71.146256	600.930115	14639.571289	14385.422852
6jb4_protein	6jb4_ligand	340.256088	75.846775	448.609833	19218.324219	18986.421875
6jbb_protein	6jbb_ligand	327.115646	71.830826	455.397308	19168.912109	18970.078125
6jbe_protein	6jbe_ligand	181.630966	63.127909	287.718964	19220.345703	19144.802734
6jdl_protein	6jdl_ligand	412.399780	69.191221	596.029053	14768.583008	14539.812500
6k04_protein	6k04_ligand	334.602631	57.002324	586.998230	6853.240234	6771.033203
6jon_protein	6jon_ligand	333.740967	61.045288	546.710449	17065.294922	16944.523438
6jfk_protein	6jfk_ligand	363.203064	69.200603	524.855347	24363.494141	24161.943359
6jof_protein	6jof_ligand	367.997437	64.021872	574.799561	21439.814453	21278.619141
6k3l_protein	6k3l_ligand	310.739380	63.807590	486.994385	18365.111328	18230.626953
6kjd_protein	6kjd_ligand	434.766571	72.364993	600.796814	18589.333984	18320.597656
6jtc_protein	6jtc_ligand	237.868896	65.896742	360.972168	35831.761719	35716.996094
6md0_protein	6md0_ligand	423.334167	76.483492	553.497437	15311.009766	15017.838867
6ma2_protein	6ma2_ligand	341.035858	52.596853	648.395935	33661.312500	33627.636719
6ma3_protein	6ma3_ligand	403.142700	58.468495	689.504150	33630.273438	33513.492188
6ma4_protein	6ma4_ligand	431.641602	57.906438	745.412109	33936.878906	33819.007812
6ma5_protein	6ma5_ligand	352.915527	56.018077	630.002930	33821.003906	33745.175781
6mh1_protein	6mh1_ligand	360.922180	60.128778	600.248657	8506.680664	8385.084961
6mh7_protein	6mh7_ligand	356.099823	59.389366	599.601990	8624.097656	8511.500000
6md6_protein	6md6_ligand	239.228241	47.188381	506.964294	24264.957031	24293.464844
6mku_protein	6mku_ligand	241.536560	72.256995	334.274292	11934.807617	11786.008789
6mg5_protein	6mg5_ligand	291.976349	74.626252	391.251526	23342.943359	23150.242188
6mkw_protein	6mkw_ligand	191.712708	69.119806	277.362915	11961.417969	11855.355469
6ml9_protein	6ml9_ligand	238.691467	71.713373	332.840942	12225.633789	12081.091797
6mla_protein	6mla_ligand	239.403259	71.825072	333.314331	12178.247070	12032.754883
6mle_protein	6mle_ligand	236.536926	71.005118	333.126587	12243.958984	12104.011719
6mlg_protein	6mlg_ligand	247.954361	73.913120	335.467316	12025.194336	11864.752930
6mli_protein	6mli_ligand	202.988617	73.667365	275.547546	12392.049805	12261.620117
6mlj_protein	6mlj_ligand	242.075272	71.298923	339.521637	12370.749023	12226.120117
6mjf_protein	6mjf_ligand	403.307709	78.259615	515.345886	36753.292969	36462.023438
6mll_protein	6mll_ligand	257.115463	50.395259	510.197723	12566.475586	12562.442383
6mln_protein	6mln_ligand	243.394272	72.788372	334.386200	11823.575195	11671.172852
6mlo_protein	6mlo_ligand	229.502701	69.136159	331.957550	12620.563477	12493.515625
6mlp_protein	6mlp_ligand	187.064407	69.370704	269.659088	12112.325195	12007.855469
6mm2_protein	6mm2_ligand	400.062683	74.275700	538.618530	16453.728516	16192.221680
6mqc_protein	6mqc_ligand	642.561371	64.269086	999.798523	23566.150391	23280.826172
6mnc_protein	6mnc_ligand	324.307068	77.013108	421.106323	26961.347656	26733.839844
6mnv_protein	6mnv_ligand	223.730591	61.554244	363.468994	20316.152344	20232.160156
6mqe_protein	6mqe_ligand	678.105377	68.245616	993.624817	23258.078125	22895.492188
6msy_protein	6msy_ligand	299.108002	39.536299	756.540222	23582.660156	23740.984375
6n3v_protein	6n3v_ligand	346.932098	68.846414	503.921814	10953.950195	10764.007812
6n3w_protein	6n3w_ligand	372.602600	66.025864	564.328247	10963.913086	10783.036133
6n3x_protein	6n3x_ligand	375.225250	65.006903	577.208313	11132.380859	10959.138672
6mxc_protein	6mxc_ligand	296.447693	64.705479	458.149292	21475.292969	21340.546875
6n5x_protein	6n5x_ligand	114.432053	40.044181	285.764496	12561.778320	12618.678711
6n3y_protein	6n3y_ligand	414.779053	64.879764	639.304199	11010.388672	10820.134766
6mu3_protein	6mu3_ligand	325.436279	43.127042	754.599121	43071.902344	43175.628906
6n7a_protein	6n7a_ligand	393.596954	73.954583	532.214417	16277.257812	16022.278320
6n8x_protein	6n8x_ligand	380.197021	68.469090	555.282715	11968.878906	11763.767578
6n7b_protein	6n7b_ligand	380.791199	73.875967	515.446655	16332.206055	16086.070312
6n7d_protein	6n7d_ligand	384.392456	77.106082	498.524170	16459.433594	16189.172852
6mub_protein	6mub_ligand	343.267914	37.056811	926.328796	44324.511719	44564.304688
6n78_protein	6n78_ligand	411.129211	75.996555	540.984009	16601.554688	16320.280273
6n79_protein	6n79_ligand	389.320724	77.659100	501.320160	16248.792969	15971.471680
6ncn_protein	6ncn_ligand	212.572006	61.112126	347.839325	9214.082031	9136.777344
6nco_protein	6nco_ligand	293.850464	55.689985	527.654053	9309.381836	9249.334961
6ne5_protein	6ne5_ligand	576.099762	61.369562	938.738586	9150.416992	8936.956055
6ndl_protein	6ndl_ligand	554.937866	74.184445	748.051514	17858.843750	17497.019531
6nfh_protein	6nfh_ligand	367.525299	54.455061	674.914856	15659.002930	15598.867188
6nmb_protein	6nmb_ligand	197.926300	66.070482	299.568420	12331.903320	12235.619141
6no9_protein	6no9_ligand	425.851624	75.669892	562.775513	14788.351562	14499.423828
6np2_protein	6np2_ligand	410.488342	65.793981	623.899536	13618.395508	13421.318359
6nsv_protein	6nsv_ligand	510.293549	53.269309	957.950378	8074.644531	8012.007812
6np3_protein	6np3_ligand	410.765778	66.655460	616.252258	13686.347656	13481.068359
6nfy_protein	6nfy_ligand	350.773590	56.715001	618.484680	29621.369141	29538.306641
6nv7_protein	6nv7_ligand	637.142212	76.036673	837.940674	19179.349609	18743.005859
6nu1_protein	6nu1_ligand	169.693451	74.720690	227.103699	25630.513672	25518.230469
6nv9_protein	6nv9_ligand	681.674347	76.711217	888.624084	19122.431641	18647.707031
6nwk_protein	6nwk_ligand	418.461670	84.615252	494.546387	14476.310547	14133.933594
6nu5_protein	6nu5_ligand	168.137695	73.914929	227.474609	26047.916016	25939.115234
6nw3_protein	6nw3_ligand	681.281006	76.870337	886.272949	18625.197266	18148.908203
6nxz_protein	6nxz_ligand	158.226883	58.790169	269.138336	11567.698242	11520.382812
6o0k_protein	6o0k_ligand	615.443604	60.072038	1024.509277	9123.376953	8916.999023
6nwl_protein	6nwl_ligand	405.471527	84.594970	479.309265	14551.643555	14220.009766
6ny0_protein	6ny0_ligand	162.731339	59.921760	271.573029	11987.331055	11933.441406
6o0m_protein	6o0m_ligand	610.478577	59.489901	1026.188599	9085.358398	8890.589844
6nyv_protein	6nyv_ligand	318.780121	58.728573	542.802429	16162.558594	16067.800781
6o0o_protein	6o0o_ligand	471.965454	54.709157	862.680908	9304.361328	9223.111328
6o0p_protein	6o0p_ligand	613.911133	59.904156	1024.822266	9244.172852	9041.172852
6o5a_protein	6o5a_ligand	774.380066	75.342157	1027.817749	11556.395508	11035.453125
6o5x_protein	6o5x_ligand	799.648743	72.073487	1109.490845	11672.186523	11182.379883
6o5u_protein	6o5u_ligand	398.969788	64.824435	615.462036	13742.881836	13560.404297
6o48_protein	6o48_ligand	766.099792	66.338276	1154.838257	11197.068359	10819.707031
6o9c_protein	6o9c_ligand	816.680054	63.983613	1276.389404	22549.351562	22192.380859
6o94_protein	6o94_ligand	507.770691	78.049339	650.576538	16430.472656	16065.507812
6olx_protein	6olx_ligand	376.998199	67.968707	554.664368	11879.578125	11680.246094
6oja_protein	6oja_ligand	210.726974	74.837357	281.579926	12512.629883	12372.755859
6o95_protein	6o95_ligand	411.373260	74.490215	552.251404	16594.234375	16323.739258
6oqb_protein	6oqb_ligand	494.925110	68.463562	722.902954	9817.247070	9550.299805
6oqc_protein	6oqc_ligand	493.410522	70.241182	702.451904	9454.528320	9170.159180
6oqd_protein	6oqd_ligand	487.075928	69.447943	701.354004	9947.966797	9675.168945
6orr_protein	6orr_ligand	601.013397	82.916444	724.842224	13940.257812	13463.073242
6om8_protein	6om8_ligand	493.987885	76.685124	644.176941	24472.468750	24128.669922
6ooy_protein	6ooy_ligand	338.740219	77.309342	438.162079	21176.302734	20936.984375
6otg_protein	6otg_ligand	568.033142	75.592780	751.438354	11030.554688	10645.926758
6p9e_protein	6p9e_ligand	373.496460	56.663168	659.152100	8617.699219	8529.858398
6p5o_protein	6p5o_ligand	221.113785	69.180177	319.620148	30104.054688	29981.447266
6p3v_protein	6p3v_ligand	347.987366	69.292407	502.201294	41685.035156	41491.261719
6p8a_protein	6p8a_ligand	414.962036	65.336470	635.115479	45717.183594	45522.375000
6ouv_protein	6ouv_ligand	518.939789	77.246455	671.797546	46890.835938	46524.753906
6p3t_protein	6p3t_ligand	359.015808	69.099070	519.566772	60445.796875	60247.332031
6p83_protein	6p83_ligand	352.966339	62.989823	560.354553	45480.179688	45334.601562
6p84_protein	6p84_ligand	335.149689	62.434813	536.799377	45791.351562	45657.851562
6p85_protein	6p85_ligand	329.964249	65.422095	504.362091	45623.460938	45467.894531
6pg3_protein	6pg3_ligand	219.931885	67.014395	328.186035	13577.303711	13465.625977
6p87_protein	6p87_ligand	377.896484	67.160143	562.679688	46061.542969	45868.429688
6p86_protein	6p86_ligand	399.633148	63.054143	633.793640	46308.066406	46142.593750
6p88_protein	6p88_ligand	361.021423	67.351813	536.023315	45877.886719	45691.867188
6pg4_protein	6pg4_ligand	184.013794	75.092630	245.049072	13831.692383	13708.713867
6p89_protein	6p89_ligand	354.365967	63.878779	554.747559	45834.613281	45680.628906
6pg5_protein	6pg5_ligand	335.227844	62.882821	533.099243	13594.804688	13457.448242
6pg6_protein	6pg6_ligand	276.831726	69.138999	400.398804	13624.889648	13471.625000
6pg7_protein	6pg7_ligand	317.529099	71.761537	442.478119	13989.280273	13796.700195
6pg8_protein	6pg8_ligand	285.781296	70.931333	402.898529	13584.077148	13415.413086
6pg9_protein	6pg9_ligand	308.736496	64.713723	477.080414	13821.405273	13681.012695
6pga_protein	6pga_ligand	284.783340	69.149824	411.835236	13787.300781	13629.569336
6pgb_protein	6pgb_ligand	323.245697	64.266030	502.980652	13794.707031	13651.196289
6pgc_protein	6pgc_ligand	351.348206	66.026640	532.130981	13600.426758	13429.861328
6pge_protein	6pge_ligand	263.799637	69.889077	377.454742	13642.685547	13492.541016
6pi5_protein	6pi5_ligand	186.821381	74.036431	252.337097	16222.546875	16101.241211
6pi6_protein	6pi6_ligand	285.367065	76.206886	374.463623	16066.851562	15870.581055
6poi_protein	6poi_ligand	275.782700	65.023475	424.127899	10808.943359	10681.505859
6pl1_protein	6pl1_ligand	491.593964	74.811763	657.107849	17480.625000	17154.544922
6phx_protein	6phx_ligand	387.610199	63.088391	614.392273	32920.207031	32759.378906
6prf_protein	6prf_ligand	603.057251	71.056959	848.695557	11670.951172	11313.532227
6plf_protein	6plf_ligand	367.768250	56.940453	645.882202	29336.488281	29246.833984
6pve_protein	6pve_ligand	617.222656	82.139989	751.427734	13669.046875	13186.029297
6pvv_protein	6pvv_ligand	285.861511	46.080684	620.349976	7203.432617	7252.059570
6pvw_protein	6pvw_ligand	270.242950	45.608628	592.525940	7273.497559	7325.537598
6pu3_protein	6pu3_ligand	328.199188	60.354359	543.787048	25133.589844	25020.978516
6pvz_protein	6pvz_ligand	281.519653	64.282457	437.941650	10792.611328	10667.513672
6q3y_protein	6q3y_ligand	349.833099	45.910198	761.994324	8389.567383	8451.895508
6ppy_protein	6ppy_ligand	378.110367	79.144946	477.744171	31202.785156	30924.308594
6q3q_protein	6q3q_ligand	498.132935	44.316019	1124.047119	14292.245117	14420.026367
6py0_protein	6py0_ligand	384.583496	72.641492	529.426758	18372.291016	18132.550781
6q3z_protein	6q3z_ligand	374.297028	47.748045	783.900208	8004.167480	8039.473633
6q4e_protein	6q4e_ligand	195.461990	69.515420	281.177887	16684.703125	16574.957031
