Receptor	Ligand	DSX_Score_pK	PCS	tors_score	sas_score	hb_scor
5zym_protein	5zym_ligand	-121.246	-0.195	0.000	0.000	0.000	
5zo8_protein	5zo8_ligand	-152.579	-0.213	0.000	0.000	0.000	
5zaf_protein	5zaf_ligand	-100.331	-0.164	0.000	0.000	0.000	
5y12_protein	5y12_ligand	-89.055	-0.178	0.000	0.000	0.000	
5zhl_protein	5zhl_ligand	-135.134	-0.181	0.000	0.000	0.000	
6abx_protein	6abx_ligand	-53.835	-0.120	0.000	0.000	0.000	
5zw6_protein	5zw6_ligand	-157.238	-0.186	0.000	0.000	0.000	
5zkc_protein	5zkc_ligand	-135.703	-0.197	0.000	0.000	0.000	
6aro_protein	6aro_ligand	-88.068	-0.183	0.000	0.000	0.000	
5zyl_protein	5zyl_ligand	-129.860	-0.205	0.000	0.000	0.000	
6ayi_protein	6ayi_ligand	-119.309	-0.193	0.000	0.000	0.000	
6ajz_protein	6ajz_ligand	-86.739	-0.217	0.000	0.000	0.000	
6ajy_protein	6ajy_ligand	-67.774	-0.163	0.000	0.000	0.000	
6ayq_protein	6ayq_ligand	-130.339	-0.185	0.000	0.000	0.000	
6as8_protein	6as8_ligand	-105.040	-0.175	0.000	0.000	0.000	
6ajv_protein	6ajv_ligand	-64.103	-0.157	0.000	0.000	0.000	
6ayt_protein	6ayt_ligand	-130.374	-0.160	0.000	0.000	0.000	
6b1k_protein	6b1k_ligand	-107.139	-0.170	0.000	0.000	0.000	
6aqs_protein	6aqs_ligand	-90.212	-0.157	0.000	0.000	0.000	
6arm_protein	6arm_ligand	-87.317	-0.183	0.000	0.000	0.000	
6bbx_protein	6bbx_ligand	-115.882	-0.142	0.000	0.000	0.000	
6ays_protein	6ays_ligand	-141.022	-0.175	0.000	0.000	0.000	
6b7a_protein	6b7a_ligand	-50.515	-0.155	0.000	0.000	0.000	
6b4u_protein	6b4u_ligand	-154.902	-0.211	0.000	0.000	0.000	
6ajr_protein	6ajr_ligand	-54.439	-0.178	0.000	0.000	0.000	
6ayo_protein	6ayo_ligand	-125.492	-0.178	0.000	0.000	0.000	
6aox_protein	6aox_ligand	-86.205	-0.177	0.000	0.000	0.000	
6arn_protein	6arn_ligand	-87.270	-0.183	0.000	0.000	0.000	
6b5q_protein	6b5q_ligand	-204.495	-0.203	0.000	0.000	0.000	
6ayr_protein	6ayr_ligand	-131.571	-0.171	0.000	0.000	0.000	
6cbf_protein	6cbf_ligand	-111.843	-0.191	0.000	0.000	0.000	
6c7q_protein	6c7q_ligand	-105.250	-0.196	0.000	0.000	0.000	
6bhv_protein	6bhv_ligand	-177.170	-0.175	0.000	0.000	0.000	
6c0s_protein	6c0s_ligand	-223.355	-0.198	0.000	0.000	0.000	
6b4l_protein	6b4l_ligand	-130.811	-0.211	0.000	0.000	0.000	
6b7b_protein	6b7b_ligand	-50.810	-0.185	0.000	0.000	0.000	
6bdy_protein	6bdy_ligand	-107.787	-0.164	0.000	0.000	0.000	
6bm5_protein	6bm5_ligand	-114.390	-0.173	0.000	0.000	0.000	
6c9s_protein	6c9s_ligand	-170.496	-0.190	0.000	0.000	0.000	
6c85_protein	6c85_ligand	-23.886	-0.135	0.000	0.000	0.000	
6bm6_protein	6bm6_ligand	-110.724	-0.173	0.000	0.000	0.000	
6c2r_protein	6c2r_ligand	-145.887	-0.212	0.000	0.000	0.000	
6c9v_protein	6c9v_ligand	-184.293	-0.216	0.000	0.000	0.000	
6cbg_protein	6cbg_ligand	-82.678	-0.169	0.000	0.000	0.000	
6bs4_protein	6bs4_ligand	-136.508	-0.194	0.000	0.000	0.000	
6cdj_protein	6cdj_ligand	-229.589	-0.202	0.000	0.000	0.000	
6bs3_protein	6bs3_ligand	-110.191	-0.178	0.000	0.000	0.000	
6cdo_protein	6cdo_ligand	-187.425	-0.225	0.000	0.000	0.000	
6cdl_protein	6cdl_ligand	-229.528	-0.200	0.000	0.000	0.000	
6ckr_protein	6ckr_ligand	-112.963	-0.208	0.000	0.000	0.000	
6cjr_protein	6cjr_ligand	-151.229	-0.192	0.000	0.000	0.000	
6cks_protein	6cks_ligand	-124.950	-0.202	0.000	0.000	0.000	
6cdp_protein	6cdp_ligand	-207.297	-0.216	0.000	0.000	0.000	
6chp_protein	6chp_ligand	-146.189	-0.193	0.000	0.000	0.000	
6cjs_protein	6cjs_ligand	-144.274	-0.204	0.000	0.000	0.000	
6ckw_protein	6ckw_ligand	-156.478	-0.188	0.000	0.000	0.000	
6cvv_protein	6cvv_ligand	-55.270	-0.111	0.000	0.000	0.000	
6cq1_protein	6cq1_ligand	-124.006	-0.188	0.000	0.000	0.000	
6cpw_protein	6cpw_ligand	-239.380	-0.205	0.000	0.000	0.000	
6cwh_protein	6cwh_ligand	-116.391	-0.200	0.000	0.000	0.000	
6czb_protein	6czb_ligand	-49.741	-0.121	0.000	0.000	0.000	
6cze_protein	6cze_ligand	-54.107	-0.121	0.000	0.000	0.000	
6cfc_protein	6cfc_ligand	-141.173	-0.197	0.000	0.000	0.000	
6cn5_protein	6cn5_ligand	-191.348	-0.211	0.000	0.000	0.000	
6czf_protein	6czf_ligand	-96.815	-0.177	0.000	0.000	0.000	
6d18_protein	6d18_ligand	-63.547	-0.147	0.000	0.000	0.000	
6d9x_protein	6d9x_ligand	-94.891	-0.205	0.000	0.000	0.000	
6d9s_protein	6d9s_ligand	-110.538	-0.170	0.000	0.000	0.000	
6d19_protein	6d19_ligand	-61.572	-0.145	0.000	0.000	0.000	
6cvf_protein	6cvf_ligand	-86.803	-0.160	0.000	0.000	0.000	
6d17_protein	6d17_ligand	-67.870	-0.150	0.000	0.000	0.000	
6d5e_protein	6d5e_ligand	-145.611	-0.209	0.000	0.000	0.000	
6d15_protein	6d15_ligand	-57.230	-0.148	0.000	0.000	0.000	
6dai_protein	6dai_ligand	-103.433	-0.198	0.000	0.000	0.000	
6dak_protein	6dak_ligand	-128.036	-0.199	0.000	0.000	0.000	
6d5g_protein	6d5g_ligand	-140.084	-0.197	0.000	0.000	0.000	
6d55_protein	6d55_ligand	-150.970	-0.209	0.000	0.000	0.000	
6cwn_protein	6cwn_ligand	-131.364	-0.219	0.000	0.000	0.000	
6dar_protein	6dar_ligand	-152.124	-0.197	0.000	0.000	0.000	
6d78_protein	6d78_ligand	-286.308	-0.206	0.000	0.000	0.000	
6det_protein	6det_ligand	-91.299	-0.200	0.000	0.000	0.000	
6d5h_protein	6d5h_ligand	-152.402	-0.206	0.000	0.000	0.000	
6czc_protein	6czc_ligand	-84.699	-0.157	0.000	0.000	0.000	
6d16_protein	6d16_ligand	-62.658	-0.147	0.000	0.000	0.000	
6d5j_protein	6d5j_ligand	-126.184	-0.197	0.000	0.000	0.000	
6dgr_protein	6dgr_ligand	-94.477	-0.161	0.000	0.000	0.000	
6d50_protein	6d50_ligand	-65.011	-0.145	0.000	0.000	0.000	
6d3q_protein	6d3q_ligand	-64.971	-0.150	0.000	0.000	0.000	
6dgl_protein	6dgl_ligand	-143.146	-0.186	0.000	0.000	0.000	
6dif_protein	6dif_ligand	-201.392	-0.200	0.000	0.000	0.000	
6dh2_protein	6dh2_ligand	-188.064	-0.196	0.000	0.000	0.000	
6dpy_protein	6dpy_ligand	-85.963	-0.162	0.000	0.000	0.000	
6dj2_protein	6dj2_ligand	-234.396	-0.217	0.000	0.000	0.000	
6d56_protein	6d56_ligand	-154.557	-0.199	0.000	0.000	0.000	
6dpt_protein	6dpt_ligand	-92.210	-0.173	0.000	0.000	0.000	
6dl2_protein	6dl2_ligand	-88.200	-0.211	0.000	0.000	0.000	
6dpx_protein	6dpx_ligand	-87.244	-0.173	0.000	0.000	0.000	
6dy7_protein	6dy7_ligand	-89.796	-0.185	0.000	0.000	0.000	
6dh6_protein	6dh6_ligand	-182.688	-0.198	0.000	0.000	0.000	
6dh7_protein	6dh7_ligand	-185.345	-0.198	0.000	0.000	0.000	
6dh1_protein	6dh1_ligand	-177.646	-0.191	0.000	0.000	0.000	
6dh8_protein	6dh8_ligand	-191.030	-0.208	0.000	0.000	0.000	
6dj7_protein	6dj7_ligand	-177.349	-0.182	0.000	0.000	0.000	
6dyr_protein	6dyr_ligand	-87.546	-0.211	0.000	0.000	0.000	
6dyw_protein	6dyw_ligand	-163.556	-0.184	0.000	0.000	0.000	
6dys_protein	6dys_ligand	-93.145	-0.211	0.000	0.000	0.000	
6dyn_protein	6dyn_ligand	-40.423	-0.211	0.000	0.000	0.000	
6dpz_protein	6dpz_ligand	-74.784	-0.166	0.000	0.000	0.000	
6dyv_protein	6dyv_ligand	-134.490	-0.172	0.000	0.000	0.000	
6dq4_protein	6dq4_ligand	-105.768	-0.176	0.000	0.000	0.000	
6dz0_protein	6dz0_ligand	-129.595	-0.171	0.000	0.000	0.000	
6dyz_protein	6dyz_ligand	-123.680	-0.177	0.000	0.000	0.000	
6e5t_protein	6e5t_ligand	-108.847	-0.239	0.000	0.000	0.000	
6dil_protein	6dil_ligand	-194.435	-0.197	0.000	0.000	0.000	
6dj1_protein	6dj1_ligand	-232.220	-0.211	0.000	0.000	0.000	
6e6m_protein	6e6m_ligand	-113.969	-0.234	0.000	0.000	0.000	
6e7j_protein	6e7j_ligand	-200.051	-0.202	0.000	0.000	0.000	
6dz2_protein	6dz2_ligand	-164.349	-0.201	0.000	0.000	0.000	
6dj5_protein	6dj5_ligand	-197.972	-0.199	0.000	0.000	0.000	
6e5l_protein	6e5l_ligand	-123.267	-0.233	0.000	0.000	0.000	
6dyy_protein	6dyy_ligand	-155.608	-0.182	0.000	0.000	0.000	
6e4a_protein	6e4a_ligand	-105.962	-0.210	0.000	0.000	0.000	
6e1z_protein	6e1z_ligand	-83.713	-0.186	0.000	0.000	0.000	
6dz3_protein	6dz3_ligand	-141.533	-0.188	0.000	0.000	0.000	
6dzx_protein	6dzx_ligand	-56.586	-0.159	0.000	0.000	0.000	
6e1y_protein	6e1y_ligand	-133.314	-0.197	0.000	0.000	0.000	
6e9a_protein	6e9a_ligand	-200.266	-0.206	0.000	0.000	0.000	
6eiq_protein	6eiq_ligand	-126.607	-0.212	0.000	0.000	0.000	
6e23_protein	6e23_ligand	-175.460	-0.195	0.000	0.000	0.000	
6ei5_protein	6ei5_ligand	-115.406	-0.185	0.000	0.000	0.000	
6e7t_protein	6e7t_ligand	-161.005	-0.179	0.000	0.000	0.000	
6eir_protein	6eir_ligand	-120.864	-0.196	0.000	0.000	0.000	
6el5_protein	6el5_ligand	-115.570	-0.181	0.000	0.000	0.000	
6eif_protein	6eif_ligand	-88.095	-0.174	0.000	0.000	0.000	
6e7r_protein	6e7r_ligand	-142.088	-0.168	0.000	0.000	0.000	
6ej2_protein	6ej2_ligand	-123.853	-0.212	0.000	0.000	0.000	
6eog_protein	6eog_ligand	-100.568	-0.171	0.000	0.000	0.000	
6eln_protein	6eln_ligand	-107.193	-0.188	0.000	0.000	0.000	
6elo_protein	6elo_ligand	-110.844	-0.184	0.000	0.000	0.000	
6eiz_protein	6eiz_ligand	-64.047	-0.209	0.000	0.000	0.000	
6e22_protein	6e22_ligand	-123.261	-0.171	0.000	0.000	0.000	
6ep4_protein	6ep4_ligand	-81.313	-0.198	0.000	0.000	0.000	
6edr_protein	6edr_ligand	-68.369	-0.118	0.000	0.000	0.000	
6eol_protein	6eol_ligand	-92.560	-0.160	0.000	0.000	0.000	
6eij_protein	6eij_ligand	-124.296	-0.191	0.000	0.000	0.000	
6dyu_protein	6dyu_ligand	-130.641	-0.171	0.000	0.000	0.000	
6epa_protein	6epa_ligand	-84.464	-0.198	0.000	0.000	0.000	
6eqp_protein	6eqp_ligand	-94.441	-0.198	0.000	0.000	0.000	
6elp_protein	6elp_ligand	-113.089	-0.180	0.000	0.000	0.000	
6eis_protein	6eis_ligand	-133.361	-0.201	0.000	0.000	0.000	
6eq8_protein	6eq8_ligand	-108.874	-0.158	0.000	0.000	0.000	
6eq7_protein	6eq7_ligand	-75.014	-0.153	0.000	0.000	0.000	
6eq2_protein	6eq2_ligand	-52.756	-0.164	0.000	0.000	0.000	
6euw_protein	6euw_ligand	-126.045	-0.183	0.000	0.000	0.000	
6eux_protein	6eux_ligand	-104.043	-0.158	0.000	0.000	0.000	
6evn_protein	6evn_ligand	-113.463	-0.173	0.000	0.000	0.000	
6eq5_protein	6eq5_ligand	-48.383	-0.169	0.000	0.000	0.000	
6ej3_protein	6ej3_ligand	-119.331	-0.215	0.000	0.000	0.000	
6eqv_protein	6eqv_ligand	-194.011	-0.194	0.000	0.000	0.000	
6ey8_protein	6ey8_ligand	-118.368	-0.189	0.000	0.000	0.000	
6ekq_protein	6ekq_ligand	-73.816	-0.185	0.000	0.000	0.000	
6epz_protein	6epz_ligand	-113.074	-0.173	0.000	0.000	0.000	
6exs_protein	6exs_ligand	-95.126	-0.156	0.000	0.000	0.000	
6eqw_protein	6eqw_ligand	-209.195	-0.201	0.000	0.000	0.000	
6eqx_protein	6eqx_ligand	-228.145	-0.186	0.000	0.000	0.000	
6eq3_protein	6eq3_ligand	-81.907	-0.164	0.000	0.000	0.000	
6eyt_protein	6eyt_ligand	-144.381	-0.183	0.000	0.000	0.000	
6f1n_protein	6f1n_ligand	-129.446	-0.176	0.000	0.000	0.000	
6eyb_protein	6eyb_ligand	-125.146	-0.190	0.000	0.000	0.000	
6f20_protein	6f20_ligand	-66.144	-0.163	0.000	0.000	0.000	
6exi_protein	6exi_ligand	-91.797	-0.157	0.000	0.000	0.000	
6fa4_protein	6fa4_ligand	-118.003	-0.200	0.000	0.000	0.000	
6eq1_protein	6eq1_ligand	-211.559	-0.173	0.000	0.000	0.000	
6f05_protein	6f05_ligand	-81.087	-0.169	0.000	0.000	0.000	
6eya_protein	6eya_ligand	-130.250	-0.180	0.000	0.000	0.000	
6fba_protein	6fba_ligand	-69.062	-0.178	0.000	0.000	0.000	
6fcj_protein	6fcj_ligand	-88.112	-0.184	0.000	0.000	0.000	
6ey9_protein	6ey9_ligand	-128.292	-0.191	0.000	0.000	0.000	
6fgg_protein	6fgg_ligand	-73.523	-0.225	0.000	0.000	0.000	
6f9g_protein	6f9g_ligand	-46.677	-0.200	0.000	0.000	0.000	
6faa_protein	6faa_ligand	-101.336	-0.164	0.000	0.000	0.000	
6fhk_protein	6fhk_ligand	-132.946	-0.155	0.000	0.000	0.000	
6ezq_protein	6ezq_ligand	-123.055	-0.175	0.000	0.000	0.000	
6f90_protein	6f90_ligand	-62.818	-0.145	0.000	0.000	0.000	
6fs1_protein	6fs1_ligand	-168.451	-0.215	0.000	0.000	0.000	
6fmj_protein	6fmj_ligand	-133.551	-0.214	0.000	0.000	0.000	
6fnr_protein	6fnr_ligand	-50.632	-0.156	0.000	0.000	0.000	
6fnq_protein	6fnq_ligand	-71.835	-0.180	0.000	0.000	0.000	
6fni_protein	6fni_ligand	-210.268	-0.194	0.000	0.000	0.000	
6f92_protein	6f92_ligand	-64.829	-0.156	0.000	0.000	0.000	
6fs0_protein	6fs0_ligand	-177.548	-0.216	0.000	0.000	0.000	
6fuj_protein	6fuj_ligand	-100.764	-0.198	0.000	0.000	0.000	
6exj_protein	6exj_ligand	-188.355	-0.220	0.000	0.000	0.000	
6fuh_protein	6fuh_ligand	-139.295	-0.190	0.000	0.000	0.000	
6fsy_protein	6fsy_ligand	-83.123	-0.195	0.000	0.000	0.000	
6fui_protein	6fui_ligand	-150.368	-0.187	0.000	0.000	0.000	
6fo5_protein	6fo5_ligand	-121.639	-0.217	0.000	0.000	0.000	
6ftf_protein	6ftf_ligand	-134.298	-0.197	0.000	0.000	0.000	
6g0z_protein	6g0z_ligand	-134.866	-0.188	0.000	0.000	0.000	
6g2o_protein	6g2o_ligand	-111.551	-0.168	0.000	0.000	0.000	
6g2f_protein	6g2f_ligand	-106.956	-0.170	0.000	0.000	0.000	
6fnj_protein	6fnj_ligand	-194.471	-0.197	0.000	0.000	0.000	
6g2c_protein	6g2c_ligand	-92.131	-0.176	0.000	0.000	0.000	
6g2e_protein	6g2e_ligand	-91.079	-0.170	0.000	0.000	0.000	
6fz4_protein	6fz4_ligand	-76.154	-0.144	0.000	0.000	0.000	
6g2r_protein	6g2r_ligand	-105.337	-0.181	0.000	0.000	0.000	
6g3a_protein	6g3a_ligand	-90.167	-0.192	0.000	0.000	0.000	
6g25_protein	6g25_ligand	-89.693	-0.173	0.000	0.000	0.000	
6g9i_protein	6g9i_ligand	-77.275	-0.230	0.000	0.000	0.000	
6g2s_protein	6g2s_ligand	-105.252	-0.189	0.000	0.000	0.000	
6fmc_protein	6fmc_ligand	-92.896	-0.193	0.000	0.000	0.000	
6fng_protein	6fng_ligand	-194.357	-0.196	0.000	0.000	0.000	
6g24_protein	6g24_ligand	-68.646	-0.172	0.000	0.000	0.000	
6g14_protein	6g14_ligand	-144.125	-0.195	0.000	0.000	0.000	
6g29_protein	6g29_ligand	-91.929	-0.178	0.000	0.000	0.000	
6gf9_protein	6gf9_ligand	-76.795	-0.226	0.000	0.000	0.000	
6g2m_protein	6g2m_ligand	-160.049	-0.198	0.000	0.000	0.000	
6g2l_protein	6g2l_ligand	-158.850	-0.195	0.000	0.000	0.000	
6ftz_protein	6ftz_ligand	-104.913	-0.178	0.000	0.000	0.000	
6g39_protein	6g39_ligand	-90.775	-0.194	0.000	0.000	0.000	
6g34_protein	6g34_ligand	-89.335	-0.194	0.000	0.000	0.000	
6ghh_protein	6ghh_ligand	-62.552	-0.212	0.000	0.000	0.000	
6gfs_protein	6gfs_ligand	-72.517	-0.236	0.000	0.000	0.000	
6g38_protein	6g38_ligand	-88.598	-0.193	0.000	0.000	0.000	
6gfz_protein	6gfz_ligand	-150.201	-0.209	0.000	0.000	0.000	
6gj6_protein	6gj6_ligand	-110.971	-0.206	0.000	0.000	0.000	
6g9x_protein	6g9x_ligand	-31.966	-0.133	0.000	0.000	0.000	
6g27_protein	6g27_ligand	-97.743	-0.193	0.000	0.000	0.000	
6gjj_protein	6gjj_ligand	-94.998	-0.206	0.000	0.000	0.000	
6ge7_protein	6ge7_ligand	-79.434	-0.205	0.000	0.000	0.000	
6gjr_protein	6gjr_ligand	-109.806	-0.188	0.000	0.000	0.000	
6gjn_protein	6gjn_ligand	-143.753	-0.200	0.000	0.000	0.000	
6fh3_protein	6fh3_ligand	-70.078	-0.177	0.000	0.000	0.000	
6ftp_protein	6ftp_ligand	-115.271	-0.138	0.000	0.000	0.000	
6fnf_protein	6fnf_ligand	-196.921	-0.190	0.000	0.000	0.000	
6g37_protein	6g37_ligand	-95.076	-0.191	0.000	0.000	0.000	
6g2b_protein	6g2b_ligand	-84.093	-0.169	0.000	0.000	0.000	
6gjl_protein	6gjl_ligand	-93.130	-0.177	0.000	0.000	0.000	
6glb_protein	6glb_ligand	-138.775	-0.227	0.000	0.000	0.000	
6gl9_protein	6gl9_ligand	-138.410	-0.220	0.000	0.000	0.000	
6gjm_protein	6gjm_ligand	-95.793	-0.198	0.000	0.000	0.000	
6ghj_protein	6ghj_ligand	-70.743	-0.137	0.000	0.000	0.000	
6gji_protein	6gji_ligand	-94.429	-0.194	0.000	0.000	0.000	
6gg4_protein	6gg4_ligand	-75.732	-0.179	0.000	0.000	0.000	
6guh_protein	6guh_ligand	-121.216	-0.183	0.000	0.000	0.000	
6gl8_protein	6gl8_ligand	-165.230	-0.199	0.000	0.000	0.000	
6gj8_protein	6gj8_ligand	-123.464	-0.225	0.000	0.000	0.000	
6gnp_protein	6gnp_ligand	-26.020	-0.170	0.000	0.000	0.000	
6guk_protein	6guk_ligand	-123.616	-0.204	0.000	0.000	0.000	
6gnw_protein	6gnw_ligand	-50.629	-0.146	0.000	0.000	0.000	
6gnm_protein	6gnm_ligand	-65.572	-0.168	0.000	0.000	0.000	
6gue_protein	6gue_ligand	-120.848	-0.185	0.000	0.000	0.000	
6gvf_protein	6gvf_ligand	-82.576	-0.159	0.000	0.000	0.000	
6gnr_protein	6gnr_ligand	-57.573	-0.159	0.000	0.000	0.000	
6h8s_protein	6h8s_ligand	-84.406	-0.197	0.000	0.000	0.000	
6gwr_protein	6gwr_ligand	-188.991	-0.189	0.000	0.000	0.000	
6gw4_protein	6gw4_ligand	-118.086	-0.247	0.000	0.000	0.000	
6gzd_protein	6gzd_ligand	-111.899	-0.213	0.000	0.000	0.000	
6h2t_protein	6h2t_ligand	-75.300	-0.181	0.000	0.000	0.000	
6h1u_protein	6h1u_ligand	-63.685	-0.169	0.000	0.000	0.000	
6hai_protein	6hai_ligand	-267.801	-0.181	0.000	0.000	0.000	
6gxg_protein	6gxg_ligand	-60.503	-0.176	0.000	0.000	0.000	
6gvz_protein	6gvz_ligand	-123.121	-0.257	0.000	0.000	0.000	
6hh3_protein	6hh3_ligand	-169.455	-0.186	0.000	0.000	0.000	
6h1d_protein	6h1d_ligand	-177.256	-0.207	0.000	0.000	0.000	
6hay_protein	6hay_ligand	-291.543	-0.198	0.000	0.000	0.000	
6hgr_protein	6hgr_ligand	-100.486	-0.190	0.000	0.000	0.000	
6hhr_protein	6hhr_ligand	-97.354	-0.178	0.000	0.000	0.000	
6guc_protein	6guc_ligand	-104.053	-0.216	0.000	0.000	0.000	
6gwe_protein	6gwe_ligand	-167.010	-0.181	0.000	0.000	0.000	
6hk3_protein	6hk3_ligand	-120.137	-0.192	0.000	0.000	0.000	
6hk4_protein	6hk4_ligand	-116.723	-0.184	0.000	0.000	0.000	
6gzm_protein	6gzm_ligand	-120.301	-0.219	0.000	0.000	0.000	
6hh5_protein	6hh5_ligand	-157.900	-0.185	0.000	0.000	0.000	
6gon_protein	6gon_ligand	-92.953	-0.177	0.000	0.000	0.000	
6hmg_protein	6hmg_ligand	-99.922	-0.201	0.000	0.000	0.000	
6hax_protein	6hax_ligand	-283.244	-0.207	0.000	0.000	0.000	
6gla_protein	6gla_ligand	-134.431	-0.216	0.000	0.000	0.000	
6hni_protein	6hni_ligand	-79.601	-0.146	0.000	0.000	0.000	
6hgi_protein	6hgi_ligand	-120.184	-0.221	0.000	0.000	0.000	
6hly_protein	6hly_ligand	-109.897	-0.192	0.000	0.000	0.000	
6hq7_protein	6hq7_ligand	-139.913	-0.198	0.000	0.000	0.000	
6hr2_protein	6hr2_ligand	-283.278	-0.198	0.000	0.000	0.000	
6ht1_protein	6ht1_ligand	-123.726	-0.179	0.000	0.000	0.000	
6i8m_protein	6i8m_ligand	-130.929	-0.197	0.000	0.000	0.000	
6hm1_protein	6hm1_ligand	-119.928	-0.160	0.000	0.000	0.000	
6i5g_protein	6i5g_ligand	-104.918	-0.200	0.000	0.000	0.000	
6hza_protein	6hza_ligand	-218.848	-0.188	0.000	0.000	0.000	
6i8t_protein	6i8t_ligand	-114.718	-0.184	0.000	0.000	0.000	
6hzy_protein	6hzy_ligand	-75.476	-0.158	0.000	0.000	0.000	
6hgf_protein	6hgf_ligand	-126.879	-0.222	0.000	0.000	0.000	
6hoq_protein	6hoq_ligand	-71.352	-0.185	0.000	0.000	0.000	
6i11_protein	6i11_ligand	-131.746	-0.217	0.000	0.000	0.000	
6hgs_protein	6hgs_ligand	-116.122	-0.198	0.000	0.000	0.000	
6i14_protein	6i14_ligand	-142.294	-0.219	0.000	0.000	0.000	
6hzb_protein	6hzb_ligand	-209.684	-0.192	0.000	0.000	0.000	
6i13_protein	6i13_ligand	-134.393	-0.218	0.000	0.000	0.000	
6i12_protein	6i12_ligand	-135.719	-0.216	0.000	0.000	0.000	
6i17_protein	6i17_ligand	-156.554	-0.211	0.000	0.000	0.000	
6i61_protein	6i61_ligand	-107.116	-0.212	0.000	0.000	0.000	
6i8y_protein	6i8y_ligand	-95.566	-0.190	0.000	0.000	0.000	
6idb_protein	6idb_ligand	-93.179	-0.179	0.000	0.000	0.000	
6i65_protein	6i65_ligand	-64.222	-0.204	0.000	0.000	0.000	
6hgg_protein	6hgg_ligand	-120.873	-0.212	0.000	0.000	0.000	
6hpw_protein	6hpw_ligand	-126.403	-0.182	0.000	0.000	0.000	
6i0z_protein	6i0z_ligand	-69.801	-0.196	0.000	0.000	0.000	
6iht_protein	6iht_ligand	-49.230	-0.102	0.000	0.000	0.000	
6i64_protein	6i64_ligand	-94.219	-0.203	0.000	0.000	0.000	
6iez_protein	6iez_ligand	-130.226	-0.201	0.000	0.000	0.000	
6if0_protein	6if0_ligand	-136.128	-0.202	0.000	0.000	0.000	
6ift_protein	6ift_ligand	-203.948	-0.201	0.000	0.000	0.000	
6ibk_protein	6ibk_ligand	-59.270	-0.132	0.000	0.000	0.000	
6idg_protein	6idg_ligand	-129.377	-0.182	0.000	0.000	0.000	
6j0g_protein	6j0g_ligand	-57.039	-0.175	0.000	0.000	0.000	
6j1l_protein	6j1l_ligand	-164.602	-0.179	0.000	0.000	0.000	
6j3p_protein	6j3p_ligand	-128.241	-0.212	0.000	0.000	0.000	
6ior_protein	6ior_ligand	-61.331	-0.174	0.000	0.000	0.000	
6ios_protein	6ios_ligand	-65.991	-0.212	0.000	0.000	0.000	
6i63_protein	6i63_ligand	-102.418	-0.212	0.000	0.000	0.000	
6i62_protein	6i62_ligand	-95.800	-0.177	0.000	0.000	0.000	
6j0o_protein	6j0o_ligand	-112.316	-0.175	0.000	0.000	0.000	
6j9y_protein	6j9y_ligand	-142.867	-0.187	0.000	0.000	0.000	
6im4_protein	6im4_ligand	-156.345	-0.192	0.000	0.000	0.000	
6i67_protein	6i67_ligand	-72.523	-0.213	0.000	0.000	0.000	
6i66_protein	6i66_ligand	-67.896	-0.203	0.000	0.000	0.000	
6jad_protein	6jad_ligand	-149.144	-0.197	0.000	0.000	0.000	
6j9w_protein	6j9w_ligand	-142.910	-0.188	0.000	0.000	0.000	
6jag_protein	6jag_ligand	-149.564	-0.200	0.000	0.000	0.000	
6iou_protein	6iou_ligand	-54.486	-0.183	0.000	0.000	0.000	
6jan_protein	6jan_ligand	-138.655	-0.187	0.000	0.000	0.000	
6jao_protein	6jao_ligand	-143.231	-0.198	0.000	0.000	0.000	
6ixd_protein	6ixd_ligand	-252.583	-0.203	0.000	0.000	0.000	
6jay_protein	6jay_ligand	-75.331	-0.155	0.000	0.000	0.000	
6jam_protein	6jam_ligand	-136.674	-0.186	0.000	0.000	0.000	
6j72_protein	6j72_ligand	-163.286	-0.181	0.000	0.000	0.000	
6jaq_protein	6jaq_ligand	-71.685	-0.179	0.000	0.000	0.000	
6jb0_protein	6jb0_ligand	-116.636	-0.181	0.000	0.000	0.000	
6jap_protein	6jap_ligand	-143.223	-0.199	0.000	0.000	0.000	
6jbb_protein	6jbb_ligand	-126.348	-0.193	0.000	0.000	0.000	
6jdl_protein	6jdl_ligand	-113.259	-0.147	0.000	0.000	0.000	
6jof_protein	6jof_ligand	-123.127	-0.170	0.000	0.000	0.000	
6j3o_protein	6j3o_ligand	-97.285	-0.207	0.000	0.000	0.000	
6jon_protein	6jon_ligand	-115.721	-0.155	0.000	0.000	0.000	
6k04_protein	6k04_ligand	-109.471	-0.214	0.000	0.000	0.000	
6jfk_protein	6jfk_ligand	-152.001	-0.181	0.000	0.000	0.000	
6jtc_protein	6jtc_ligand	-59.162	-0.115	0.000	0.000	0.000	
6k3l_protein	6k3l_ligand	-92.950	-0.171	0.000	0.000	0.000	
6jdi_protein	6jdi_ligand	-122.413	-0.154	0.000	0.000	0.000	
6jav_protein	6jav_ligand	-67.643	-0.163	0.000	0.000	0.000	
6jbe_protein	6jbe_ligand	-64.007	-0.169	0.000	0.000	0.000	
6kjd_protein	6kjd_ligand	-147.787	-0.206	0.000	0.000	0.000	
6md0_protein	6md0_ligand	-102.940	-0.194	0.000	0.000	0.000	
6jb4_protein	6jb4_ligand	-124.360	-0.186	0.000	0.000	0.000	
6i18_protein	6i18_ligand	-150.545	-0.212	0.000	0.000	0.000	
6j7e_protein	6j7e_ligand	-102.049	-0.132	0.000	0.000	0.000	
