Receptor	Ligand	DV20_Score_pK
6bbx_protein	6bbx_ligand	7.430000
6b97_protein	6b97_ligand	7.470000
6bdy_protein	6bdy_ligand	5.420000
6b98_protein	6b98_ligand	4.060000
6bhv_protein	6bhv_ligand	7.570000
6bm5_protein	6bm5_ligand	5.160000
6bm6_protein	6bm6_ligand	5.090000
6c7q_protein	6c7q_ligand	6.700000
6c0s_protein	6c0s_ligand	8.650000
6c7w_protein	6c7w_ligand	5.390000
6c7x_protein	6c7x_ligand	5.050000
6c2r_protein	6c2r_ligand	7.440000
6bs3_protein	6bs3_ligand	6.470000
6bs4_protein	6bs4_ligand	6.100000
6cdj_protein	6cdj_ligand	8.790000
6cdl_protein	6cdl_ligand	8.950000
6cbg_protein	6cbg_ligand	5.790000
6cbf_protein	6cbf_ligand	6.940000
6c9s_protein	6c9s_ligand	8.550000
6c9v_protein	6c9v_ligand	7.170000
6ce6_protein	6ce6_ligand	4.860000
6ced_protein	6ced_ligand	5.190000
6c85_protein	6c85_ligand	2.240000
6cdo_protein	6cdo_ligand	7.020000
6cdp_protein	6cdp_ligand	6.980000
6cjr_protein	6cjr_ligand	9.170000
6cjv_protein	6cjv_ligand	2.770000
6ckr_protein	6ckr_ligand	6.800000
6cks_protein	6cks_ligand	6.170000
6cfc_protein	6cfc_ligand	5.630000
6cjs_protein	6cjs_ligand	7.370000
6cn5_protein	6cn5_ligand	10.640000
6cq1_protein	6cq1_ligand	5.340000
6cpa_protein	6cpa_ligand	6.790000
6cpw_protein	6cpw_ligand	9.770000
6csp_protein	6csp_ligand	4.920000
6chp_protein	6chp_ligand	7.770000
6csq_protein	6csq_ligand	5.910000
6csr_protein	6csr_ligand	5.180000
6css_protein	6css_ligand	4.180000
6cwn_protein	6cwn_ligand	7.310000
6cwh_protein	6cwh_ligand	6.850000
6cvf_protein	6cvf_ligand	5.190000
6ckw_protein	6ckw_ligand	8.520000
6cvv_protein	6cvv_ligand	4.460000
6czb_protein	6czb_ligand	3.300000
6czc_protein	6czc_ligand	5.410000
6d1a_protein	6d1a_ligand	2.960000
6cze_protein	6cze_ligand	3.530000
6d1b_protein	6d1b_ligand	3.070000
6d1d_protein	6d1d_ligand	3.200000
6d1g_protein	6d1g_ligand	3.080000
6d1h_protein	6d1h_ligand	3.100000
6d1i_protein	6d1i_ligand	3.050000
6d1j_protein	6d1j_ligand	2.680000
6d1k_protein	6d1k_ligand	3.060000
6d2o_protein	6d2o_ligand	-0.180000
6czf_protein	6czf_ligand	5.860000
6d15_protein	6d15_ligand	4.350000
6d9x_protein	6d9x_ligand	4.620000
6d16_protein	6d16_ligand	5.000000
6d3q_protein	6d3q_ligand	7.240000
6d17_protein	6d17_ligand	5.570000
6d18_protein	6d18_ligand	5.490000
6d5e_protein	6d5e_ligand	7.960000
6d5g_protein	6d5g_ligand	8.690000
6d19_protein	6d19_ligand	5.500000
6d5j_protein	6d5j_ligand	7.370000
6d5h_protein	6d5h_ligand	8.490000
6d9s_protein	6d9s_ligand	6.130000
6dai_protein	6dai_ligand	5.960000
6d50_protein	6d50_ligand	4.750000
6dak_protein	6dak_ligand	5.910000
6d55_protein	6d55_ligand	8.870000
6dar_protein	6dar_ligand	6.400000
6dd0_protein	6dd0_ligand	4.940000
6det_protein	6det_ligand	6.270000
6dgl_protein	6dgl_ligand	7.380000
6d56_protein	6d56_ligand	8.560000
6dh1_protein	6dh1_ligand	8.810000
6dgq_protein	6dgq_ligand	5.030000
6dh6_protein	6dh6_ligand	8.530000
6dh2_protein	6dh2_ligand	8.140000
6dh7_protein	6dh7_ligand	9.040000
6d78_protein	6d78_ligand	8.250000
6dgr_protein	6dgr_ligand	5.780000
6dif_protein	6dif_ligand	8.570000
6dh8_protein	6dh8_ligand	8.320000
6dl2_protein	6dl2_ligand	6.110000
6dil_protein	6dil_ligand	8.370000
6dj7_protein	6dj7_ligand	7.020000
6dj1_protein	6dj1_ligand	9.460000
6dj2_protein	6dj2_ligand	9.600000
6dj5_protein	6dj5_ligand	8.910000
6dpt_protein	6dpt_ligand	7.130000
6dpx_protein	6dpx_ligand	6.380000
6dpy_protein	6dpy_ligand	5.240000
6dpz_protein	6dpz_ligand	5.580000
6dy7_protein	6dy7_ligand	5.160000
6dsp_protein	6dsp_ligand	5.720000
6dq4_protein	6dq4_ligand	6.500000
6dyn_protein	6dyn_ligand	2.280000
6dys_protein	6dys_ligand	5.190000
6dyr_protein	6dyr_ligand	4.300000
6dyu_protein	6dyu_ligand	8.160000
6dyv_protein	6dyv_ligand	8.750000
6dyw_protein	6dyw_ligand	7.480000
6dyy_protein	6dyy_ligand	7.000000
6dzx_protein	6dzx_ligand	4.730000
6e4a_protein	6e4a_ligand	5.070000
6e5l_protein	6e5l_ligand	7.080000
6e5t_protein	6e5t_ligand	6.550000
6e1y_protein	6e1y_ligand	7.210000
6e1z_protein	6e1z_ligand	3.700000
6dz0_protein	6dz0_ligand	7.440000
6dyz_protein	6dyz_ligand	7.260000
6dz2_protein	6dz2_ligand	7.720000
6e6m_protein	6e6m_ligand	6.440000
6e7j_protein	6e7j_ligand	9.720000
6dz3_protein	6dz3_ligand	6.990000
6e9a_protein	6e9a_ligand	9.990000
6ebe_protein	6ebe_ligand	6.690000
6e22_protein	6e22_ligand	6.640000
6ecz_protein	6ecz_ligand	6.120000
6eeb_protein	6eeb_ligand	4.310000
6e23_protein	6e23_ligand	8.060000
6edr_protein	6edr_ligand	4.470000
6eeo_protein	6eeo_ligand	6.860000
6e7r_protein	6e7r_ligand	7.870000
6e7t_protein	6e7t_ligand	8.500000
6e7u_protein	6e7u_ligand	8.170000
6efj_protein	6efj_ligand	4.030000
6ei5_protein	6ei5_ligand	8.770000
6eif_protein	6eif_ligand	5.910000
6eij_protein	6eij_ligand	6.930000
6eiq_protein	6eiq_ligand	6.820000
6ekq_protein	6ekq_ligand	4.810000
6eiz_protein	6eiz_ligand	5.380000
6eed_protein	6eed_ligand	8.810000
6eis_protein	6eis_ligand	9.110000
6ej2_protein	6ej2_ligand	8.100000
6ej3_protein	6ej3_ligand	8.070000
6elo_protein	6elo_ligand	7.510000
6el5_protein	6el5_ligand	7.250000
6eln_protein	6eln_ligand	6.910000
6eog_protein	6eog_ligand	5.850000
6elp_protein	6elp_ligand	7.760000
6eol_protein	6eol_ligand	6.060000
6eir_protein	6eir_ligand	6.280000
6en5_protein	6en5_ligand	6.390000
6epa_protein	6epa_ligand	5.680000
6ep4_protein	6ep4_ligand	4.310000
6eq2_protein	6eq2_ligand	4.770000
6eq5_protein	6eq5_ligand	4.470000
6eq3_protein	6eq3_ligand	5.060000
6eq7_protein	6eq7_ligand	7.020000
6equ_protein	6equ_ligand	6.890000
6epy_protein	6epy_ligand	6.410000
6epz_protein	6epz_ligand	5.600000
6eqv_protein	6eqv_ligand	6.990000
6eq1_protein	6eq1_ligand	5.610000
6eqp_protein	6eqp_ligand	5.690000
6eqw_protein	6eqw_ligand	7.230000
6eq8_protein	6eq8_ligand	5.860000
6eqx_protein	6eqx_ligand	6.770000
6euw_protein	6euw_ligand	7.250000
6ets_protein	6ets_ligand	3.510000
6evn_protein	6evn_ligand	5.740000
6eux_protein	6eux_ligand	6.350000
6evr_protein	6evr_ligand	6.740000
6ex1_protein	6ex1_ligand	6.340000
6euc_protein	6euc_ligand	5.200000
6exj_protein	6exj_ligand	5.970000
6ey8_protein	6ey8_ligand	7.730000
6ey9_protein	6ey9_ligand	7.870000
6eya_protein	6eya_ligand	8.300000
6eyb_protein	6eyb_ligand	7.440000
6exs_protein	6exs_ligand	3.760000
6eyt_protein	6eyt_ligand	6.830000
6f1n_protein	6f1n_ligand	6.360000
6f05_protein	6f05_ligand	3.870000
6f3b_protein	6f3b_ligand	6.430000
6exi_protein	6exi_ligand	6.060000
6f9g_protein	6f9g_ligand	3.840000
6ezq_protein	6ezq_ligand	6.520000
6f20_protein	6f20_ligand	3.280000
6f1j_protein	6f1j_ligand	3.550000
6f28_protein	6f28_ligand	7.490000
6fa4_protein	6fa4_ligand	5.520000
6f9u_protein	6f9u_ligand	6.720000
6f9v_protein	6f9v_ligand	6.590000
6faf_protein	6faf_ligand	6.920000
6fag_protein	6fag_ligand	6.530000
6fcj_protein	6fcj_ligand	5.950000
6fgg_protein	6fgg_ligand	4.500000
6f90_protein	6f90_ligand	5.390000
6faa_protein	6faa_ligand	4.850000
6fe0_protein	6fe0_ligand	6.130000
6fhq_protein	6fhq_ligand	2.870000
6fe1_protein	6fe1_ligand	7.820000
6fhu_protein	6fhu_ligand	3.660000
6fhk_protein	6fhk_ligand	5.720000
6fba_protein	6fba_ligand	5.290000
6fmc_protein	6fmc_ligand	4.370000
6fh3_protein	6fh3_ligand	3.100000
6fmj_protein	6fmj_ligand	7.420000
6fnf_protein	6fnf_ligand	10.170000
6fng_protein	6fng_ligand	10.290000
6fni_protein	6fni_ligand	10.640000
6fnj_protein	6fnj_ligand	10.400000
6fnq_protein	6fnq_ligand	3.730000
6fo5_protein	6fo5_ligand	6.470000
6fnr_protein	6fnr_ligand	3.180000
6fsy_protein	6fsy_ligand	6.240000
6f92_protein	6f92_ligand	5.270000
6fs1_protein	6fs1_ligand	8.290000
6ftf_protein	6ftf_ligand	7.920000
6ftp_protein	6ftp_ligand	6.950000
6ftz_protein	6ftz_ligand	6.590000
6fuh_protein	6fuh_ligand	7.360000
6ftw_protein	6ftw_ligand	6.430000
6fs0_protein	6fs0_ligand	11.900000
6fui_protein	6fui_ligand	7.850000
6fuj_protein	6fuj_ligand	5.000000
6g2b_protein	6g2b_ligand	5.560000
6fyz_protein	6fyz_ligand	9.020000
6g2c_protein	6g2c_ligand	5.730000
6g2e_protein	6g2e_ligand	5.310000
6g2f_protein	6g2f_ligand	7.050000
6g0z_protein	6g0z_ligand	7.110000
6fz4_protein	6fz4_ligand	5.890000
6fv4_protein	6fv4_ligand	5.100000
6g2o_protein	6g2o_ligand	6.870000
6g2s_protein	6g2s_ligand	7.620000
6g2r_protein	6g2r_ligand	7.480000
6g2l_protein	6g2l_ligand	6.880000
6g3a_protein	6g3a_ligand	6.420000
6g3q_protein	6g3q_ligand	5.450000
6g2m_protein	6g2m_ligand	7.620000
6g3v_protein	6g3v_ligand	4.820000
6g5u_protein	6g5u_ligand	6.340000
6g6t_protein	6g6t_ligand	7.340000
6g9i_protein	6g9i_ligand	5.130000
6g5l_protein	6g5l_ligand	7.210000
6g24_protein	6g24_ligand	4.310000
6g25_protein	6g25_ligand	5.720000
6g9u_protein	6g9u_ligand	6.800000
6g7a_protein	6g7a_ligand	7.160000
6g27_protein	6g27_ligand	6.130000
6g29_protein	6g29_ligand	6.460000
6g14_protein	6g14_ligand	6.420000
6g9x_protein	6g9x_ligand	2.660000
6g34_protein	6g34_ligand	6.320000
6g35_protein	6g35_ligand	6.440000
6g36_protein	6g36_ligand	6.490000
6g37_protein	6g37_ligand	6.200000
6g39_protein	6g39_ligand	6.430000
6g38_protein	6g38_ligand	5.800000
6ge7_protein	6ge7_ligand	5.620000
6gfs_protein	6gfs_ligand	5.450000
6gf9_protein	6gf9_ligand	6.290000
6ggb_protein	6ggb_ligand	6.070000
6gga_protein	6gga_ligand	5.310000
6ggf_protein	6ggf_ligand	5.940000
6g98_protein	6g98_ligand	6.450000
6gfz_protein	6gfz_ligand	7.970000
6ghh_protein	6ghh_ligand	5.420000
6gg4_protein	6gg4_ligand	4.500000
6gj6_protein	6gj6_ligand	6.130000
6gj8_protein	6gj8_ligand	5.450000
6gdy_protein	6gdy_ligand	2.850000
6ghj_protein	6ghj_ligand	5.090000
6gji_protein	6gji_ligand	5.130000
6gjj_protein	6gjj_ligand	5.260000
6gjl_protein	6gjl_ligand	5.400000
6gjm_protein	6gjm_ligand	5.340000
6gjn_protein	6gjn_ligand	7.270000
6gjr_protein	6gjr_ligand	6.080000
6gjw_protein	6gjw_ligand	7.910000
6gl8_protein	6gl8_ligand	8.760000
6gl9_protein	6gl9_ligand	6.250000
6gla_protein	6gla_ligand	6.000000
6glb_protein	6glb_ligand	6.540000
6gnm_protein	6gnm_ligand	5.260000
6gnp_protein	6gnp_ligand	4.180000
6gnr_protein	6gnr_ligand	5.170000
6gnw_protein	6gnw_ligand	4.510000
6got_protein	6got_ligand	6.490000
6gon_protein	6gon_ligand	6.270000
6guh_protein	6guh_ligand	7.940000
6guk_protein	6guk_ligand	7.470000
6gvz_protein	6gvz_ligand	6.030000
6guc_protein	6guc_ligand	6.460000
6gw4_protein	6gw4_ligand	6.090000
6gue_protein	6gue_ligand	7.950000
6gxb_protein	6gxb_ligand	6.570000
6gxg_protein	6gxg_ligand	3.670000
6gxe_protein	6gxe_ligand	6.530000
6gwe_protein	6gwe_ligand	6.640000
6gwr_protein	6gwr_ligand	8.440000
6gzd_protein	6gzd_ligand	6.310000
6gxq_protein	6gxq_ligand	7.450000
6gvf_protein	6gvf_ligand	7.050000
6h1d_protein	6h1d_ligand	6.030000
6h2t_protein	6h2t_ligand	5.420000
6h1u_protein	6h1u_ligand	5.580000
6h2z_protein	6h2z_ligand	7.090000
6h8s_protein	6h8s_ligand	5.830000
6gzm_protein	6gzm_ligand	7.140000
6h29_protein	6h29_ligand	3.240000
6h33_protein	6h33_ligand	6.830000
6h34_protein	6h34_ligand	7.260000
6h5x_protein	6h5x_ligand	7.530000
6h37_protein	6h37_ligand	8.220000
6h36_protein	6h36_ligand	7.690000
6h38_protein	6h38_ligand	7.340000
6hai_protein	6hai_ligand	11.060000
6haz_protein	6haz_ligand	6.470000
6hd6_protein	6hd6_ligand	5.920000
6hax_protein	6hax_ligand	10.640000
6hgf_protein	6hgf_ligand	7.730000
6hay_protein	6hay_ligand	9.880000
6hgg_protein	6hgg_ligand	7.460000
6hgi_protein	6hgi_ligand	7.170000
6hgj_protein	6hgj_ligand	6.530000
6h77_protein	6h77_ligand	6.160000
6hhr_protein	6hhr_ligand	6.420000
6hgr_protein	6hgr_ligand	4.690000
6hgs_protein	6hgs_ligand	6.100000
6hh3_protein	6hh3_ligand	5.010000
6hh5_protein	6hh5_ligand	4.790000
6hk3_protein	6hk3_ligand	6.980000
6hk4_protein	6hk4_ligand	6.940000
6hke_protein	6hke_ligand	3.910000
6hly_protein	6hly_ligand	4.640000
6hlx_protein	6hlx_ligand	5.860000
6hpw_protein	6hpw_ligand	6.250000
6hni_protein	6hni_ligand	5.730000
6hm1_protein	6hm1_ligand	5.380000
6hmg_protein	6hmg_ligand	4.710000
6hoq_protein	6hoq_ligand	5.440000
6ht1_protein	6ht1_ligand	5.070000
6hqy_protein	6hqy_ligand	4.770000
6hrq_protein	6hrq_ligand	6.600000
6hsh_protein	6hsh_ligand	4.600000
6hr2_protein	6hr2_ligand	10.440000
6htg_protein	6htg_ligand	4.700000
6hq7_protein	6hq7_ligand	7.880000
6hza_protein	6hza_ligand	7.980000
6hzb_protein	6hzb_ligand	7.590000
6i8y_protein	6i8y_ligand	5.640000
6i5g_protein	6i5g_ligand	5.490000
6i8m_protein	6i8m_ligand	7.950000
6i8t_protein	6i8t_ligand	7.740000
6i0z_protein	6i0z_ligand	7.110000
6i11_protein	6i11_ligand	7.550000
6i12_protein	6i12_ligand	7.940000
6i13_protein	6i13_ligand	7.790000
6i14_protein	6i14_ligand	8.680000
6hzy_protein	6hzy_ligand	5.130000
6i61_protein	6i61_ligand	7.530000
6i17_protein	6i17_ligand	9.020000
6i18_protein	6i18_ligand	8.800000
6i62_protein	6i62_ligand	6.720000
6i63_protein	6i63_ligand	6.640000
6i64_protein	6i64_ligand	6.410000
6ic2_protein	6ic2_ligand	5.790000
6i65_protein	6i65_ligand	4.450000
6i66_protein	6i66_ligand	4.620000
6i67_protein	6i67_ligand	5.320000
6idb_protein	6idb_ligand	3.920000
6iez_protein	6iez_ligand	7.210000
6if0_protein	6if0_ligand	7.380000
6ift_protein	6ift_ligand	5.700000
6ibk_protein	6ibk_ligand	4.270000
6idg_protein	6idg_ligand	7.330000
6iht_protein	6iht_ligand	3.720000
6iiu_protein	6iiu_ligand	8.820000
6im4_protein	6im4_ligand	7.260000
6iou_protein	6iou_ligand	5.010000
6ior_protein	6ior_ligand	4.330000
6j0g_protein	6j0g_ligand	4.140000
6ixd_protein	6ixd_ligand	8.900000
6j0o_protein	6j0o_ligand	7.520000
6j3o_protein	6j3o_ligand	5.830000
6ios_protein	6ios_ligand	4.930000
6j1l_protein	6j1l_ligand	8.730000
6j3p_protein	6j3p_ligand	6.850000
6j7e_protein	6j7e_ligand	4.430000
6j9y_protein	6j9y_ligand	6.480000
6j9w_protein	6j9w_ligand	6.260000
6jad_protein	6jad_ligand	6.080000
6j72_protein	6j72_ligand	6.380000
6jag_protein	6jag_ligand	5.980000
6jam_protein	6jam_ligand	5.850000
6jao_protein	6jao_ligand	5.910000
6jan_protein	6jan_ligand	6.230000
6jaq_protein	6jaq_ligand	4.650000
6jap_protein	6jap_ligand	5.610000
6jav_protein	6jav_ligand	5.390000
6jaw_protein	6jaw_ligand	6.520000
6jay_protein	6jay_ligand	5.400000
6jb0_protein	6jb0_ligand	5.210000
6jb4_protein	6jb4_ligand	5.530000
6jbb_protein	6jbb_ligand	5.320000
6jdi_protein	6jdi_ligand	5.370000
6jdl_protein	6jdl_ligand	5.150000
6jbe_protein	6jbe_ligand	4.940000
6k04_protein	6k04_ligand	6.840000
6jfk_protein	6jfk_ligand	5.930000
6jon_protein	6jon_ligand	5.010000
6jof_protein	6jof_ligand	6.700000
6k3l_protein	6k3l_ligand	7.120000
6kjd_protein	6kjd_ligand	7.260000
6m8q_protein	6m8q_ligand	7.200000
6jtc_protein	6jtc_ligand	3.900000
6md0_protein	6md0_ligand	5.560000
6maj_protein	6maj_ligand	9.210000
6ma2_protein	6ma2_ligand	4.470000
6ma4_protein	6ma4_ligand	5.360000
6ma3_protein	6ma3_ligand	6.170000
6md8_protein	6md8_ligand	5.730000
6mh1_protein	6mh1_ligand	6.770000
6mdu_protein	6mdu_ligand	5.860000
6ma5_protein	6ma5_ligand	5.690000
6md6_protein	6md6_ligand	3.780000
6mh7_protein	6mh7_ligand	6.760000
6mj7_protein	6mj7_ligand	3.280000
6mg5_protein	6mg5_ligand	7.270000
6mku_protein	6mku_ligand	6.730000
6mkw_protein	6mkw_ligand	4.790000
6mla_protein	6mla_ligand	5.740000
6mle_protein	6mle_ligand	6.800000
6ml9_protein	6ml9_ligand	6.720000
6mlg_protein	6mlg_ligand	6.190000
6mj4_protein	6mj4_ligand	7.990000
6mli_protein	6mli_ligand	4.120000
6mlj_protein	6mlj_ligand	6.360000
6mll_protein	6mll_ligand	6.560000
6mln_protein	6mln_ligand	6.590000
6mlo_protein	6mlo_ligand	6.300000
6mja_protein	6mja_ligand	8.170000
6mjf_protein	6mjf_ligand	5.460000
6mlp_protein	6mlp_ligand	4.750000
6mji_protein	6mji_ligand	7.810000
6mm2_protein	6mm2_ligand	6.820000
6mnv_protein	6mnv_ligand	5.820000
6mqc_protein	6mqc_ligand	7.940000
6mqe_protein	6mqe_ligand	7.890000
6n3v_protein	6n3v_ligand	5.740000
6mnc_protein	6mnc_ligand	5.720000
6n0j_protein	6n0j_ligand	8.510000
6n3w_protein	6n3w_ligand	4.950000
6n0k_protein	6n0k_ligand	8.950000
6n3x_protein	6n3x_ligand	5.650000
6msy_protein	6msy_ligand	3.640000
6n3y_protein	6n3y_ligand	5.530000
6mxc_protein	6mxc_ligand	6.960000
6n5x_protein	6n5x_ligand	1.260000
6mu3_protein	6mu3_ligand	3.780000
6mub_protein	6mub_ligand	2.370000
6n7a_protein	6n7a_ligand	7.670000
6n8x_protein	6n8x_ligand	6.710000
6ncn_protein	6ncn_ligand	4.670000
6nco_protein	6nco_ligand	5.290000
6n7b_protein	6n7b_ligand	7.750000
6n7d_protein	6n7d_ligand	7.960000
6ne5_protein	6ne5_ligand	8.390000
6n78_protein	6n78_ligand	7.740000
6n79_protein	6n79_ligand	7.210000
6nfh_protein	6nfh_ligand	6.500000
6ndl_protein	6ndl_ligand	8.090000
6n95_protein	6n95_ligand	6.710000
6n9l_protein	6n9l_ligand	6.060000
6nmb_protein	6nmb_ligand	3.510000
6nfy_protein	6nfy_ligand	6.850000
6np2_protein	6np2_ligand	6.170000
6no9_protein	6no9_ligand	8.020000
6nsv_protein	6nsv_ligand	6.630000
6np3_protein	6np3_ligand	6.030000
6np4_protein	6np4_ligand	5.040000
6np5_protein	6np5_ligand	5.040000
6nv7_protein	6nv7_ligand	8.450000
6nwk_protein	6nwk_ligand	10.300000
6nv9_protein	6nv9_ligand	8.550000
6nu1_protein	6nu1_ligand	4.570000
6nu5_protein	6nu5_ligand	4.710000
6nw3_protein	6nw3_ligand	9.010000
6nxz_protein	6nxz_ligand	1.480000
6nwl_protein	6nwl_ligand	9.830000
6ny0_protein	6ny0_ligand	-0.770000
6nyv_protein	6nyv_ligand	5.880000
6nzv_protein	6nzv_ligand	8.710000
6o0k_protein	6o0k_ligand	9.460000
6o0m_protein	6o0m_ligand	9.330000
6o0o_protein	6o0o_ligand	7.970000
6o0p_protein	6o0p_ligand	9.330000
6o5a_protein	6o5a_ligand	5.970000
6o5g_protein	6o5g_ligand	5.060000
6o5t_protein	6o5t_ligand	3.330000
6o5x_protein	6o5x_ligand	7.460000
6o5u_protein	6o5u_ligand	5.310000
6o48_protein	6o48_ligand	7.580000
6o95_protein	6o95_ligand	8.070000
6o94_protein	6o94_ligand	8.570000
6o9c_protein	6o9c_ligand	6.370000
6odz_protein	6odz_ligand	5.980000
6oe0_protein	6oe0_ligand	7.650000
6oe1_protein	6oe1_ligand	5.740000
6oja_protein	6oja_ligand	4.790000
6olx_protein	6olx_ligand	6.670000
6oqb_protein	6oqb_ligand	11.770000
6ooy_protein	6ooy_ligand	7.960000
6oqc_protein	6oqc_ligand	12.080000
6oqd_protein	6oqd_ligand	11.650000
6om8_protein	6om8_ligand	6.090000
6otg_protein	6otg_ligand	8.100000
6orr_protein	6orr_ligand	9.590000
6of5_protein	6of5_ligand	1.280000
6p9e_protein	6p9e_ligand	6.280000
6p5o_protein	6p5o_ligand	4.950000
6p3v_protein	6p3v_ligand	6.580000
6pg3_protein	6pg3_ligand	3.430000
6pg4_protein	6pg4_ligand	3.170000
6p8a_protein	6p8a_ligand	7.090000
6ouv_protein	6ouv_ligand	5.550000
6pg5_protein	6pg5_ligand	5.500000
6p3t_protein	6p3t_ligand	8.100000
6pg6_protein	6pg6_ligand	4.970000
6p83_protein	6p83_ligand	7.550000
6p84_protein	6p84_ligand	6.940000
6p85_protein	6p85_ligand	6.740000
6p87_protein	6p87_ligand	6.240000
6p88_protein	6p88_ligand	6.950000
6p86_protein	6p86_ligand	7.190000
6pg7_protein	6pg7_ligand	4.910000
6p89_protein	6p89_ligand	7.310000
6pg8_protein	6pg8_ligand	4.920000
6pg9_protein	6pg9_ligand	5.590000
6pga_protein	6pga_ligand	4.630000
6pgb_protein	6pgb_ligand	6.360000
6pgc_protein	6pgc_ligand	5.240000
6pge_protein	6pge_ligand	4.310000
6pi5_protein	6pi5_ligand	3.470000
6pi6_protein	6pi6_ligand	4.330000
6poi_protein	6poi_ligand	4.890000
6prf_protein	6prf_ligand	8.470000
6pl1_protein	6pl1_ligand	8.660000
6phx_protein	6phx_ligand	5.000000
6pia_protein	6pia_ligand	5.310000
6pvv_protein	6pvv_ligand	3.580000
6pvw_protein	6pvw_ligand	5.240000
6plf_protein	6plf_ligand	5.980000
6pid_protein	6pid_ligand	4.750000
6pve_protein	6pve_ligand	8.720000
6pu3_protein	6pu3_ligand	5.580000
6pvz_protein	6pvz_ligand	4.400000
6ppy_protein	6ppy_ligand	4.800000
6q60_protein	6q60_ligand	0.000000
6q54_protein	6q54_ligand	0.000000
6q3y_protein	6q3y_ligand	5.400000
6py0_protein	6py0_ligand	4.930000
6q3q_protein	6q3q_ligand	4.940000
6q3z_protein	6q3z_ligand	5.900000
6q4e_protein	6q4e_ligand	4.000000
6q4g_protein	6q4g_ligand	5.060000
6qas_protein	6qas_ligand	6.780000
6qge_protein	6qge_ligand	6.040000
6qgf_protein	6qgf_ligand	5.780000
6qgg_protein	6qgg_ligand	8.300000
6qe0_protein	6qe0_ligand	4.900000
6qe5_protein	6qe5_ligand	5.610000
6qgh_protein	6qgh_ligand	9.270000
6qi4_protein	6qi4_ligand	4.000000
6qi7_protein	6qi7_ligand	6.180000
6qln_protein	6qln_ligand	5.110000
6ql1_protein	6ql1_ligand	6.140000
6qau_protein	6qau_ligand	6.650000
6ql2_protein	6ql2_ligand	5.170000
6qav_protein	6qav_ligand	7.450000
6qlo_protein	6qlo_ligand	5.190000
6qlp_protein	6qlp_ligand	5.780000
6qlq_protein	6qlq_ligand	5.320000
6qlr_protein	6qlr_ligand	5.210000
6qls_protein	6qls_ligand	5.180000
6qlu_protein	6qlu_ligand	5.200000
6qlt_protein	6qlt_ligand	4.770000
6qpl_protein	6qpl_ligand	5.600000
6qmj_protein	6qmj_ligand	7.810000
6qmk_protein	6qmk_ligand	8.450000
6qqq_protein	6qqq_ligand	6.930000
6qqv_protein	6qqv_ligand	7.530000
6qqu_protein	6qqu_ligand	7.750000
6qqz_protein	6qqz_ligand	9.010000
6qqw_protein	6qqw_ligand	7.190000
6qr0_protein	6qr0_ligand	8.680000
6qr1_protein	6qr1_ligand	7.750000
6qr2_protein	6qr2_ligand	9.050000
6qr4_protein	6qr4_ligand	8.710000
6qz5_protein	6qz5_ligand	6.080000
6qr3_protein	6qr3_ligand	8.280000
6r0v_protein	6r0v_ligand	6.050000
6qr7_protein	6qr7_ligand	8.440000
6qrc_protein	6qrc_ligand	7.220000
6qr9_protein	6qr9_ligand	8.000000
6quv_protein	6quv_ligand	5.790000
6r1d_protein	6r1d_ligand	6.330000
6r8l_protein	6r8l_ligand	8.520000
6r1a_protein	6r1a_ligand	5.330000
6r1w_protein	6r1w_ligand	5.690000
6r8o_protein	6r8o_ligand	8.670000
6r1b_protein	6r1b_ligand	4.270000
6r8w_protein	6r8w_ligand	8.740000
6r11_protein	6r11_ligand	5.800000
6r9u_protein	6r9u_ligand	5.720000
6r9x_protein	6r9x_ligand	5.900000
6r13_protein	6r13_ligand	6.410000
6rnt_protein	6rnt_ligand	3.570000
6r18_protein	6r18_ligand	6.320000
6r4k_protein	6r4k_ligand	5.740000
6rfn_protein	6rfn_ligand	5.820000
6rfw_protein	6rfw_ligand	6.500000
6rih_protein	6rih_ligand	5.490000
6s56_protein	6s56_ligand	5.940000
6rot_protein	6rot_ligand	7.690000
6s4n_protein	6s4n_ligand	10.220000
6s5k_protein	6s5k_ligand	9.340000
6s4t_protein	6s4t_ligand	10.650000
6rtw_protein	6rtw_ligand	7.690000
6s57_protein	6s57_ligand	7.520000
6sge_protein	6sge_ligand	6.650000
6ssy_protein	6ssy_ligand	5.010000
6sbt_protein	6sbt_ligand	5.410000
6t1i_protein	6t1i_ligand	5.580000
6st0_protein	6st0_ligand	4.920000
6szp_protein	6szp_ligand	5.230000
6stl_protein	6stl_ligand	5.180000
6t1j_protein	6t1j_ligand	5.190000
6t1l_protein	6t1l_ligand	5.220000
6t1m_protein	6t1m_ligand	5.170000
6t1n_protein	6t1n_ligand	6.040000
6t1o_protein	6t1o_ligand	5.550000
6u5y_protein	6u5y_ligand	6.870000
6std_protein	6std_ligand	8.750000
6u6w_protein	6u6w_ligand	6.270000
6u8b_protein	6u8b_ligand	6.090000
6u8o_protein	6u8o_ligand	6.080000
6ud2_protein	6ud2_ligand	10.110000
6udi_protein	6udi_ligand	10.350000
6udt_protein	6udt_ligand	11.220000
6udu_protein	6udu_ligand	11.160000
6udv_protein	6udv_ligand	11.850000
6ugp_protein	6ugp_ligand	6.690000
6ugn_protein	6ugn_ligand	6.190000
6ugr_protein	6ugr_ligand	6.100000
