,ligand,pK(ref),pK($Δ_{Vina}RF_{20}$),pK($AutoDock 4.2$),pK($∆SAS$),pK($DrugScoreX$),pK($AutoDock Vina$),pK($X-Score$),pK($NNScore 2.0$),pK($AutoDock VinaXB$)
3132,5lvq_ligand,4.14,5.14,3.9924,280.784561,-93.042,4.68772,5.54,3.247,4.68772
3133,5lud_ligand,3.61,2.92,0.9298,140.364647,-36.943,2.456085,4.33,0.897,2.456085
3134,5lom_ligand,7.13,6.5,6.8823,336.155121,-150.883,6.216884,6.35,7.299,6.216884
3135,5lli_ligand,7.05,7.9,6.1082,417.25061,-152.239,6.227412,6.96,7.145,6.227412
3136,5lsg_ligand,5.4,4.76,8.8402,453.708649,-130.691,4.930799,8.7,0.733,4.930799
3137,5lvr_ligand,3.6,3.81,3.2839,220.778259,-51.562,3.710095,5.17,1.976,3.710095
3138,5lvl_ligand,5.9,6.19,5.3299,238.036682,-88.15,5.804912,6.07,5.412,5.804912
3139,5lwm_ligand,8.87,6.97,4.8599,393.394409,-141.014,5.807119,6.42,7.75,5.807119
3140,5lyr_ligand,7.89,4.98,2.9757,273.130188,-110.389,4.557867,5.48,3.726,4.557867
3141,5lz4_ligand,5.7,6.93,6.1415,320.474304,-116.501,5.661789,6.22,6.177,5.661789
3142,5m04_ligand,6.34,7.09,7.8625,298.126495,-120.42,6.101136,5.76,6.159,6.101136
3143,5lz7_ligand,6.28,7.26,6.2472,346.178741,-122.753,6.252082,6.71,6.299,6.252082
3144,5lz5_ligand,6.35,7.32,6.8648,339.489899,-129.404,6.290235,6.66,6.081,6.290235
3145,5ld8_ligand,8.05,5.34,4.6991,314.292603,-113.094,4.443908,5.8,6.153,4.443908
3146,5m5d_ligand,3.95,5.1,2.353,271.4272,-103.351,4.431085,5.28,3.2,4.431085
3147,5m17_ligand,3.66,5.15,3.0514,271.780228,-109.717,4.432925,5.35,3.598,4.432925
3148,5m23_ligand,8.9,5.71,3.5106,469.754089,-134.76,4.498732,6.8,6.481,4.498732
3149,5m25_ligand,8.19,6.15,4.0209,465.255127,-136.874,4.899179,6.59,6.395,4.899179
3150,5mg2_ligand,7.77,6.65,5.8105,331.18219,-124.62,6.312324,6.24,5.404,6.312324
3151,5mgf_ligand,4.27,2.84,1.9461,173.312744,-46.373,2.428211,4.44,1.907,2.428211
3152,5mgk_ligand,4.0,3.34,2.1981,180.743515,-49.235,2.931877,4.55,1.657,2.931877
3153,5mge_ligand,4.06,3.69,2.727,207.739655,-61.171,3.284238,4.84,2.551,3.284238
3154,5mgj_ligand,4.29,3.81,2.7704,204.42186,-56.553,3.386518,4.86,3.356,3.386518
3155,5m28_ligand,4.32,5.4,2.4907,373.46225,-126.77,5.704714,6.06,2.829,5.704714
3156,5mlj_ligand,8.85,6.42,6.4759,319.047333,-111.113,5.551305,6.02,8.415,5.551305
3157,5mme_ligand,5.85,5.92,4.0611,331.474304,-92.554,4.753116,6.1,4.442,4.753116
3158,5meh_ligand,6.32,4.04,2.6129,183.685913,-46.6,3.202023,4.86,2.697,3.202023
3159,5mek_ligand,5.38,7.34,12.1722,399.501434,-175.34,8.546913,6.94,7.004,8.546913
3160,5mmg_ligand,6.01,5.7,4.3054,314.953461,-89.758,5.00585,6.08,2.878,5.00585
3161,5mnn_ligand,3.84,5.5,4.501,189.234283,-69.077,4.403959,5.0,2.58,4.403959
3162,5mn1_ligand,2.48,3.65,2.1721,160.001801,-43.954,3.063218,4.63,1.377,3.063218
3163,5mpz_ligand,4.07,4.11,2.9389,197.704895,-51.269,3.658739,4.78,1.76,3.658739
3164,5mes_ligand,6.47,7.72,7.2908,478.131531,-139.703,7.415667,7.86,7.992,7.415667
3165,5mqe_ligand,5.4,3.14,2.9261,181.274704,-45.613,3.002434,4.74,0.775,3.002434
3166,5m7s_ligand,9.05,4.85,3.8644,283.485382,-89.969,4.864472,5.82,6.247,4.864472
3167,5mo8_ligand,5.79,8.26,8.9736,557.913025,-174.14,7.330572,8.25,8.005,7.330572
3168,5m7u_ligand,8.1,6.49,3.5587,364.384827,-119.41,5.513519,6.3,7.192,5.513519
3169,5mod_ligand,3.52,4.11,3.2344,257.770462,-65.703,3.157331,5.42,4.849,3.157331
3170,5mwh_ligand,5.74,6.11,4.9854,343.639526,-123.275,5.454597,6.06,6.023,5.454597
3171,5mrb_ligand,6.33,7.68,7.2496,532.749298,-167.085,7.447537,7.72,8.147,7.447537
3172,5mby_ligand,3.51,4.17,3.7305,174.731262,-53.374,3.301957,4.77,4.276,3.301957
3173,5n17_ligand,5.32,6.21,4.6859,268.485992,-84.676,5.536818,6.08,4.768,5.536818
3174,5n18_ligand,5.68,6.38,4.9316,296.544647,-92.407,6.148328,6.7,6.095,6.148328
3175,5mwp_ligand,7.5,9.88,8.8494,440.833984,-144.718,8.662639,7.28,8.083,8.662639
3176,5mwy_ligand,7.0,9.89,9.6371,456.876282,-162.748,9.190762,7.81,9.555,9.190762
3177,5n1z_ligand,8.19,8.74,7.7029,351.674133,-126.897,7.764677,6.72,4.552,7.764677
3178,5my8_ligand,7.14,8.57,7.4042,470.816437,-186.309,8.174868,7.64,8.753,8.174868
3179,5n93_ligand,8.66,6.8,5.4295,377.138947,-105.353,5.929318,7.02,6.201,5.929318
3180,5n84_ligand,7.96,6.16,5.4645,393.902039,-109.897,5.093658,6.73,7.713,5.093658
3181,5n9r_ligand,5.59,10.13,8.8769,438.265717,-188.375,8.740411,7.82,5.799,8.740411
3182,5n6s_ligand,8.09,5.51,4.8628,304.060638,-116.549,4.702405,5.93,3.908,4.702405
3183,5ngz_ligand,2.89,4.15,3.2262,181.839493,-48.812,2.605784,4.78,1.789,2.605784
3184,5neb_ligand,7.77,5.95,6.1663,235.124695,-94.584,4.983343,5.6,5.97,4.983343
3185,5n99_ligand,4.21,7.7,6.1982,470.025177,-143.279,7.223358,6.5,6.71,7.223358
3186,5mxf_ligand,3.59,3.74,2.8884,169.184052,-68.596,3.274963,4.92,2.203,3.274963
3187,5nbw_ligand,8.59,8.97,7.138,315.308228,-122.82,9.277493,7.49,6.428,9.277493
3188,5nap_ligand,7.95,7.99,6.6797,397.492004,-130.19,7.723541,6.78,6.203,7.723541
3189,5nih_ligand,6.87,6.76,6.5153,250.573029,-95.885,5.91827,5.56,5.573,5.91827
3190,5ne5_ligand,7.41,4.84,2.5111,219.114929,-69.374,4.617478,5.24,2.732,4.617478
3191,5ndf_ligand,5.85,3.18,2.6298,195.076233,-52.547,3.082302,5.19,5.45,3.082302
3192,5nau_ligand,7.52,8.14,6.7209,355.755188,-121.682,7.848328,6.84,5.968,7.848328
3193,5njz_ligand,7.8,7.61,6.8551,377.597839,-130.016,6.86066,7.43,7.066,6.882698
3194,5nk2_ligand,6.74,8.4,7.2676,408.059387,-143.763,7.350051,7.41,8.08,7.350051
3195,5nk3_ligand,7.42,7.16,6.9001,388.143127,-139.063,6.542331,7.33,7.1,6.576386
3196,5nk6_ligand,6.8,7.42,6.7344,395.156189,-133.759,6.735726,7.49,7.333,6.735726
3197,5mz8_ligand,2.31,4.33,3.9465,162.365601,-51.924,3.760499,4.57,3.456,3.760499
3198,5nk4_ligand,8.7,8.21,6.8671,387.808167,-137.374,7.504179,7.47,6.767,7.504179
3199,5nk8_ligand,6.64,7.42,7.3651,436.978882,-139.15,6.780095,7.9,7.617,6.780095
3200,5nlk_ligand,7.46,6.94,5.4709,381.214539,-114.119,6.002896,6.87,3.826,6.002896
3201,5nk9_ligand,6.14,7.04,6.7843,401.068451,-126.062,6.657969,7.53,6.672,6.657969
3202,5nk7_ligand,6.33,7.95,6.7489,392.77359,-131.07,7.062661,7.36,8.23,7.062661
3203,5nka_ligand,5.46,7.27,7.0022,414.834045,-131.981,6.627133,7.55,7.24,6.657874
3204,5nkc_ligand,7.72,7.96,7.7422,423.638489,-134.964,7.054905,7.55,5.77,7.054905
3205,5nkb_ligand,9.12,7.93,7.0956,413.748657,-153.6,6.85566,7.4,7.838,6.909018
3206,5nkd_ligand,7.59,7.89,8.5118,422.689972,-134.863,6.921818,7.49,7.741,6.921818
3207,5nkg_ligand,7.68,7.35,7.1176,411.283417,-135.722,6.779032,7.5,7.251,6.779032
3208,5nkh_ligand,7.59,7.78,6.8895,430.515015,-138.976,7.292295,7.81,7.282,7.292295
3209,5nki_ligand,7.72,8.18,7.387,412.909485,-141.432,6.940821,7.23,8.132,6.940821
3210,5nvw_ligand,6.77,8.16,6.4038,410.478455,-155.686,6.163512,7.14,8.025,6.163512
3211,5nvv_ligand,6.7,7.68,6.0732,391.197357,-145.686,6.147009,6.8,7.358,6.147009
3212,5nvx_ligand,7.05,7.79,6.2361,412.599884,-154.661,6.25563,7.13,8.102,6.25563
3213,5nw0_ligand,6.52,7.67,5.8826,422.154816,-154.455,6.029897,6.98,7.491,6.029897
3214,5nw1_ligand,6.6,7.94,6.3589,415.928772,-151.949,6.226503,7.08,6.723,6.226503
3215,5nw2_ligand,6.49,7.53,6.0293,416.082672,-158.089,5.895601,6.81,7.267,5.895601
3216,5nwe_ligand,4.88,7.23,6.0164,313.261551,-84.318,4.485125,5.76,6.386,4.485125
3217,5o5a_ligand,4.77,5.99,4.9131,316.053833,-117.654,5.339831,5.95,4.16,5.339831
3218,5nz4_ligand,6.28,7.48,6.396,318.504822,-88.541,4.673658,5.83,6.719,4.673658
3219,5nze_ligand,6.39,7.85,6.3917,330.065582,-90.685,4.879186,5.91,6.398,4.879186
3220,5nyh_ligand,7.73,8.99,6.7018,420.553314,-135.979,7.7514,7.06,9.289,7.7514
3221,5nzf_ligand,4.03,7.11,6.1421,315.009293,-86.72,4.509318,5.75,6.464,4.509318
3222,5nzn_ligand,3.66,7.19,6.2728,320.022522,-87.326,4.662478,5.82,6.621,4.662478
3223,5o2d_ligand,5.68,9.07,8.7652,395.974594,-144.058,8.458746,7.76,7.288,8.458746
3224,5nn5_ligand,5.47,4.47,4.2078,210.665329,-58.929,3.959413,5.14,4.332,3.959413
3225,5nwi_ligand,6.16,5.06,4.1431,430.880768,-101.861,3.967515,5.91,5.6,3.967515
3226,5nn6_ligand,5.52,4.61,4.2023,243.404877,-74.146,4.07643,5.22,3.936,4.07643
3227,5ogb_ligand,7.47,7.55,6.3831,389.213959,-124.689,7.107207,7.4,7.647,7.107207
3228,5o9o_ligand,4.89,6.01,2.5348,504.4888,-153.601,5.854274,6.8,5.15,5.854274
3229,5o9p_ligand,5.09,5.32,2.1993,494.548462,-157.303,5.544993,6.42,5.4,5.544993
3230,5o9q_ligand,5.21,5.67,1.8867,481.303558,-153.235,5.560931,6.46,4.621,5.560931
3231,5o9r_ligand,5.39,4.84,1.409,471.031799,-147.03,4.948028,5.99,4.326,4.948028
3232,5odx_ligand,6.71,7.78,6.4529,433.281494,-139.066,6.605103,7.09,7.322,6.605103
3233,5o9y_ligand,5.34,6.02,2.4379,515.257568,-161.027,5.992412,6.6,4.945,5.992412
3234,5oei_ligand,5.8,5.24,4.104,225.076187,-65.634,4.677507,5.01,4.833,4.677507
3235,5o58_ligand,6.72,4.4,3.4715,483.519348,-152.673,5.74085,6.69,7.784,5.74085
3236,5o87_ligand,6.61,5.64,5.5584,253.37944,-84.476,4.41437,5.57,6.951,4.41437
3237,5oaj_ligand,6.56,2.93,3.0356,189.764175,-55.276,2.331811,4.89,2.534,2.331811
3238,5obg_ligand,7.13,8.98,8.0422,327.05426,-139.883,8.876745,6.87,8.836,8.876745
3239,5oa6_ligand,5.51,6.33,2.5048,522.220825,-159.784,6.168336,6.92,4.533,6.168336
3240,5oku_ligand,6.26,4.69,3.4204,220.408691,-67.388,4.031305,4.96,5.678,4.031305
3241,5oot_ligand,7.55,7.55,6.544,398.583496,-137.331,6.729421,6.62,5.28,6.729421
3242,5op4_ligand,6.71,6.5,4.071,340.894165,-117.229,5.315946,6.0,5.947,5.315946
3243,5om2_ligand,4.06,7.44,6.6757,330.282471,-117.528,6.875718,6.9,6.43,6.875718
3244,5op5_ligand,6.67,6.89,5.0471,327.875839,-118.29,6.019113,6.18,7.841,6.019113
3245,5oq8_ligand,5.85,6.87,6.0323,381.177795,-149.316,6.212764,6.72,6.971,6.212764
3246,5om3_ligand,4.1,8.28,6.035,318.384308,-122.51,7.368109,6.76,6.673,7.368109
3247,5om7_ligand,5.74,8.92,7.2636,413.888275,-131.727,8.254113,7.32,6.127,8.254113
3248,5oht_ligand,6.02,5.36,5.5093,240.99823,-79.662,4.741518,5.29,7.785,4.741518
3249,5orh_ligand,4.39,5.11,4.3705,241.968338,-74.71,4.596466,5.74,4.974,4.596466
3250,5orv_ligand,2.89,3.04,1.8216,212.812973,-37.161,2.265814,4.41,0.69,2.265814
3251,5ohy_ligand,5.17,4.85,4.8344,240.815704,-72.703,4.309208,5.16,5.034,4.309208
3252,5orw_ligand,3.1,3.61,2.4432,258.656021,-63.058,3.261804,4.9,4.692,3.261804
3253,5os2_ligand,2.74,3.54,1.5158,239.63063,-59.676,2.90761,5.12,3.238,2.90761
3254,5org_ligand,8.4,7.09,8.4971,301.949234,-120.6,6.00217,6.36,6.07,6.00217
3255,5os4_ligand,2.78,4.62,3.604,247.256104,-70.95,4.582295,5.61,5.729,4.582295
3256,5os5_ligand,3.39,4.31,3.1225,237.98233,-59.135,3.76934,5.45,5.528,3.76934
3257,5ose_ligand,3.17,2.26,1.5811,172.069778,-29.886,1.890836,4.32,0.223,1.890836
3258,5os8_ligand,3.98,3.77,3.4844,211.180222,-65.067,3.397075,5.29,4.77,3.397075
3259,5os7_ligand,3.69,6.79,6.6348,348.265594,-115.489,6.468915,7.25,7.116,6.468915
3260,5oqu_ligand,3.61,5.44,4.9307,338.88623,-89.588,4.651474,6.42,5.664,4.651474
3261,5osl_ligand,3.43,3.26,3.1912,204.65036,-56.886,3.082016,5.2,5.907,3.082016
3262,5orj_ligand,4.77,5.68,5.6281,332.067581,-92.903,5.229853,6.83,6.718,5.229853
3263,5ot8_ligand,4.2,6.97,7.6014,304.987747,-120.316,5.871393,6.15,5.977,5.871393
3264,5ork_ligand,3.63,6.16,5.1818,307.402496,-85.614,5.558087,6.54,6.263,5.558087
3265,5ota_ligand,5.74,5.82,5.7463,263.928696,-99.023,4.437456,5.8,5.497,4.437456
3266,5ovp_ligand,5.04,6.25,5.3241,462.244781,-180.588,4.226173,6.83,8.307,4.226173
3267,5ovc_ligand,5.96,6.19,7.1138,526.276672,-191.796,4.74684,6.72,7.828,4.74684
3268,5ov8_ligand,4.74,5.75,5.0218,338.57312,-114.788,5.339091,6.13,6.928,5.339091
3269,5ot9_ligand,4.07,5.29,5.6622,262.399475,-93.877,4.2489,5.78,5.591,4.2489
3270,5otc_ligand,4.71,6.05,5.987,250.694458,-84.966,4.526019,5.37,4.658,4.526019
3271,5ovv_ligand,4.48,6.3,5.7027,472.590332,-180.251,4.534091,6.7,7.623,4.534091
3272,5otr_ligand,4.92,6.67,5.3355,311.476349,-91.859,5.804692,6.6,4.935,5.804692
3273,5otz_ligand,5.19,6.85,5.7811,336.59819,-100.581,6.166606,6.99,5.27,6.166606
3274,5ovr_ligand,4.57,5.41,5.6452,318.473389,-95.435,4.759223,6.04,6.392,4.759223
3275,5qa8_ligand,3.77,3.82,3.1423,181.417679,-42.481,3.495968,5.26,5.827,3.495968
3276,5qay_ligand,3.23,2.9,2.4573,172.455307,-38.736,2.692676,5.0,4.576,2.692676
3277,5ovx_ligand,4.5,5.62,5.3834,327.403168,-97.439,5.004282,6.02,6.584,5.004282
3278,5t7s_ligand,4.1,3.67,0.8831,176.30394,-61.465,3.216855,4.75,4.814,3.216855
3279,5qqp_ligand,8.28,9.61,9.9344,471.890411,-205.852,9.309245,7.76,8.529,9.309245
3280,5qtt_ligand,8.47,9.56,9.397,512.587219,-202.281,9.120821,8.26,6.934,9.120821
3281,5owl_ligand,5.92,5.38,3.7341,308.281982,-48.646,4.074025,5.73,3.388,4.415587
3282,5sym_ligand,6.55,8.37,7.0205,444.651245,-152.107,7.33011,7.01,8.775,7.33011
3283,5oxk_ligand,2.17,4.29,2.1763,269.134689,-59.525,3.996518,5.17,3.993,3.996518
3284,5ost_ligand,4.56,5.71,2.487,220.848663,-76.417,5.481004,5.48,4.422,5.481004
3285,5sxm_ligand,8.54,6.53,3.6051,541.919739,-162.863,5.255704,6.9,6.644,5.255704
3286,5t9u_ligand,7.6,6.27,5.4106,378.728546,-111.701,5.228343,6.7,5.481,5.228343
3287,5t9w_ligand,5.59,7.22,6.3196,350.292664,-108.637,6.370125,6.69,7.514,6.370125
3288,5t9z_ligand,7.19,6.85,5.9037,374.07312,-123.004,6.213196,6.82,6.79,6.213196
3289,5oss_ligand,4.55,4.2,3.316,207.545578,-80.609,3.49426,5.57,2.79,3.49426
3290,5ta2_ligand,7.96,7.53,6.4438,377.820953,-128.102,6.835161,7.02,5.724,6.835161
3291,5tb6_ligand,5.82,5.39,4.5016,248.68364,-75.284,4.858057,5.58,3.067,4.858057
3292,5std_ligand,10.5,9.25,6.5194,441.401794,-119.644,8.470696,7.72,9.636,8.470696
3293,5ta4_ligand,7.62,7.91,6.8255,381.036041,-116.363,7.164897,6.94,6.445,7.164897
3294,5t8o_ligand,6.51,8.03,6.9683,382.166061,-113.208,7.238394,6.81,8.36,7.238394
3295,5t8p_ligand,5.89,6.01,5.0018,289.538666,-91.231,5.446804,5.75,3.188,5.446804
3296,5tpx_ligand,6.55,7.61,7.6098,361.0802,-132.405,7.115799,6.9,6.484,7.115799
3297,5t19_ligand,4.49,7.79,7.3275,310.627823,-118.484,7.112199,6.9,5.97,7.112199
3298,5tbm_ligand,7.31,8.83,6.9143,404.791,-117.061,7.934802,7.02,8.103,7.934802
3299,5tmp_ligand,7.47,7.46,9.6172,661.517242,-195.027,7.268409,7.44,5.381,7.268409
3300,5tcj_ligand,7.38,0.0,5.4845,304.645996,-104.212,6.790953,6.43,7.689,6.790953
3301,5tbe_ligand,8.97,9.61,9.9141,542.792664,-196.333,8.974003,8.76,7.326,8.974003
3302,5tkk_ligand,8.28,7.14,5.4294,508.147339,-190.998,5.359553,7.68,8.187,5.359553
3303,5tkj_ligand,8.15,6.72,6.1399,467.461151,-172.228,5.08074,6.92,8.021,5.08074
3304,5ttw_ligand,5.96,4.28,2.949,404.790222,-123.45,3.359047,5.92,5.52,3.359047
3305,5twj_ligand,5.25,5.97,5.3454,365.137756,-137.378,5.802273,6.07,5.056,5.802273
3306,5u6j_ligand,7.64,8.93,8.5632,483.453979,-154.993,8.574201,7.66,8.305,8.574201
3307,5u28_ligand,7.17,6.9,5.6151,298.55426,-98.032,6.082566,6.06,4.655,6.082566
3308,5u0w_ligand,4.24,5.0,4.2442,224.029373,-59.205,4.367221,5.01,5.468,4.367221
3309,5tef_ligand,5.4,5.39,1.8141,344.485504,-95.53,4.776562,5.3,5.026,4.776562
3310,5u4b_ligand,5.74,5.44,4.2229,295.876495,-75.124,4.941378,6.13,6.605,4.941378
3311,5u0z_ligand,6.19,6.09,5.8917,283.960037,-70.758,5.230139,5.65,5.945,5.230139
3312,5u0y_ligand,6.08,5.31,4.9047,249.825272,-54.924,4.229758,5.09,5.435,4.229758
3313,5ueu_ligand,7.78,6.86,5.6356,325.794312,-98.675,6.047698,6.33,4.979,6.047698
3314,5uc4_ligand,6.46,7.43,5.1081,318.935211,-102.906,6.627185,6.76,7.483,6.627185
3315,5ucj_ligand,6.36,8.15,5.4296,331.038773,-116.794,7.592529,6.72,7.355,7.592529
3316,5uez_ligand,6.01,5.12,4.0971,289.135666,-87.802,4.793292,5.79,4.846,4.793292
3317,5uf0_ligand,3.8,4.64,3.2886,229.602524,-63.48,4.089069,5.33,1.659,4.089069
3318,5u8c_ligand,7.53,7.68,7.5772,385.457336,-111.746,7.055257,7.1,7.557,7.150286
3319,5ula_ligand,7.11,5.11,4.3539,267.829742,-74.253,4.584494,6.03,2.533,4.637324
3320,5ufc_ligand,5.16,4.82,0.77,332.144287,-111.754,4.96217,5.7,3.199,4.96217
3321,5u12_ligand,5.07,5.58,5.049,304.576111,-90.108,4.412075,5.72,4.001,4.412075
3322,5u11_ligand,5.35,5.61,4.7906,293.84668,-76.73,4.516664,5.28,6.239,4.516664
3323,5u13_ligand,5.41,6.03,4.4294,333.390488,-95.664,5.123695,5.86,4.741,5.123695
3324,5ufp_ligand,7.37,9.42,6.664,418.632248,-127.158,8.363211,7.12,7.991,8.363211
3325,5ufr_ligand,8.7,7.62,7.5543,492.691956,-139.941,7.367713,7.88,8.627,7.367713
3326,5ufs_ligand,8.49,10.23,8.856,475.86264,-171.167,9.250484,7.99,8.044,9.250484
3327,5u14_ligand,5.34,7.73,6.8897,390.264099,-124.015,6.736415,6.26,6.905,6.736415
3328,5ulp_ligand,4.61,5.89,4.9088,409.10968,-162.024,5.731305,6.3,6.33,5.731305
3329,5uoo_ligand,8.85,6.99,5.6582,337.881104,-105.632,6.91687,6.86,6.882,6.91687
3330,5ult_ligand,10.9,8.67,4.9257,555.236938,-186.594,5.790792,7.75,8.819,5.790792
3331,5umx_ligand,5.96,6.64,4.2767,355.496704,-112.64,5.193218,5.95,10.106,5.193218
3332,5umy_ligand,6.97,10.18,8.3334,428.154327,-142.618,9.441041,7.96,10.69,9.441041
3333,5uov_ligand,10.6,8.8,7.7689,658.828613,-222.589,6.964714,8.7,11.285,6.964714
3334,5upj_ligand,7.12,6.76,5.1783,342.48143,-100.402,6.024098,6.89,6.736,6.024098
3335,5upz_ligand,9.2,9.2,7.5934,626.321655,-202.718,6.8761,8.49,7.981,6.8761
3336,5var_ligand,4.09,5.42,4.4284,223.057327,-87.205,5.040396,5.53,4.618,5.040396
3337,5ut6_ligand,4.24,6.98,5.5023,291.687332,-100.965,5.808556,6.3,6.646,5.808556
3338,5uxf_ligand,7.06,8.53,7.7867,484.237366,-167.148,9.640242,7.05,5.876,9.640242
3339,5v7a_ligand,6.38,5.55,5.1094,274.462921,-65.634,4.603101,5.26,4.973,4.603101
3340,5v79_ligand,6.41,6.58,5.5687,337.050034,-93.581,5.442742,5.92,6.401,5.442742
3341,5v82_ligand,10.2,8.73,8.4702,386.549286,-126.474,7.924457,6.85,8.104,7.924457
3342,5v0n_ligand,7.17,9.66,11.6759,615.808868,-249.147,9.644054,9.26,8.387,9.644054
3343,5vb5_ligand,6.46,7.8,8.5764,609.292969,-165.005,7.020616,8.78,10.094,7.020616
3344,5uv2_ligand,4.4,5.73,0.1258,299.748306,-53.896,3.999531,5.46,4.751,3.999531
3345,5vc3_ligand,7.11,7.33,6.2597,451.408508,-144.048,6.088937,6.74,7.895,6.088937
3346,5vb7_ligand,6.72,8.78,8.6441,544.081909,-171.905,8.432573,8.31,9.124,8.432573
3347,5vc4_ligand,7.36,7.59,6.95,455.90451,-147.728,6.397786,6.87,7.699,6.488475
3348,5vb6_ligand,6.37,8.92,9.5996,575.659119,-175.764,8.640638,8.89,9.329,8.640638
3349,5vcv_ligand,6.82,8.15,6.8897,406.856232,-157.97,6.75401,7.09,6.927,6.75401
3350,5uk8_ligand,6.4,7.5,7.2454,425.137268,-127.101,6.891481,7.15,6.471,6.891481
3351,5vcw_ligand,5.96,7.32,6.4999,430.321777,-128.571,6.22662,6.92,7.103,6.321342
3352,5vd0_ligand,6.49,8.52,7.0923,459.047211,-162.552,7.960638,7.8,9.941,7.960638
3353,5vcz_ligand,6.35,8.0,6.2839,441.29895,-145.129,6.573651,6.82,5.883,6.617537
3354,5vd1_ligand,6.0,9.77,7.6935,414.3349,-151.74,8.830205,7.4,8.201,8.830205
3355,5vcy_ligand,6.57,7.43,5.929,431.328644,-137.874,6.171276,6.67,7.495,6.171276
3356,5vh0_ligand,4.52,5.38,5.9993,244.294495,-85.493,5.641613,7.01,5.307,5.641613
3357,5vd2_ligand,7.1,6.54,5.349,384.632751,-124.961,5.920279,6.73,7.804,5.920279
3358,5vd3_ligand,5.55,8.28,5.8089,443.242706,-155.798,7.043321,6.76,8.312,7.043321
3359,5vm0_ligand,8.8,8.35,7.6322,332.986832,-119.171,7.220968,7.11,6.639,7.292603
3360,5upe_ligand,8.05,9.64,7.0691,421.387573,-149.137,9.362793,7.77,9.612,9.362793
3361,5vja_ligand,6.59,5.85,4.1861,323.578644,-85.567,5.068526,5.9,4.05,5.068526
3362,5upf_ligand,8.6,10.77,8.248,465.156158,-156.009,10.506371,8.03,10.726,10.506371
3363,5vo1_ligand,8.15,7.0,4.5683,335.060089,-123.301,6.082874,6.25,5.872,6.082874
3364,5wa5_ligand,6.72,5.8,4.9274,325.430664,-102.963,5.30099,6.26,5.918,5.30099
3365,5w44_ligand,6.44,5.39,2.192,255.087341,-49.239,3.911371,5.89,5.998,3.911371
3366,5vyy_ligand,6.21,7.11,4.9996,357.286255,-106.175,6.122632,6.53,7.499,6.122632
3367,5vl2_ligand,8.42,8.48,7.4741,345.568573,-124.314,7.426144,7.15,6.592,7.426144
3368,5wa8_ligand,6.23,5.0,5.5939,380.994812,-136.006,5.38478,6.07,4.726,5.38478
3369,5vij_ligand,7.61,7.02,6.7589,330.235001,-101.637,6.163072,6.27,6.532,6.257845
3370,5vih_ligand,7.49,7.14,7.6595,320.982895,-98.158,5.949604,6.13,5.678,5.949604
3371,5wa9_ligand,6.76,5.12,5.1375,375.640594,-141.079,5.507038,6.01,4.723,5.507038
3372,5w1e_ligand,5.24,4.42,3.6158,190.125015,-56.808,4.255733,5.48,4.169,4.255733
3373,5wal_ligand,8.77,6.96,5.0471,330.715439,-113.546,5.785579,6.46,5.485,5.785579
3374,5we9_ligand,7.22,4.92,1.4054,225.171234,-44.956,3.456928,5.41,8.274,3.456928
3375,5wmg_ligand,8.21,6.73,6.1943,362.492188,-106.959,6.338152,6.81,5.867,6.338152
3376,5wij_ligand,6.31,5.35,2.7341,339.990784,-105.809,4.401122,6.55,7.045,4.401122
3377,5wlo_ligand,10.8,9.81,8.9034,626.518494,-231.605,8.266327,8.44,10.464,8.266327
3378,5win_ligand,7.03,6.51,4.713,308.94075,-97.964,5.673189,6.43,6.116,5.673189
3379,5wbm_ligand,4.7,5.47,3.7465,295.384521,-100.748,4.847067,5.55,6.43,4.847067
3380,5w2s_ligand,7.33,5.12,4.2604,312.373276,-105.39,4.349509,5.83,6.168,4.349509
3381,5wbo_ligand,4.21,5.17,3.5246,261.410233,-87.349,4.330579,5.42,5.538,4.330579
3382,5x74_ligand,8.64,9.56,7.9951,654.676544,-203.991,9.746356,9.28,9.269,9.746356
3383,5vr8_ligand,6.87,6.02,7.4754,476.179199,-180.262,7.385484,6.73,5.241,7.385484
3384,5x54_ligand,5.0,7.56,6.2116,455.321899,-158.775,6.390565,6.72,8.385,6.390565
3385,5wl0_ligand,9.17,9.05,9.318,388.185257,-133.577,8.618688,7.32,8.102,8.618688
3386,5wp5_ligand,5.34,5.13,6.3069,384.17392,-162.843,6.092031,6.13,5.601,6.092031
3387,5wqc_ligand,8.96,7.04,4.8892,452.658051,-112.268,6.28434,6.67,8.924,6.28434
3388,5wuk_ligand,7.85,7.14,6.2347,314.560272,-110.741,6.425059,6.35,8.161,6.425059
3389,5xpi_ligand,5.28,2.37,2.1914,212.671265,-50.67,2.257361,4.5,4.459,2.257361
3390,5y8y_ligand,7.09,5.23,4.2871,285.213348,-74.771,4.458864,5.64,3.384,4.608717
3391,5y12_ligand,6.23,5.48,3.9002,357.845322,-89.055,4.97404,5.87,5.688,4.97404
3392,5y94_ligand,6.79,4.95,4.1127,282.926941,-74.285,4.143783,5.79,2.73,4.318798
3393,5xva_ligand,7.29,6.59,5.7194,388.857269,-124.122,5.758021,6.77,6.144,5.758021
3394,5vsj_ligand,4.02,4.64,2.0605,412.083282,-121.398,5.19217,6.2,4.58,5.19217
3395,5xsr_ligand,7.69,7.8,7.9821,328.64238,-104.226,7.240352,6.37,6.714,7.240352
