Receptor	Ligand	XScore_Score_pK	Energy	HPScore	HMScore	HSScore
5umx_protein	5umx_ligand	5.950000	-8.120000	5.99	6.05	5.81	
5upz_protein	5upz_ligand	8.490000	-11.580000	8.31	9.19	7.97	
5upj_protein	5upj_ligand	6.890000	-9.400000	6.55	7.43	6.69	
5ut6_protein	5ut6_ligand	6.300000	-8.600000	6.05	6.80	6.06	
5var_protein	5var_ligand	5.530000	-7.540000	5.82	5.60	5.16	
5v7a_protein	5v7a_ligand	5.260000	-7.180000	5.20	5.44	5.15	
5v79_protein	5v79_ligand	5.920000	-8.080000	5.73	6.18	5.85	
5uxf_protein	5uxf_ligand	7.050000	-9.610000	6.97	7.27	6.90	
5v82_protein	5v82_ligand	6.850000	-9.340000	6.83	7.09	6.61	
5vb6_protein	5vb6_ligand	8.890000	-12.130000	8.89	9.42	8.37	
5vb5_protein	5vb5_ligand	8.780000	-11.980000	8.82	9.06	8.46	
5v0n_protein	5v0n_ligand	9.260000	-12.630000	8.92	9.96	8.91	
5vb7_protein	5vb7_ligand	8.310000	-11.330000	8.38	8.77	7.77	
5vc3_protein	5vc3_ligand	6.740000	-9.190000	6.62	7.28	6.32	
5vc4_protein	5vc4_ligand	6.870000	-9.370000	6.75	7.41	6.45	
5vcv_protein	5vcv_ligand	7.090000	-9.670000	6.82	7.23	7.23	
5vh0_protein	5vh0_ligand	7.010000	-9.560000	6.98	7.59	6.46	
5vcw_protein	5vcw_ligand	6.920000	-9.430000	6.79	7.31	6.64	
5vcy_protein	5vcy_ligand	6.670000	-9.090000	6.66	7.02	6.32	
5vcz_protein	5vcz_ligand	6.820000	-9.300000	6.73	7.36	6.38	
5vd2_protein	5vd2_ligand	6.730000	-9.180000	6.65	6.90	6.64	
5vd0_protein	5vd0_ligand	7.800000	-10.630000	7.40	8.47	7.52	
5vd1_protein	5vd1_ligand	7.400000	-10.090000	7.25	7.86	7.08	
5vd3_protein	5vd3_ligand	6.760000	-9.230000	6.78	6.96	6.55	
5vm0_protein	5vm0_ligand	7.110000	-9.700000	6.61	7.69	7.04	
5uv2_protein	5uv2_ligand	5.460000	-7.450000	5.52	5.46	5.41	
5vja_protein	5vja_ligand	5.900000	-8.050000	5.72	6.29	5.69	
5vo1_protein	5vo1_ligand	6.250000	-8.520000	6.08	6.59	6.08	
5vyy_protein	5vyy_ligand	6.530000	-8.910000	6.69	6.83	6.06	
5wa5_protein	5wa5_ligand	6.260000	-8.540000	6.13	6.95	5.69	
5w44_protein	5w44_ligand	5.890000	-8.040000	5.32	6.97	5.40	
5vl2_protein	5vl2_ligand	7.150000	-9.750000	6.62	7.72	7.10	
5wa8_protein	5wa8_ligand	6.070000	-8.280000	6.00	6.32	5.89	
5wa9_protein	5wa9_ligand	6.010000	-8.200000	5.92	6.22	5.88	
5vih_protein	5vih_ligand	6.130000	-8.360000	6.08	6.12	6.20	
5vij_protein	5vij_ligand	6.270000	-8.550000	6.05	6.36	6.39	
5we9_protein	5we9_ligand	5.410000	-7.380000	5.02	5.94	5.27	
5wal_protein	5wal_ligand	6.460000	-8.810000	6.05	6.72	6.61	
5wij_protein	5wij_ligand	6.550000	-8.930000	6.18	7.24	6.22	
5wmg_protein	5wmg_ligand	6.810000	-9.290000	6.68	7.38	6.38	
5wlo_protein	5wlo_ligand	8.440000	-11.510000	8.27	9.12	7.92	
5w1e_protein	5w1e_ligand	5.480000	-7.480000	5.39	5.82	5.25	
5win_protein	5win_ligand	6.430000	-8.780000	6.18	6.97	6.15	
5upe_protein	5upe_ligand	7.770000	-10.600000	7.82	8.21	7.29	
5upf_protein	5upf_ligand	8.030000	-10.950000	7.96	8.36	7.76	
5wbo_protein	5wbo_ligand	5.420000	-7.390000	5.23	5.66	5.37	
5wbm_protein	5wbm_ligand	5.550000	-7.570000	5.55	5.59	5.51	
5x74_protein	5x74_ligand	9.280000	-12.660000	9.31	9.88	8.66	
5x54_protein	5x54_ligand	6.720000	-9.170000	6.87	6.70	6.61	
5xg5_protein	5xg5_ligand	4.740000	-6.470000	4.69	4.93	4.61	
5wl0_protein	5wl0_ligand	7.320000	-9.990000	7.33	7.71	6.93	
5w2s_protein	5w2s_ligand	5.830000	-7.960000	5.74	5.85	5.92	
5wuk_protein	5wuk_ligand	6.350000	-8.660000	6.40	6.59	6.05	
5wp5_protein	5wp5_ligand	6.130000	-8.360000	6.13	6.24	6.00	
5xpi_protein	5xpi_ligand	4.500000	-6.140000	4.53	4.71	4.27	
5y8y_protein	5y8y_ligand	5.640000	-7.700000	5.48	6.05	5.40	
5y12_protein	5y12_ligand	5.870000	-8.010000	5.94	6.19	5.48	
5y13_protein	5y13_ligand	6.040000	-8.240000	5.96	6.48	5.69	
5wqc_protein	5wqc_ligand	6.670000	-9.090000	6.46	7.13	6.41	
5y94_protein	5y94_ligand	5.790000	-7.900000	5.57	6.23	5.56	
5vr8_protein	5vr8_ligand	6.730000	-9.190000	6.68	7.00	6.53	
5xsr_protein	5xsr_ligand	6.370000	-8.690000	6.37	6.49	6.26	
5uk8_protein	5uk8_ligand	7.150000	-9.750000	6.99	7.50	6.96	
5xmx_protein	5xmx_ligand	7.830000	-10.680000	8.09	8.13	7.27	
5yj8_protein	5yj8_ligand	5.050000	-6.890000	5.06	5.34	4.77	
5ya5_protein	5ya5_ligand	6.620000	-9.030000	6.66	6.75	6.45	
5xo7_protein	5xo7_ligand	7.630000	-10.410000	7.50	8.15	7.25	
5yfs_protein	5yfs_ligand	6.120000	-8.350000	5.95	6.49	5.93	
5yas_protein	5yas_ligand	4.640000	-6.330000	4.62	4.79	4.52	
5yft_protein	5yft_ligand	6.240000	-8.520000	6.03	6.65	6.05	
5ymx_protein	5ymx_ligand	5.960000	-8.130000	5.86	6.25	5.77	
5xva_protein	5xva_ligand	6.770000	-9.230000	6.28	7.31	6.71	
5x62_protein	5x62_ligand	6.390000	-8.720000	6.34	6.63	6.22	
5yqx_protein	5yqx_ligand	6.100000	-8.320000	6.00	6.42	5.87	
5yyf_protein	5yyf_ligand	6.740000	-9.190000	6.73	7.05	6.42	
5yz2_protein	5yz2_ligand	5.180000	-7.070000	5.16	5.36	5.02	
5yh8_protein	5yh8_ligand	5.870000	-8.010000	5.89	6.00	5.73	
5yhe_protein	5yhe_ligand	5.730000	-7.810000	5.75	5.83	5.60	
5yhg_protein	5yhg_ligand	5.930000	-8.090000	5.94	6.06	5.79	
5z7b_protein	5z7b_ligand	5.560000	-7.590000	5.47	5.91	5.31	
5za7_protein	5za7_ligand	6.010000	-8.200000	5.69	6.39	5.95	
5za8_protein	5za8_ligand	6.090000	-8.310000	5.84	6.50	5.93	
5zae_protein	5zae_ligand	6.330000	-8.630000	5.96	6.86	6.16	
5zaf_protein	5zaf_ligand	6.100000	-8.320000	5.85	6.50	5.94	
5zag_protein	5zag_ligand	6.110000	-8.330000	5.87	6.54	5.92	
5z7j_protein	5z7j_ligand	7.350000	-10.020000	7.14	7.91	6.99	
5zaj_protein	5zaj_ligand	6.140000	-8.370000	5.97	6.43	6.01	
5zc5_protein	5zc5_ligand	6.550000	-8.930000	6.28	6.82	6.55	
5zdb_protein	5zdb_ligand	6.930000	-9.450000	6.95	7.11	6.72	
5z66_protein	5z66_ligand	7.340000	-10.010000	7.18	7.84	7.00	
5z99_protein	5z99_ligand	6.060000	-8.270000	5.93	6.23	6.03	
5zhl_protein	5zhl_ligand	6.000000	-8.190000	6.08	6.04	5.88	
5zyg_protein	5zyg_ligand	7.170000	-9.780000	6.76	8.02	6.74	
5zyl_protein	5zyl_ligand	7.660000	-10.450000	7.34	8.51	7.13	
5vsj_protein	5vsj_ligand	6.200000	-8.450000	6.18	6.42	6.00	
5zkc_protein	5zkc_ligand	6.710000	-9.160000	6.74	7.02	6.38	
5zo8_protein	5zo8_ligand	7.110000	-9.700000	7.09	7.62	6.61	
5yl2_protein	5yl2_ligand	7.570000	-10.330000	7.39	8.15	7.17	
5zg1_protein	5zg1_ligand	6.520000	-8.890000	6.24	6.58	6.74	
5zvw_protein	5zvw_ligand	7.050000	-9.620000	6.94	7.35	6.86	
5zni_protein	5zni_ligand	6.190000	-8.450000	6.14	6.36	6.07	
6a87_protein	6a87_ligand	4.960000	-6.760000	4.86	5.23	4.79	
5znc_protein	5znc_ligand	6.670000	-9.100000	6.70	6.83	6.49	
6ajy_protein	6ajy_ligand	5.610000	-7.650000	5.73	5.81	5.27	
6ajv_protein	6ajv_ligand	5.700000	-7.770000	5.79	5.90	5.41	
6aox_protein	6aox_ligand	5.090000	-6.950000	5.04	5.23	5.01	
6ajz_protein	6ajz_ligand	5.600000	-7.640000	5.58	6.03	5.19	
5zym_protein	5zym_ligand	7.580000	-10.340000	7.26	8.43	7.06	
6ajr_protein	6ajr_ligand	4.930000	-6.720000	4.84	5.09	4.85	
6arm_protein	6arm_ligand	5.390000	-7.350000	5.29	5.61	5.26	
6arn_protein	6arn_ligand	5.320000	-7.250000	5.24	5.58	5.14	
6aro_protein	6aro_ligand	5.480000	-7.480000	5.37	5.75	5.33	
6as8_protein	6as8_ligand	6.080000	-8.290000	5.81	6.36	6.06	
6b4l_protein	6b4l_ligand	7.150000	-9.750000	7.50	7.47	6.48	
6ayi_protein	6ayi_ligand	6.360000	-8.680000	6.21	6.74	6.14	
6b1k_protein	6b1k_ligand	6.970000	-9.500000	6.85	7.41	6.64	
6b4u_protein	6b4u_ligand	7.930000	-10.820000	8.10	8.70	7.00	
6aqs_protein	6aqs_ligand	5.410000	-7.380000	5.48	5.49	5.26	
6ayq_protein	6ayq_ligand	6.290000	-8.580000	6.42	6.43	6.01	
6b5q_protein	6b5q_ligand	8.430000	-11.500000	8.31	9.11	7.88	
6ayo_protein	6ayo_ligand	6.600000	-9.010000	6.77	6.78	6.27	
6ays_protein	6ays_ligand	6.840000	-9.330000	7.06	7.02	6.45	
6ayr_protein	6ayr_ligand	6.790000	-9.260000	6.96	6.94	6.46	
6ayt_protein	6ayt_ligand	6.560000	-8.950000	6.77	6.64	6.27	
6bbx_protein	6bbx_ligand	7.280000	-9.930000	7.41	7.66	6.77	
6b7a_protein	6b7a_ligand	5.290000	-7.210000	5.18	5.38	5.29	
5z5f_protein	5z5f_ligand	5.020000	-6.850000	4.91	5.27	4.88	
6bdy_protein	6bdy_ligand	5.650000	-7.700000	5.64	5.72	5.58	
6bhv_protein	6bhv_ligand	7.170000	-9.780000	7.36	7.22	6.93	
6c7q_protein	6c7q_ligand	6.670000	-9.100000	6.71	6.92	6.39	
5zw6_protein	5zw6_ligand	6.860000	-9.360000	6.83	7.10	6.65	
6c0s_protein	6c0s_ligand	8.290000	-11.310000	7.98	8.62	8.27	
6b7b_protein	6b7b_ligand	4.810000	-6.570000	4.72	4.82	4.90	
6bm5_protein	6bm5_ligand	5.580000	-7.620000	5.60	5.70	5.46	
6bm6_protein	6bm6_ligand	5.520000	-7.530000	5.53	5.62	5.40	
6cdj_protein	6cdj_ligand	8.440000	-11.510000	8.32	8.74	8.25	
6abx_protein	6abx_ligand	5.170000	-7.060000	5.09	5.32	5.11	
6cdl_protein	6cdl_ligand	8.420000	-11.490000	8.36	8.76	8.15	
6cbf_protein	6cbf_ligand	6.530000	-8.910000	6.61	6.99	5.99	
6cbg_protein	6cbg_ligand	6.040000	-8.230000	6.19	6.30	5.62	
6ckr_protein	6ckr_ligand	6.630000	-9.040000	6.58	7.37	5.94	
6cjr_protein	6cjr_ligand	8.070000	-11.000000	8.05	8.45	7.70	
6c2r_protein	6c2r_ligand	6.900000	-9.410000	6.59	7.39	6.71	
6cdo_protein	6cdo_ligand	7.230000	-9.860000	6.69	8.20	6.80	
6cdp_protein	6cdp_ligand	7.330000	-9.990000	7.07	7.75	7.16	
6cks_protein	6cks_ligand	6.710000	-9.150000	6.67	7.42	6.03	
6bs4_protein	6bs4_ligand	6.050000	-8.260000	5.90	6.25	6.01	
6c9s_protein	6c9s_ligand	7.800000	-10.640000	7.52	8.28	7.60	
6bs3_protein	6bs3_ligand	5.770000	-7.870000	5.68	6.05	5.58	
6cjs_protein	6cjs_ligand	7.110000	-9.700000	6.94	7.51	6.90	
6cq1_protein	6cq1_ligand	6.020000	-8.220000	5.82	6.24	6.02	
6cn5_protein	6cn5_ligand	8.800000	-12.010000	8.95	9.25	8.21	
6c9v_protein	6c9v_ligand	7.120000	-9.720000	6.97	7.20	7.20	
5wyz_protein	5wyz_ligand	7.390000	-10.080000	7.61	7.74	6.83	
6cwh_protein	6cwh_ligand	5.950000	-8.110000	5.74	6.04	6.06	
6cwn_protein	6cwn_ligand	6.080000	-8.290000	5.84	6.25	6.14	
6c85_protein	6c85_ligand	4.370000	-5.960000	4.25	4.35	4.51	
6cpw_protein	6cpw_ligand	9.040000	-12.330000	8.98	9.59	8.56	
6cvf_protein	6cvf_ligand	5.400000	-7.370000	5.34	5.59	5.28	
6cfc_protein	6cfc_ligand	5.660000	-7.720000	5.76	5.67	5.56	
6cvv_protein	6cvv_ligand	4.600000	-6.280000	4.66	4.74	4.41	
5wyx_protein	5wyx_ligand	6.920000	-9.430000	7.07	7.17	6.51	
6czb_protein	6czb_ligand	4.480000	-6.110000	4.46	4.74	4.24	
6cze_protein	6cze_ligand	4.620000	-6.310000	4.64	4.81	4.43	
6czc_protein	6czc_ligand	5.330000	-7.270000	5.16	5.81	5.01	
6d15_protein	6d15_ligand	5.230000	-7.130000	5.10	5.20	5.38	
6d16_protein	6d16_ligand	5.380000	-7.330000	5.32	5.78	5.03	
6d9x_protein	6d9x_ligand	5.940000	-8.100000	5.85	6.26	5.71	
6chp_protein	6chp_ligand	7.040000	-9.610000	6.92	7.14	7.07	
6d17_protein	6d17_ligand	5.480000	-7.470000	5.38	5.94	5.12	
6d19_protein	6d19_ligand	5.840000	-7.960000	5.55	6.47	5.49	
6d18_protein	6d18_ligand	5.820000	-7.940000	5.64	6.29	5.53	
6ckw_protein	6ckw_ligand	7.360000	-10.040000	7.22	7.52	7.34	
6dai_protein	6dai_ligand	5.890000	-8.040000	6.09	5.64	5.95	
6d9s_protein	6d9s_ligand	5.580000	-7.610000	5.55	5.83	5.36	
6det_protein	6det_ligand	5.400000	-7.370000	5.34	5.61	5.25	
6dak_protein	6dak_ligand	6.820000	-9.300000	6.70	7.25	6.51	
6dar_protein	6dar_ligand	7.180000	-9.790000	7.19	7.63	6.72	
6dh1_protein	6dh1_ligand	7.750000	-10.570000	7.43	8.34	7.47	
6dh2_protein	6dh2_ligand	7.940000	-10.830000	7.67	8.46	7.68	
6dh6_protein	6dh6_ligand	7.700000	-10.500000	7.46	8.26	7.38	
6dgl_protein	6dgl_ligand	7.540000	-10.280000	7.46	7.92	7.25	
6d5e_protein	6d5e_ligand	7.150000	-9.760000	7.03	7.43	7.00	
6d5g_protein	6d5g_ligand	7.240000	-9.870000	7.17	7.47	7.07	
6d5h_protein	6d5h_ligand	7.640000	-10.420000	7.45	8.13	7.34	
6d3q_protein	6d3q_ligand	5.600000	-7.640000	5.36	5.93	5.52	
6d5j_protein	6d5j_ligand	6.900000	-9.420000	6.82	7.10	6.79	
6dh7_protein	6dh7_ligand	7.810000	-10.650000	7.53	8.36	7.54	
6dh8_protein	6dh8_ligand	7.960000	-10.850000	7.62	8.58	7.67	
6dif_protein	6dif_ligand	8.470000	-11.560000	8.24	9.00	8.18	
6dil_protein	6dil_ligand	8.340000	-11.380000	8.17	8.76	8.10	
6dj1_protein	6dj1_ligand	8.900000	-12.130000	8.73	9.26	8.70	
6dj2_protein	6dj2_ligand	8.770000	-11.960000	8.65	9.04	8.62	
6dj7_protein	6dj7_ligand	7.680000	-10.470000	7.53	8.17	7.33	
6dj5_protein	6dj5_ligand	7.700000	-10.500000	7.57	8.23	7.29	
6dl2_protein	6dl2_ligand	5.950000	-8.120000	5.89	6.30	5.67	
6dgr_protein	6dgr_ligand	6.150000	-8.390000	6.20	6.29	5.98	
6d78_protein	6d78_ligand	10.140000	-13.830000	9.50	10.78	10.15	
6d55_protein	6d55_ligand	7.340000	-10.010000	7.35	7.57	7.11	
6dyn_protein	6dyn_ligand	4.100000	-5.590000	4.14	4.13	4.01	
6dyr_protein	6dyr_ligand	4.730000	-6.450000	4.79	4.69	4.71	
6d56_protein	6d56_ligand	7.700000	-10.510000	7.60	8.06	7.45	
6dys_protein	6dys_ligand	5.400000	-7.370000	5.48	5.54	5.20	
6czf_protein	6czf_ligand	5.310000	-7.250000	5.27	5.58	5.09	
6dy7_protein	6dy7_ligand	5.540000	-7.560000	5.30	6.02	5.30	
6dq4_protein	6dq4_ligand	6.160000	-8.400000	6.20	5.96	6.31	
6dpt_protein	6dpt_ligand	6.020000	-8.220000	5.73	6.33	6.01	
6dpz_protein	6dpz_ligand	5.720000	-7.810000	5.51	6.14	5.53	
6dpx_protein	6dpx_ligand	6.050000	-8.250000	5.72	6.48	5.95	
6dpy_protein	6dpy_ligand	5.740000	-7.830000	5.60	5.74	5.88	
6e4a_protein	6e4a_ligand	6.240000	-8.510000	6.09	6.95	5.69	
6e5t_protein	6e5t_ligand	6.540000	-8.920000	6.50	6.69	6.42	
6e5l_protein	6e5l_ligand	6.920000	-9.440000	7.00	7.14	6.63	
6dyu_protein	6dyu_ligand	6.280000	-8.560000	6.49	6.34	6.01	
6dzx_protein	6dzx_ligand	4.790000	-6.540000	4.85	4.79	4.73	
6dyv_protein	6dyv_ligand	6.570000	-8.960000	6.84	6.60	6.28	
6e1y_protein	6e1y_ligand	6.990000	-9.540000	6.74	7.68	6.55	
6dyw_protein	6dyw_ligand	6.930000	-9.450000	7.19	6.99	6.62	
6e1z_protein	6e1z_ligand	5.080000	-6.930000	5.05	5.27	4.92	
6dyy_protein	6dyy_ligand	6.810000	-9.290000	7.01	6.96	6.46	
6e7j_protein	6e7j_ligand	8.110000	-11.060000	7.89	8.64	7.80	
6e6m_protein	6e6m_ligand	6.610000	-9.020000	6.56	6.63	6.64	
6e9a_protein	6e9a_ligand	7.840000	-10.700000	7.65	8.41	7.47	
6ei5_protein	6ei5_ligand	7.340000	-10.010000	7.55	7.65	6.83	
6edr_protein	6edr_ligand	5.170000	-7.060000	5.28	5.37	4.88	
6e22_protein	6e22_ligand	6.410000	-8.740000	6.48	6.92	5.81	
6d50_protein	6d50_ligand	5.350000	-7.290000	5.20	5.64	5.20	
6e23_protein	6e23_ligand	7.890000	-10.770000	7.60	8.55	7.53	
6eiz_protein	6eiz_ligand	5.740000	-7.830000	6.13	5.41	5.69	
6eif_protein	6eif_ligand	6.240000	-8.510000	6.24	6.82	5.66	
6ekq_protein	6ekq_ligand	5.520000	-7.530000	5.31	5.58	5.68	
6eiq_protein	6eiq_ligand	6.640000	-9.050000	6.49	7.06	6.36	
6eij_protein	6eij_ligand	6.720000	-9.160000	6.70	6.98	6.47	
6el5_protein	6el5_ligand	5.840000	-7.960000	5.97	5.99	5.56	
6dyz_protein	6dyz_ligand	5.960000	-8.120000	6.10	6.02	5.75	
6eis_protein	6eis_ligand	7.070000	-9.650000	7.12	7.51	6.59	
6dz0_protein	6dz0_ligand	6.310000	-8.600000	6.46	6.38	6.08	
6eln_protein	6eln_ligand	6.250000	-8.520000	6.17	6.27	6.30	
6elo_protein	6elo_ligand	6.700000	-9.140000	6.61	6.73	6.76	
6dz2_protein	6dz2_ligand	6.800000	-9.280000	6.89	7.02	6.50	
6eog_protein	6eog_ligand	5.700000	-7.770000	5.52	6.01	5.55	
6ej2_protein	6ej2_ligand	6.990000	-9.540000	6.82	7.65	6.50	
6elp_protein	6elp_ligand	6.940000	-9.460000	7.05	7.05	6.71	
6dz3_protein	6dz3_ligand	6.310000	-8.610000	6.39	6.42	6.11	
6ej3_protein	6ej3_ligand	7.020000	-9.580000	6.82	7.59	6.67	
6e7t_protein	6e7t_ligand	7.440000	-10.140000	7.40	7.66	7.25	
6eol_protein	6eol_ligand	5.780000	-7.880000	5.57	6.15	5.61	
6e7r_protein	6e7r_ligand	7.010000	-9.570000	7.10	7.13	6.82	
6epa_protein	6epa_ligand	6.560000	-8.950000	6.43	7.18	6.07	
6eq2_protein	6eq2_ligand	5.060000	-6.900000	5.09	5.20	4.88	
6eq3_protein	6eq3_ligand	5.530000	-7.540000	5.76	5.57	5.25	
6eq7_protein	6eq7_ligand	5.920000	-8.080000	5.98	6.23	5.55	
6eq5_protein	6eq5_ligand	5.170000	-7.050000	5.24	5.33	4.95	
6euw_protein	6euw_ligand	6.680000	-9.120000	6.80	6.85	6.40	
6evn_protein	6evn_ligand	5.990000	-8.160000	5.79	6.68	5.49	
6exj_protein	6exj_ligand	6.870000	-9.370000	6.67	7.41	6.54	
6eux_protein	6eux_ligand	6.500000	-8.870000	6.60	6.58	6.33	
6ey8_protein	6ey8_ligand	7.010000	-9.560000	7.08	7.30	6.64	
6eir_protein	6eir_ligand	6.580000	-8.970000	6.30	7.00	6.42	
6ey9_protein	6ey9_ligand	7.120000	-9.710000	7.15	7.35	6.86	
6eya_protein	6eya_ligand	7.040000	-9.600000	7.21	6.97	6.94	
6eyb_protein	6eyb_ligand	7.270000	-9.920000	7.27	7.59	6.95	
6eqv_protein	6eqv_ligand	6.960000	-9.490000	6.85	7.25	6.76	
6eqw_protein	6eqw_ligand	7.240000	-9.880000	7.15	7.52	7.06	
6ep4_protein	6ep4_ligand	5.210000	-7.110000	5.22	5.57	4.84	
6f05_protein	6f05_ligand	4.950000	-6.760000	4.96	5.08	4.81	
6eqx_protein	6eqx_ligand	7.330000	-9.990000	7.35	7.66	6.98	
6exs_protein	6exs_ligand	5.470000	-7.470000	5.42	5.48	5.53	
6f1n_protein	6f1n_ligand	6.420000	-8.760000	6.43	6.74	6.11	
6f20_protein	6f20_ligand	5.330000	-7.270000	5.36	5.58	5.04	
6eyt_protein	6eyt_ligand	6.380000	-8.710000	6.29	6.67	6.19	
6f9g_protein	6f9g_ligand	4.550000	-6.210000	4.62	4.68	4.35	
6fa4_protein	6fa4_ligand	5.850000	-7.980000	5.89	5.77	5.88	
6fgg_protein	6fgg_ligand	4.930000	-6.720000	4.94	5.20	4.64	
6eqp_protein	6eqp_ligand	6.150000	-8.390000	5.88	6.21	6.36	
6fcj_protein	6fcj_ligand	6.130000	-8.360000	5.86	6.41	6.12	
6fmc_protein	6fmc_ligand	5.570000	-7.590000	5.32	6.26	5.11	
6epz_protein	6epz_ligand	6.040000	-8.240000	5.95	6.31	5.87	
6eq1_protein	6eq1_ligand	7.650000	-10.440000	7.66	7.87	7.42	
6eq8_protein	6eq8_ligand	6.240000	-8.510000	6.09	6.54	6.07	
6fmj_protein	6fmj_ligand	6.470000	-8.830000	6.29	7.05	6.08	
6fnf_protein	6fnf_ligand	8.940000	-12.190000	8.86	9.54	8.42	
6fng_protein	6fng_ligand	8.830000	-12.050000	8.71	9.46	8.33	
6ezq_protein	6ezq_ligand	6.510000	-8.880000	6.55	6.76	6.21	
6fhk_protein	6fhk_ligand	6.430000	-8.780000	6.34	6.72	6.24	
6fni_protein	6fni_ligand	9.070000	-12.370000	8.98	9.63	8.60	
6fnj_protein	6fnj_ligand	8.790000	-12.000000	8.69	9.40	8.29	
6fo5_protein	6fo5_ligand	6.290000	-8.580000	6.29	6.72	5.88	
6fsy_protein	6fsy_ligand	6.120000	-8.340000	6.10	6.51	5.73	
6fs1_protein	6fs1_ligand	7.700000	-10.510000	8.24	7.92	6.96	
6fnq_protein	6fnq_ligand	4.860000	-6.630000	4.87	5.03	4.69	
6fnr_protein	6fnr_ligand	4.730000	-6.460000	4.63	4.87	4.70	
6ftz_protein	6ftz_ligand	5.970000	-8.140000	5.95	5.98	5.98	
6fuh_protein	6fuh_ligand	7.010000	-9.570000	6.68	7.37	6.99	
6fba_protein	6fba_ligand	5.670000	-7.730000	5.63	5.93	5.44	
6ftf_protein	6ftf_ligand	6.460000	-8.820000	6.47	6.75	6.16	
6exi_protein	6exi_ligand	5.860000	-7.990000	5.78	6.09	5.71	
6fui_protein	6fui_ligand	7.010000	-9.560000	6.82	7.17	7.04	
6g2b_protein	6g2b_ligand	5.850000	-7.970000	5.88	6.14	5.52	
6fuj_protein	6fuj_ligand	6.040000	-8.240000	5.84	6.07	6.23	
6ftp_protein	6ftp_ligand	7.090000	-9.670000	7.33	7.54	6.40	
6g2c_protein	6g2c_ligand	5.880000	-8.020000	5.85	6.14	5.65	
6g2e_protein	6g2e_ligand	5.970000	-8.150000	5.97	6.32	5.64	
6g2f_protein	6g2f_ligand	6.460000	-8.810000	6.44	6.77	6.17	
6g2o_protein	6g2o_ligand	6.650000	-9.070000	6.68	7.03	6.24	
6faa_protein	6faa_ligand	5.530000	-7.550000	5.47	5.78	5.35	
6g0z_protein	6g0z_ligand	5.890000	-8.030000	5.83	6.14	5.70	
6g2r_protein	6g2r_ligand	6.350000	-8.670000	6.11	7.06	5.89	
6g2s_protein	6g2s_ligand	6.070000	-8.280000	5.87	6.65	5.69	
6fh3_protein	6fh3_ligand	4.820000	-6.580000	4.77	5.05	4.66	
6f90_protein	6f90_ligand	5.400000	-7.370000	5.28	5.67	5.26	
6g24_protein	6g24_ligand	5.350000	-7.300000	5.35	5.23	5.48	
6g25_protein	6g25_ligand	5.870000	-8.010000	6.01	6.01	5.60	
6g27_protein	6g27_ligand	6.320000	-8.630000	6.46	6.37	6.14	
6fs0_protein	6fs0_ligand	8.830000	-12.040000	8.79	9.62	8.07	
6g2l_protein	6g2l_ligand	6.820000	-9.310000	6.83	6.96	6.68	
6g29_protein	6g29_ligand	5.970000	-8.150000	6.20	5.90	5.82	
6fz4_protein	6fz4_ligand	5.760000	-7.850000	5.65	5.84	5.79	
6g3a_protein	6g3a_ligand	5.910000	-8.050000	5.72	6.30	5.70	
6g2m_protein	6g2m_ligand	6.960000	-9.490000	6.96	7.14	6.77	
6g9i_protein	6g9i_ligand	5.930000	-8.090000	6.01	6.25	5.53	
6g14_protein	6g14_ligand	5.680000	-7.750000	5.69	5.90	5.47	
6g9x_protein	6g9x_ligand	5.130000	-7.000000	4.98	5.39	5.02	
6ge7_protein	6ge7_ligand	5.880000	-8.020000	6.31	6.10	5.24	
6gf9_protein	6gf9_ligand	5.820000	-7.930000	6.31	5.91	5.23	
6gfs_protein	6gfs_ligand	5.620000	-7.660000	6.02	5.69	5.14	
6ghh_protein	6ghh_ligand	5.440000	-7.420000	5.88	5.30	5.16	
6gj6_protein	6gj6_ligand	6.010000	-8.190000	6.08	6.20	5.74	
6gfz_protein	6gfz_ligand	6.920000	-9.430000	6.66	7.62	6.47	
6g34_protein	6g34_ligand	5.910000	-8.060000	5.76	6.28	5.70	
6g37_protein	6g37_ligand	5.590000	-7.630000	5.57	5.82	5.38	
6g38_protein	6g38_ligand	5.570000	-7.600000	5.54	5.81	5.36	
6gj8_protein	6gj8_ligand	6.090000	-8.300000	5.97	6.68	5.62	
6gji_protein	6gji_ligand	5.040000	-6.870000	5.10	4.93	5.08	
6gjj_protein	6gjj_ligand	5.090000	-6.950000	5.06	5.13	5.09	
6g39_protein	6g39_ligand	5.900000	-8.050000	5.74	6.27	5.70	
6gjm_protein	6gjm_ligand	5.140000	-7.010000	5.08	5.22	5.12	
6gjl_protein	6gjl_ligand	5.200000	-7.090000	5.25	5.11	5.25	
6gjn_protein	6gjn_ligand	6.650000	-9.060000	6.45	7.06	6.42	
6gjr_protein	6gjr_ligand	5.340000	-7.290000	5.40	5.26	5.37	
6gl8_protein	6gl8_ligand	8.320000	-11.350000	8.29	9.17	7.51	
6gla_protein	6gla_ligand	6.550000	-8.940000	6.43	6.74	6.48	
6glb_protein	6glb_ligand	6.320000	-8.620000	6.27	6.45	6.24	
6gl9_protein	6gl9_ligand	6.740000	-9.190000	6.62	7.04	6.56	
6ghj_protein	6ghj_ligand	5.660000	-7.720000	5.66	5.71	5.62	
