Receptor	Ligand	Score(pK)	Energy	gauss_1	gauss_2	repulsion	hydrophobic	Hydrogen	Cl	Br	I
6iou_protein	6iou_ligand	3.323790	-4.533650	57.16348	534.41251	4.50310	0.00000	7.36191	0.00000	0.00000	0.00000	
6ixd_protein	6ixd_ligand	7.490359	-10.216850	176.28570	2692.35153	6.33023	90.07405	4.06095	0.00000	0.00000	0.00000	
6j0g_protein	6j0g_ligand	3.267478	-4.456840	61.38005	648.77887	5.56123	13.25924	8.20194	0.00000	0.00000	0.00000	
6j0o_protein	6j0o_ligand	7.008739	-9.559920	88.53614	1599.94013	1.69264	43.23529	2.88624	0.00000	0.00000	0.00000	
6j1l_protein	6j1l_ligand	7.889370	-10.761100	101.48633	2243.94434	4.28468	89.25918	3.43855	0.00000	0.00000	0.00000	
6j3o_protein	6j3o_ligand	5.106686	-6.965520	72.44696	1015.24721	3.41330	8.61289	4.31039	0.00000	0.00000	0.00000	
6j3p_protein	6j3p_ligand	6.238167	-8.508860	84.23121	1233.26830	2.88082	16.36367	4.23702	0.00000	0.00000	0.00000	
6j7e_protein	6j7e_ligand	4.981312	-6.794510	122.88872	1568.01541	7.69370	0.00000	8.13154	0.00000	0.00000	0.00000	
6j9w_protein	6j9w_ligand	6.995403	-9.541730	103.35815	1662.41850	7.15566	0.00000	13.22696	0.00000	0.00000	0.00000	
6j9y_protein	6j9y_ligand	7.166246	-9.774760	105.78435	1669.07823	5.61035	0.00000	11.38797	0.00000	0.00000	0.00000	
6j72_protein	6j72_ligand	7.411782	-10.109670	134.66493	1814.93095	6.99776	0.00000	12.20625	0.00000	0.00000	0.00000	
6jad_protein	6jad_ligand	6.744406	-9.199370	103.00931	1669.25559	7.83176	0.00000	14.20932	0.00000	0.00000	0.00000	
6jag_protein	6jag_ligand	6.755946	-9.215110	116.64342	1644.14708	7.43536	0.00000	13.06889	0.00000	0.00000	0.00000	
6jam_protein	6jam_ligand	6.748666	-9.205180	96.06426	1629.40500	5.98415	0.00000	11.44590	0.00000	0.00000	0.00000	
6jan_protein	6jan_ligand	6.942199	-9.469160	101.81499	1644.34503	5.25465	0.00000	10.57907	0.00000	0.00000	0.00000	
6jao_protein	6jao_ligand	6.462317	-8.814600	96.33951	1632.89700	6.69983	0.00000	12.31466	0.00000	0.00000	0.00000	
6jap_protein	6jap_ligand	6.368871	-8.687140	108.49978	1607.08603	6.82894	0.00000	11.65712	0.00000	0.00000	0.00000	
6jaq_protein	6jaq_ligand	4.646371	-6.337650	63.08152	828.48482	3.72464	0.00000	7.22553	0.00000	0.00000	0.00000	
6jav_protein	6jav_ligand	5.342573	-7.287270	94.63907	1058.63129	1.00587	49.66063	0.21217	0.00000	0.00000	0.00000	
6jaw_protein	6jaw_ligand	5.891782	-8.036390	90.06237	1043.20402	2.82838	77.03726	1.32568	0.00000	0.00000	0.00000	
6jay_protein	6jay_ligand	5.353658	-7.302390	106.39464	1218.40725	3.10533	62.39093	0.00000	0.00000	0.00000	0.00000	
6jb0_protein	6jb0_ligand	6.452771	-8.801580	90.68889	1539.70843	6.24965	0.00000	11.92127	0.00000	0.00000	0.00000	
6jb4_protein	6jb4_ligand	6.480257	-8.839070	94.04706	1566.45600	6.02506	0.00000	11.26525	0.00000	0.00000	0.00000	
6jbb_protein	6jbb_ligand	6.133028	-8.365450	102.00375	1532.67487	7.08344	0.00000	12.23519	0.00000	0.00000	0.00000	
6jbe_protein	6jbe_ligand	4.414040	-6.020750	62.16942	799.37578	4.23400	0.00000	7.61233	0.00000	0.00000	0.00000	
6jdi_protein	6jdi_ligand	5.778636	-7.882060	132.72617	1590.86723	7.79067	0.00000	10.38518	0.00000	0.00000	0.00000	
6jdl_protein	6jdl_ligand	5.514545	-7.521840	128.12624	1549.08825	6.96986	0.00000	8.90225	0.00000	0.00000	0.00000	
6jfk_protein	6jfk_ligand	7.190696	-9.808110	136.99282	1522.60778	6.35086	0.00000	11.43804	0.00000	0.00000	0.00000	
6jof_protein	6jof_ligand	5.833065	-7.956300	108.01586	1406.69404	3.52784	20.26790	2.85051	0.00000	0.00000	0.00000	
6jon_protein	6jon_ligand	4.739985	-6.465340	104.09854	1500.12150	6.48312	6.43968	6.20978	0.00000	0.00000	0.00000	
6jtc_protein	6jtc_ligand	3.320015	-4.528500	75.78636	937.32611	4.05331	5.06130	2.86293	0.00000	0.00000	0.00000	
6k3l_protein	6k3l_ligand	6.395293	-8.723180	91.51068	1240.82623	3.19067	47.14145	2.77218	0.00000	0.00000	0.00000	
6k04_protein	6k04_ligand	6.468394	-8.822890	66.05645	1255.21965	1.27990	55.31860	1.16724	0.00000	0.00000	0.00000	
6kjd_protein	6kjd_ligand	6.081745	-8.295500	101.51044	1660.57153	2.51127	77.26172	2.28738	0.00000	0.00000	0.00000	
6ma2_protein	6ma2_ligand	3.686195	-5.027970	100.56154	1325.88821	6.14938	24.95516	3.14524	0.00000	0.00000	0.00000	
6ma3_protein	6ma3_ligand	4.740623	-6.466210	122.72774	1630.06634	5.14405	25.61349	4.09933	0.00000	0.00000	0.00000	
6ma4_protein	6ma4_ligand	3.546760	-4.837780	141.11942	1644.62625	11.40213	25.82610	7.25637	0.00000	0.00000	0.00000	
6ma5_protein	6ma5_ligand	4.843798	-6.606940	113.30497	1376.23537	3.96455	23.32493	3.18767	0.00000	0.00000	0.00000	
6md0_protein	6md0_ligand	3.010059	-4.105720	66.11261	1164.42392	4.13414	53.42646	1.61946	0.00000	0.00000	0.00000	
6md6_protein	6md6_ligand	3.726657	-5.083160	65.63015	814.67646	2.11387	0.00000	4.84854	0.00000	0.00000	0.00000	
6md8_protein	6md8_ligand	4.655293	-6.349820	68.27389	782.69149	2.88072	15.11712	4.59254	0.00000	0.00000	0.00000	
6mg5_protein	6mg5_ligand	6.397302	-8.725920	108.85596	1032.53379	3.23811	77.47739	1.82143	0.00000	0.00000	0.00000	
6mh1_protein	6mh1_ligand	6.262823	-8.542490	72.79945	1408.45854	1.37539	51.49545	0.91206	0.00000	0.00000	0.00000	
6mh7_protein	6mh7_ligand	6.200887	-8.458010	75.13358	1415.87653	2.01691	60.29581	0.91888	0.00000	0.00000	0.00000	
6mj4_protein	6mj4_ligand	6.198072	-8.454170	175.93780	3707.41071	5.01858	215.61992	7.13728	0.00000	0.00000	0.00000	
6mja_protein	6mja_ligand	6.632991	-9.047400	188.22076	3974.54515	5.04693	226.35987	7.40394	0.00000	0.00000	0.00000	
6mjf_protein	6mjf_ligand	6.192595	-8.446700	119.61040	1592.68436	5.92917	4.35254	8.93510	0.00000	0.00000	0.00000	
6mji_protein	6mji_ligand	6.229252	-8.496700	170.61521	3728.09684	4.65575	219.60920	6.82929	0.00000	0.00000	0.00000	
6mku_protein	6mku_ligand	5.305132	-7.236200	104.18074	846.09905	5.05434	12.11363	9.04498	0.00000	0.00000	0.00000	
6mkw_protein	6mkw_ligand	3.725645	-5.081780	90.55252	780.16764	6.05011	1.80278	6.64623	0.00000	0.00000	0.00000	
6ml9_protein	6ml9_ligand	5.430565	-7.407290	106.98392	852.70915	5.75113	11.23825	10.25716	0.00000	0.00000	0.00000	
6mla_protein	6mla_ligand	4.358468	-5.944950	102.94474	822.54606	7.19019	12.71059	9.45222	0.00000	0.00000	0.00000	
6mle_protein	6mle_ligand	5.369956	-7.324620	107.60129	854.93960	6.07161	12.19126	10.40464	0.00000	0.00000	0.00000	
6mlg_protein	6mlg_ligand	4.921818	-6.713360	100.67419	830.16673	5.12179	12.10037	8.33252	0.00000	0.00000	0.00000	
6mli_protein	6mli_ligand	3.690286	-5.033550	85.35191	751.43665	4.26115	1.29918	4.56833	0.00000	0.00000	0.00000	
6mlj_protein	6mlj_ligand	4.962361	-6.768660	105.89089	849.49772	6.92577	12.97973	10.48470	0.00000	0.00000	0.00000	
6mll_protein	6mll_ligand	5.097031	-6.952350	86.16524	1198.17729	6.92658	25.82005	7.24082	0.00000	0.00000	0.00000	
6mln_protein	6mln_ligand	5.329978	-7.270090	102.65697	868.70393	5.25882	12.06357	9.31095	0.00000	0.00000	0.00000	
6mlo_protein	6mlo_ligand	4.993541	-6.811190	83.50446	806.36499	5.21309	7.09981	10.21556	0.00000	0.00000	0.00000	
6mlp_protein	6mlp_ligand	3.798658	-5.181370	67.25223	753.53047	4.64170	1.20237	6.50920	0.00000	0.00000	0.00000	
6mm2_protein	6mm2_ligand	8.381950	-11.432980	204.72845	1950.56244	9.33651	0.00000	14.11585	0.00000	0.00000	0.00000	
6mnc_protein	6mnc_ligand	5.599655	-7.637930	48.18715	1134.43333	2.41875	66.39889	0.00000	0.00000	0.00000	0.00000	
6mnv_protein	6mnv_ligand	5.176532	-7.060790	69.02777	1043.27818	6.28806	0.00000	11.89887	0.00000	0.00000	0.00000	
6mqc_protein	6mqc_ligand	6.634978	-9.050110	181.30944	2260.45900	6.21785	60.09092	9.25560	0.00000	0.00000	0.00000	
6mqe_protein	6mqe_ligand	6.715938	-9.160540	205.66336	2464.71213	9.31304	66.08941	10.47946	0.00000	0.00000	0.00000	
6msy_protein	6msy_ligand	4.212515	-5.745870	84.56080	1430.35481	5.53441	0.00000	9.74968	0.00000	0.00000	0.00000	
6mu3_protein	6mu3_ligand	4.412705	-6.018930	92.86036	1466.75066	6.80914	0.00000	11.67453	0.00000	0.00000	0.00000	
6mub_protein	6mub_ligand	2.925660	-3.990600	66.15030	1484.92759	5.80636	0.00000	6.60051	0.00000	0.00000	0.00000	
6mxc_protein	6mxc_ligand	6.468739	-8.823360	106.88956	1222.12556	6.79362	0.00000	12.38342	0.00000	0.00000	0.00000	
6n3v_protein	6n3v_ligand	4.931921	-6.727140	108.17471	1287.98987	5.84918	4.91500	6.02377	0.00000	0.00000	0.00000	
6n3w_protein	6n3w_ligand	4.772610	-6.509840	117.49432	1464.85197	7.25831	9.20165	6.43564	0.00000	0.00000	0.00000	
6n3x_protein	6n3x_ligand	5.301532	-7.231290	123.20472	1452.83515	6.53365	14.89309	5.95664	0.00000	0.00000	0.00000	
6n3y_protein	6n3y_ligand	5.231459	-7.135710	122.42941	1678.01953	7.41732	20.27925	5.45639	0.00000	0.00000	0.00000	
6n5x_protein	6n5x_ligand	1.185740	-1.617350	10.88454	306.89294	0.00000	3.43523	0.00000	0.00000	0.00000	0.00000	
6n7a_protein	6n7a_ligand	6.533387	-8.911540	95.25300	1565.98486	2.19065	21.09373	1.00000	0.18037	0.00000	0.00000	
6n7b_protein	6n7b_ligand	6.684912	-9.118220	98.09181	1524.47481	2.04501	23.25231	1.00000	0.81733	0.00000	0.00000	
6n7d_protein	6n7d_ligand	6.636496	-9.052180	111.34620	1650.42083	3.07518	21.94216	0.87822	0.00000	0.00000	0.00000	
6n8x_protein	6n8x_ligand	5.344186	-7.289470	91.07220	1456.29002	1.52597	29.65558	0.69915	0.00000	0.00000	0.00000	
6n78_protein	6n78_ligand	6.755183	-9.214070	99.59374	1598.57405	1.55705	29.54829	0.67112	0.00000	0.00000	0.00000	
6n79_protein	6n79_ligand	6.251972	-8.527690	119.67263	1647.67729	4.11895	32.43814	1.00000	0.00000	0.00000	0.00000	
6ncn_protein	6ncn_ligand	4.069633	-5.550980	45.91818	652.62009	0.67904	44.92461	0.88572	0.00000	0.00000	0.00000	
6nco_protein	6nco_ligand	4.733893	-6.457030	65.09502	1017.14311	2.16124	47.79495	1.56764	0.00000	0.00000	0.00000	
6ndl_protein	6ndl_ligand	7.725660	-10.537800	177.10478	2276.11938	7.31595	18.48272	9.71503	0.00000	0.00000	0.00000	
6ne5_protein	6ne5_ligand	8.503871	-11.599280	149.70276	2089.82840	4.74985	105.80814	1.61484	0.99584	0.00000	0.00000	
6nfh_protein	6nfh_ligand	5.728827	-7.814120	91.26419	1627.04861	4.14090	27.08078	4.41912	0.00000	0.00000	0.00000	
6nfy_protein	6nfy_ligand	5.904457	-8.053680	81.06731	1391.08743	2.21149	53.17256	2.18554	0.00000	0.00000	0.00000	
6nmb_protein	6nmb_ligand	3.340762	-4.556800	33.90953	702.94316	1.27293	3.29825	2.29151	0.00000	0.00000	0.00000	
6no9_protein	6no9_ligand	7.108981	-9.696650	97.84732	1770.32474	3.77099	29.82054	3.48708	0.00000	0.00000	0.00000	
6np2_protein	6np2_ligand	5.123116	-6.987930	72.63753	1446.80050	4.36261	4.45993	7.37416	0.00000	0.00000	0.00000	
6np3_protein	6np3_ligand	5.111562	-6.972170	73.97645	1428.39019	5.42574	4.73740	8.92779	0.00000	0.00000	0.00000	
6np4_protein	6np4_ligand	4.643893	-6.334270	75.16741	1433.12099	4.97680	2.15738	7.58603	0.00000	0.00000	0.00000	
6np5_protein	6np5_ligand	4.663717	-6.361310	74.62065	1456.12329	5.30601	0.68325	8.33956	0.00000	0.00000	0.00000	
6nsv_protein	6nsv_ligand	5.150748	-7.025620	117.74603	1625.66184	6.09542	89.34485	5.82604	0.00000	0.00000	0.00000	
6nu1_protein	6nu1_ligand	2.767251	-3.774530	45.94742	542.94919	1.94522	0.00000	2.79179	0.00000	0.00000	0.00000	
6nu5_protein	6nu5_ligand	2.756100	-3.759320	49.54356	544.62257	2.48401	0.00000	3.29003	0.00000	0.00000	0.00000	
6nv7_protein	6nv7_ligand	8.004260	-10.917810	153.79956	2242.75713	5.81526	66.77792	6.41938	0.00000	0.00000	0.00000	
6nv9_protein	6nv9_ligand	7.739076	-10.556100	160.64654	2359.27073	5.79639	75.98181	5.46012	0.00000	0.00000	0.00000	
6nw3_protein	6nw3_ligand	8.339633	-11.375260	169.20718	2327.22508	4.36650	83.37302	4.68892	0.00000	0.00000	0.00000	
6nwk_protein	6nwk_ligand	8.543079	-11.652760	90.36221	1814.15820	2.44947	44.52790	3.34199	0.00000	0.00000	0.00000	
6nwl_protein	6nwl_ligand	8.007859	-10.922720	86.56602	1696.58208	3.15705	35.97785	4.62755	0.00000	0.00000	0.00000	
6nxz_protein	6nxz_ligand	1.052529	-1.435650	43.65456	377.07469	3.59572	6.47750	1.96723	0.00000	0.00000	0.00000	
6ny0_protein	6ny0_ligand	-1.391774	1.898380	45.59755	380.97894	7.78026	0.00000	0.91282	0.00000	0.00000	0.00000	
6nyv_protein	6nyv_ligand	4.995264	-6.813540	86.17401	1277.88684	2.93547	30.95872	0.22860	0.00000	0.00000	0.00000	
6o0k_protein	6o0k_ligand	8.365902	-11.411090	163.57688	2568.70074	2.32918	69.71919	0.89939	0.00000	0.00000	0.00000	
6o0m_protein	6o0m_ligand	7.835587	-10.687740	151.49844	2478.04903	2.53600	69.17613	0.59574	0.00000	0.00000	0.00000	
6o0o_protein	6o0o_ligand	7.660389	-10.448770	121.64403	1706.95747	2.19846	85.21205	1.30115	0.00000	0.00000	0.00000	
6o0p_protein	6o0p_ligand	8.247434	-11.249500	152.82888	2544.55263	1.69635	64.55429	0.69037	0.00000	0.00000	0.00000	
6o5a_protein	6o5a_ligand	5.556488	-7.579050	161.83208	2687.95664	8.29316	61.17091	9.95138	0.00000	0.00000	0.00000	
6o5u_protein	6o5u_ligand	4.941745	-6.740540	74.25105	1457.13819	5.11059	0.59299	9.17259	0.00000	0.00000	0.00000	
6o5x_protein	6o5x_ligand	6.092544	-8.310230	149.52700	2821.02931	5.84166	60.56717	9.46754	0.00000	0.00000	0.00000	
6o9c_protein	6o9c_ligand	5.910755	-8.062270	176.98856	2668.61691	9.77808	61.72595	13.55634	0.00000	0.00000	0.00000	
6o48_protein	6o48_ligand	5.723453	-7.806790	146.93716	2740.57948	6.91927	72.09713	8.85057	0.00000	0.00000	0.00000	
6o94_protein	6o94_ligand	7.790726	-10.626550	125.71514	2132.81878	3.07332	19.14194	0.82093	0.00000	0.00000	0.00000	
6o95_protein	6o95_ligand	7.186525	-9.802420	105.06631	1831.71311	2.20124	18.77451	0.66325	0.00000	0.00000	0.00000	
6oja_protein	6oja_ligand	3.607375	-4.920460	68.33393	716.89920	2.58244	2.23511	3.69915	0.00000	0.00000	0.00000	
6olx_protein	6olx_ligand	5.282962	-7.205960	89.00396	1426.44508	1.42435	29.18012	0.74475	0.00000	0.00000	0.00000	
6om8_protein	6om8_ligand	7.232867	-9.865630	137.59256	1829.40336	5.26325	8.47005	9.74038	0.00000	0.00000	0.00000	
6ooy_protein	6ooy_ligand	7.510872	-10.244830	99.05093	1293.45969	2.00299	80.84170	1.69569	0.00000	0.00000	0.00000	
6oqb_protein	6oqb_ligand	11.599252	-15.821380	127.80141	1868.46898	0.87003	98.31718	0.52765	0.00000	0.00000	0.00000	
6oqc_protein	6oqc_ligand	11.860227	-16.177350	121.30867	1857.53274	1.16190	99.87353	0.38767	0.00000	0.00000	0.00000	
6oqd_protein	6oqd_ligand	11.708710	-15.970680	118.11347	1842.10642	0.81257	97.28079	0.01405	0.00000	0.00000	0.00000	
6orr_protein	6orr_ligand	9.772654	-13.329900	185.20032	2614.49471	8.87001	78.66236	12.43132	0.00000	0.00000	0.00000	
6otg_protein	6otg_ligand	6.057947	-8.263040	124.66334	2123.84621	6.40158	49.40923	6.00225	0.00000	0.00000	0.00000	
6ouv_protein	6ouv_ligand	6.163468	-8.406970	162.23421	2145.64025	9.81151	28.52661	8.02356	0.00000	0.00000	0.00000	
6p3t_protein	6p3t_ligand	8.249106	-11.251780	115.74700	1535.69280	2.98262	94.63246	0.64575	0.00000	0.00000	0.00000	
6p3v_protein	6p3v_ligand	5.784846	-7.890530	101.11465	1296.14755	1.53891	47.73255	0.00000	0.00000	0.00000	0.00000	
6p5o_protein	6p5o_ligand	4.096584	-5.587740	70.58586	798.93709	3.67621	9.15409	5.15597	0.00000	0.00000	0.00000	
6p8a_protein	6p8a_ligand	5.449677	-7.433360	99.57075	1404.85467	1.84676	18.97276	0.97287	0.00000	0.00000	0.00000	
6p9e_protein	6p9e_ligand	5.705924	-7.782880	80.83675	1178.79205	1.65339	59.15504	3.41981	0.00000	0.00000	0.00000	
6p83_protein	6p83_ligand	7.374208	-10.058420	78.92441	1448.96234	1.32935	45.89651	0.78548	0.00000	0.00000	0.00000	
6p84_protein	6p84_ligand	6.701950	-9.141460	72.76949	1363.76495	1.53751	38.96688	0.87255	0.00000	0.00000	0.00000	
6p85_protein	6p85_ligand	5.712933	-7.792440	82.34119	1219.60092	1.54983	24.36906	2.59396	0.00000	0.00000	0.00000	
6p86_protein	6p86_ligand	6.414318	-8.749130	94.17297	1619.24225	2.26165	25.10867	1.94876	0.00000	0.00000	0.00000	
6p87_protein	6p87_ligand	5.117801	-6.980680	84.97496	1373.64929	1.77863	18.06585	1.01207	0.00000	0.00000	0.00000	
6p88_protein	6p88_ligand	6.416232	-8.751740	89.35535	1457.18489	1.26761	24.43152	0.54335	0.00000	0.00000	0.00000	
6p89_protein	6p89_ligand	6.277566	-8.562600	95.84308	1303.40318	1.71331	16.66878	1.35010	0.00000	0.00000	0.00000	
6pg3_protein	6pg3_ligand	3.022515	-4.122710	64.30815	735.23597	3.11639	16.23197	2.00000	0.00000	0.00000	0.00000	
6pg4_protein	6pg4_ligand	2.815462	-3.840290	59.00873	569.95936	2.71888	6.89544	2.00079	0.00000	0.00000	0.00000	
6pg5_protein	6pg5_ligand	4.014362	-5.475590	99.72041	1174.78608	4.62854	31.96130	2.84635	0.00000	0.00000	0.00000	
6pg6_protein	6pg6_ligand	3.825176	-5.217540	86.20224	928.58947	3.59441	17.01161	3.00000	0.00000	0.00000	0.00000	
6pg7_protein	6pg7_ligand	4.318189	-5.890010	78.58679	1116.24886	2.44026	19.09847	1.62655	0.00000	0.00000	0.00000	
6pg8_protein	6pg8_ligand	4.218138	-5.753540	84.11692	1028.62012	3.19065	24.50956	1.93124	0.00000	0.00000	0.00000	
6pg9_protein	6pg9_ligand	4.268065	-5.821640	89.54388	1119.20137	3.84048	30.13704	2.69668	0.00000	0.00000	0.00000	
6pga_protein	6pga_ligand	3.650975	-4.979930	86.56276	981.15231	3.42057	14.59494	2.34987	0.00000	0.00000	0.00000	
6pgb_protein	6pgb_ligand	4.842595	-6.605300	103.05575	1114.48074	2.94492	37.08658	2.80984	0.00000	0.00000	0.00000	
6pgc_protein	6pgc_ligand	3.790257	-5.169910	95.80756	1250.07512	5.27009	26.40432	2.87582	0.00000	0.00000	0.00000	
6pge_protein	6pge_ligand	3.489260	-4.759350	74.90078	919.34068	2.96255	13.61966	2.00000	0.00000	0.00000	0.00000	
6phx_protein	6phx_ligand	5.551312	-7.571990	125.76840	1716.58022	7.54842	0.00000	11.17007	0.00000	0.00000	0.00000	
6pi5_protein	6pi5_ligand	2.875828	-3.922630	106.69610	705.21781	6.44632	0.00000	3.44161	0.00000	0.00000	0.00000	
6pi6_protein	6pi6_ligand	3.298116	-4.498630	130.79100	933.86707	8.55601	11.48624	4.43034	0.00000	0.00000	0.00000	
6pl1_protein	6pl1_ligand	7.809531	-10.652200	111.11813	1923.59559	3.98734	48.19037	3.70347	0.00000	0.00000	0.00000	
6plf_protein	6plf_ligand	5.183856	-7.070780	80.63850	1539.30025	3.53480	32.77283	2.72002	0.00000	0.00000	0.00000	
6poi_protein	6poi_ligand	4.676327	-6.378510	81.98709	847.70062	0.97580	39.91470	0.00000	0.00000	0.00000	0.00000	
6ppy_protein	6ppy_ligand	5.270623	-7.189130	83.13711	1456.23948	5.01796	6.82383	9.78135	0.00000	0.00000	0.00000	
6prf_protein	6prf_ligand	6.956694	-9.488930	137.75590	2341.72637	6.31642	49.91604	6.98844	0.00000	0.00000	0.00000	
6pu3_protein	6pu3_ligand	4.607324	-6.284390	89.54422	1236.71550	3.64018	9.59257	6.57268	0.00000	0.00000	0.00000	
6pve_protein	6pve_ligand	9.043622	-12.335500	182.92185	2719.13524	9.59511	66.47287	13.00422	0.00000	0.00000	0.00000	
6pvv_protein	6pvv_ligand	2.717199	-3.706260	93.38255	1175.36928	5.93635	0.00000	3.78613	0.00000	0.00000	0.00000	
6pvw_protein	6pvw_ligand	4.429868	-6.042340	89.25299	1223.70754	4.34045	0.00000	4.85133	0.00000	0.00000	0.00000	
6pvz_protein	6pvz_ligand	4.264670	-5.817010	86.62321	844.84850	2.15863	44.20082	0.00000	0.00000	0.00000	0.00000	
6py0_protein	6py0_ligand	4.430850	-6.043680	30.95193	1219.31382	1.73707	58.87329	0.00000	0.00000	0.00000	0.00000	
6q3q_protein	6q3q_ligand	3.444465	-4.698250	110.55339	1508.66627	5.89006	20.01960	10.96438	0.00000	0.00000	0.00000	
6q3y_protein	6q3y_ligand	5.177984	-7.062770	66.34772	1355.27599	1.20468	46.58574	0.67231	0.00000	0.00000	0.00000	
6q3z_protein	6q3z_ligand	5.451034	-7.435210	76.75835	1418.73297	1.39542	44.22061	0.83291	0.00000	0.00000	0.00000	
6q4e_protein	6q4e_ligand	3.482625	-4.750300	43.80702	766.47204	2.92027	5.21774	2.57061	0.00000	0.00000	0.00000	
6q4g_protein	6q4g_ligand	4.473834	-6.102310	62.66772	1236.74755	4.87304	20.91092	3.58907	0.00000	0.00000	0.00000	
6qas_protein	6qas_ligand	6.185139	-8.436530	85.44708	1649.26475	2.34067	34.43227	1.88097	0.00000	0.00000	0.00000	
6qau_protein	6qau_ligand	6.059340	-8.264940	104.41963	1772.88424	1.91301	45.71236	1.24157	0.00000	0.00000	0.00000	
6qav_protein	6qav_ligand	6.857742	-9.353960	121.47534	1741.40815	2.56566	48.73838	2.40768	0.00000	0.00000	0.00000	
6qe0_protein	6qe0_ligand	4.933585	-6.729410	120.22783	2038.04986	7.01548	0.65552	7.34254	0.00000	0.00000	0.00000	
6qe5_protein	6qe5_ligand	6.504069	-8.871550	133.76184	1839.03313	6.39346	0.98423	7.88590	0.00000	0.00000	0.00000	
6qge_protein	6qge_ligand	4.975609	-6.786730	125.47068	1233.58055	5.30892	11.35199	6.78849	0.00000	0.00000	0.00000	
6qgf_protein	6qgf_ligand	4.647500	-6.339190	104.30451	1137.53552	4.47699	9.47702	7.26700	0.00000	0.00000	0.00000	
6qgg_protein	6qgg_ligand	7.089054	-9.669470	164.55281	2532.91777	2.95004	87.56241	0.55797	0.00000	0.00000	0.00000	
6qgh_protein	6qgh_ligand	8.267581	-11.276980	170.88225	2914.91001	2.90725	83.33775	1.52918	0.00000	0.00000	0.00000	
6qi4_protein	6qi4_ligand	3.677771	-5.016480	32.50123	899.64453	0.78448	42.51288	0.00000	0.00000	0.00000	0.00000	
6qi7_protein	6qi7_ligand	3.515286	-4.794850	43.06473	858.75699	0.62095	93.57713	0.00000	0.00000	0.00000	0.00000	
6qln_protein	6qln_ligand	4.779040	-6.518610	85.35249	1001.55545	3.06718	12.56053	4.99693	0.00000	0.00000	0.00000	
6qlo_protein	6qlo_ligand	4.801957	-6.549870	93.43431	1028.18027	3.33365	11.09284	4.81093	0.00000	0.00000	0.00000	
6qlp_protein	6qlp_ligand	5.125821	-6.991620	94.74125	1056.69016	3.37548	11.06818	4.88599	0.00000	0.00000	0.00000	
6qlq_protein	6qlq_ligand	4.901386	-6.685490	80.87596	998.79595	3.03500	13.34615	4.90788	0.00000	0.00000	0.00000	
6qlr_protein	6qlr_ligand	4.878490	-6.654260	92.09288	1022.88738	3.21600	11.52805	4.99170	0.00000	0.00000	0.00000	
6qls_protein	6qls_ligand	4.286752	-5.847130	85.59370	971.08939	3.94694	10.78711	6.77644	0.00000	0.00000	0.00000	
6qlt_protein	6qlt_ligand	4.482823	-6.114570	76.93395	990.78085	3.18228	12.59285	4.82489	0.00000	0.00000	0.00000	
6qlu_protein	6qlu_ligand	4.883350	-6.660890	87.88588	1034.19782	3.21083	13.52439	5.04042	0.00000	0.00000	0.00000	
6qmj_protein	6qmj_ligand	7.288138	-9.941020	133.57085	1800.28964	5.36626	59.94474	6.04697	0.00000	0.00000	0.00000	
6qmk_protein	6qmk_ligand	7.985528	-10.892260	141.78986	1918.40078	6.02299	55.75988	5.99064	0.00000	0.00000	0.00000	
6qpl_protein	6qpl_ligand	4.854707	-6.621820	104.65847	1048.62602	2.84714	51.84518	2.64159	0.00000	0.00000	0.00000	
6qqq_protein	6qqq_ligand	5.676862	-7.743240	104.51182	1351.25718	3.01942	14.00701	3.09411	0.00000	0.00000	0.00000	
6qqu_protein	6qqu_ligand	6.522500	-8.896690	124.81032	1089.36308	3.09463	13.83896	2.94871	0.00000	0.00000	0.00000	
6qqv_protein	6qqv_ligand	6.980770	-9.521770	136.32851	1412.55590	3.24591	22.71337	2.16966	0.00000	0.00000	0.00000	
6qqw_protein	6qqw_ligand	6.919282	-9.437900	127.19384	1296.67778	2.97682	24.49034	3.05993	0.00000	0.00000	0.00000	
